,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,37.698,40.56011739130427,41.94944053496952,43.65693863736257,45.90797445960863,47.16101956378429,48.20337875284842,49.240960807765504,50.02080413240553,50.765199132525545,51.51920457396373,51.884927705248465,52.38662517267557,52.97144126898343,53.505099048851946,54.05900974334122,54.428415372714525,54.517555691938,54.69061622959029,54.97881716176469,55.09220931272768,55.21432602918251,55.331116068479275,55.35236258203908,55.36943161001094,55.42870698832025,55.47279341182014,55.528062872890686,55.583828147921935,55.63332275465773,55.679960539372324,55.73816961385032,55.795062934159304,55.831840272896805,55.88364049301254,55.913301536003075,55.93148685170422,55.97225099162774,55.99204845189581,56.00999362743721,56.040222842841956,56.05924107331825,56.05207558174233,56.072114715069375,56.08229888368675,56.09184285186404,56.09184285186404
1,78.313,69.22855652173938,64.95163858897153,60.815689550032324,57.747922311564,56.58720847923118,56.240958098597346,55.89629458411686,55.62859928267969,55.41945732949878,55.198978290240284,55.45049745210034,55.31870766973872,55.459699772366235,55.43646406520477,55.573021635964224,55.664092517739846,55.82690506597366,56.14299577979806,56.62485532018803,56.8533518360771,57.057242992549206,57.25224050695952,57.38993633021595,57.51076707548824,57.54064083633871,57.562859627849676,57.58804260107497,57.6161632325464,57.64112176803396,57.68276186686867,57.70913893043168,57.81499733377409,57.89094430634392,57.99791425118741,58.01211270242558,58.049761490438144,58.08550985209829,58.0948864958016,58.132199835733154,58.195055336235754,58.20389683442594,58.251669527914025,58.29326440618731,58.31440350671829,58.3187324281713,58.3187324281713
2,41.901,46.44005217391292,48.60106441717277,50.59901119185808,52.3297019331165,53.29390919594764,53.57178422893531,54.04296510148328,54.40892465452238,54.138282175493764,55.41565841752589,54.66643946373993,55.476839442804945,55.178985625326625,56.00488391499627,55.794306868387665,55.65387205243643,55.58351415100696,55.44691854134861,55.96033388497135,55.921931316813065,56.14122291944183,56.350949119359264,56.29737822614386,56.429662890149025,56.494803050054145,56.6992182255712,56.930904178848515,57.18961689124099,57.41923799416283,57.322998023348696,57.568400346865246,57.48066557251719,57.41772120258107,57.329065189675696,57.47079001317582,57.43927626255584,57.35226859764097,57.44775140235903,57.41642525135688,57.37147794598344,57.46386516155554,57.42784985083133,57.40332322394483,57.3854351290312,57.4387164028356,57.4387164028356
3,37.639,40.06665217391298,41.703711569011745,42.5399252690027,45.471364694583045,46.77057738347098,48.160992749989944,50.20660560088021,52.092169754846715,54.31148192682719,54.18409756924728,56.631554405674926,56.39247118983811,56.27850758171858,56.003226845060134,56.57586155101497,56.95775431109118,57.174444210666536,57.595134543066145,57.21399937019486,57.636111283444805,57.47045954908767,57.312033470113434,57.46327981678292,57.389492231952545,57.66164944567644,57.59403598467013,57.51740229478873,57.43182908894949,57.35587838005833,57.63819717897257,57.555599646274246,57.51742784887669,57.490041903516115,57.451469292053375,57.40437523432878,57.378740111677466,57.63360487799643,57.60145560246737,57.587627998559334,57.605828680485246,57.574767447263305,57.66516070838185,57.726719021885934,57.7186559090681,57.705037044942216,57.705037044942216
4,51.964,55.304956521739044,53.51446646221553,55.07039149579645,55.014570415643014,55.019578222040344,55.21344262542029,55.672343647736525,55.43783794059135,55.17749376804086,56.686040179444305,56.50945501911295,57.00125558323201,58.28256390735243,58.136109000307115,58.057228941943855,58.0181355062249,57.99595348670113,57.95288843759162,58.051891742521825,58.04402803786124,58.086317977031655,58.12676324776081,58.11048440654582,58.162652893750405,58.172614563923986,58.298744602360905,58.3600580571653,58.48446807783735,58.54493780786484,58.61500546470331,58.67908757783574,58.93211539403553,59.113647478495274,59.369332154327864,59.40386403581102,59.48697105807033,59.51869047668216,59.54163654586433,59.63094453146226,59.595345150947885,59.62469265242686,59.60990343894284,59.59983190231651,59.65783160963115,59.652966541576944,59.652966541576944
5,63.099,57.2000869565219,55.81379508096709,54.7921954481113,55.53164722186023,55.22558648175314,58.002838298416044,57.431947754814914,57.11349897267574,57.675415614764425,57.386537951651945,58.13570534413351,58.131511010489966,58.247773008289776,58.78182698956276,59.1733801311562,59.30614433559674,59.43665651744486,59.872520042557994,59.770796610268704,59.64537139754138,59.60288963089747,59.56226090012437,59.811362672792235,59.78467654108374,59.74184208104911,59.73326231523889,59.7018016935965,59.69107230118902,59.65976239988618,59.65593277127794,59.622567600081496,59.64651489339851,59.663695621344935,59.68789436763612,59.668517422566445,59.66878152345683,59.66528189308616,59.65227038194119,59.66082739104474,59.684084866805456,59.68025217212209,59.711148035560534,59.727204515788266,59.73201834094878,59.7355552087008,59.7355552087008
6,46.567,48.186999999999955,50.997013420521164,55.56570924626672,55.19011377869317,58.48700041789828,57.81274944181687,57.93449937530546,58.46556635189795,58.89975096674255,59.51630243981618,59.956488194744495,59.77061823308423,59.699991716753274,59.74764537436214,59.76590236240584,59.65917204899084,59.65146099963329,59.636490463748885,59.951876606934626,60.20011525623898,60.37790014493509,60.56193065347417,60.57349691333801,60.67954925998596,60.60979816286463,60.55792035971967,60.61045356247119,60.544133186541316,60.628745757959855,60.572558253321155,60.70981698671538,60.64685912583687,60.6016906858999,60.53807175067135,60.590484639821184,60.62707208234011,60.576335443426295,60.61779164935315,60.595323200867625,60.745556568934504,60.72134076575249,60.68402753635614,60.65861701963611,60.645703038641635,60.633600860419335,60.633600860419335
7,48.321,53.0870869565216,58.14834431590407,56.11968020746167,57.94270883521249,57.74090440567063,58.59847135120581,61.611938754952334,61.0264533756935,60.47118060556039,60.81061265507766,60.301433810395544,61.06726899334183,60.85467555714625,60.72403912033868,60.49362036724486,61.21958706541076,61.13643885235497,60.99782187870944,60.932890236908115,60.931611152245424,60.89229577100445,60.9211977700481,60.92888895436767,60.91198747458378,61.06258705231746,61.15411121547075,61.122126544218695,61.19115735622307,61.15890112819313,61.34748290561214,61.3142911980733,61.36976708060813,61.39906323496052,61.52317323739137,61.50210738845558,61.49000143670468,61.52242084193177,61.51021859868765,61.529785477751545,61.54165953267381,61.593144754709286,61.672476416182256,61.68821726857241,61.70325576642338,61.75664766065063,61.75664766065063
8,61.621,56.279695652174055,54.889672075191825,60.497686506998186,58.36824465113498,59.673661234264074,60.66586518575306,59.86663491310638,62.28595958215142,62.27730125304688,62.69086830549797,63.14700425248603,62.55116353984488,63.07265198569755,63.02685108648422,62.74275858838038,62.400609881337296,62.559314852179504,63.05295433871532,63.00552284702646,63.068573587008004,63.069681170304854,63.07074044130819,63.127060279855705,63.11416160564033,63.16023811261727,63.16983245310156,63.154199153263164,63.15459671917423,63.13900787045607,63.20033122919673,63.20044897292083,63.18712446380699,63.17514084100986,63.20568482980764,63.195863958454375,63.19105715820339,63.19210253916948,63.193275642564714,63.193331506158664,63.193425610148374,63.20486426296478,63.23044674254328,63.23631525776707,63.23860538090086,63.25211894895963,63.25211894895963
9,52.222,60.48047826086933,59.02569206175623,59.46382612672243,59.683083204996066,60.77697229425601,61.95531901357787,62.84281747385985,63.05834161778661,62.93648665549734,63.328068832430674,63.68945214580137,63.643957816331245,63.92673741286965,64.52975867784718,64.55442770580818,64.6330349965159,64.66131662245046,64.86372998694505,65.44421019582438,65.24276010145532,65.08129633511344,64.96187684197074,64.89517454045225,65.05463730879464,64.94743640998814,64.86863623382179,64.97892572248429,64.87800640853682,65.10620662947214,65.04436872956443,64.91891396825719,64.82429412697125,64.95559011731366,64.8576959960799,64.92322245159001,64.88901383933118,65.09601883539723,65.04705829321298,65.00267858429066,64.94492518390743,64.90816113669807,64.85151278534046,64.97377494109527,64.95421432719759,64.93566681677407,64.93566681677407
10,56.29,58.984130434782536,59.05913340890596,59.172748323497174,66.9460946064407,65.50323058905624,64.19034278877707,65.61238235865261,64.86337808715565,65.85211746032105,65.2523490577094,64.71563940479642,65.63749238081436,65.12149389199683,64.78129408086956,66.66504406320537,66.42554249433367,66.18202173302356,65.784484324644,65.51324811926152,65.53127291930882,65.44886328830152,65.4537014243056,65.52807633607725,65.45733449506865,65.49859502245458,65.50158122759578,65.39204340216705,65.39649487338012,65.33322491328933,65.40197223384061,65.33810102554087,65.31599233201734,65.25245677829498,65.29152362187556,65.23772021579515,65.22993230759386,65.1656484360863,65.16459343991666,65.14248002455491,65.14587271409003,65.1500468833136,65.17305596647829,65.14115288627765,65.14230545365199,65.15188405824381,65.15188405824381
11,56.568,61.10517391304336,59.603314764754515,60.2440020987243,63.673360079824555,65.14271749807428,65.11511903689791,65.40221699472886,65.15667699283834,65.10238024441163,66.0519221895303,66.74131142898635,66.53092061685962,66.43793259944276,66.48820517907832,66.53347844537505,66.5913710875901,66.4346014645956,66.36819927706054,67.23661490030622,66.68597046300441,66.78793206684331,67.11750473732498,66.88097012642328,67.01295921939949,66.76104792180395,66.99153867257236,66.9900885013084,67.269082862973,67.03951649455924,66.82320066594899,66.90919116364198,66.99491788658642,67.1145999317828,66.88236237069856,66.89531227765838,66.9263258853757,67.06813148438928,66.96166639165223,66.98938491449331,67.14882491643466,67.04559222119669,66.91105915183127,66.98175386035659,67.03977904347279,66.98784430492412,66.98784430492412
12,62.523,59.39452173913052,62.66759002017149,64.23629881228364,65.1751598793405,65.62482950723742,68.74834901026526,67.21845762041612,66.02245495452347,68.03237165980903,67.32123589747894,66.63930821949114,67.82712115086294,66.93604715916022,68.07136311601552,67.40812229567926,66.84760053696974,66.9997383356578,68.04023957893226,67.50148083699803,66.99987950509023,67.43602836131525,67.21507898714917,67.06622212106338,66.92776965582831,67.38683548996443,67.2401157405805,67.00887864613608,66.82357315128726,67.0119479707292,66.87659074959218,67.32860319908552,67.08385926266186,66.95776234085639,67.3169478445749,67.18075088642959,67.09258861206106,66.95065610636027,66.98020528746143,67.12536895589442,67.01907576105684,66.93663685959737,67.15309067906267,67.0822302604154,67.04621800180004,67.01707065067625,67.01707065067625
13,60.87,57.30717391304358,68.77095506531036,64.40076300727573,71.62845590300466,69.46089861082388,67.76057150367889,66.81561082842704,70.68799343145899,69.19840626200076,68.0961104728897,67.54968748102937,66.9156842754538,68.89631103683394,68.02055407602735,67.30265891877946,66.83134993333847,67.6655738257362,67.08930209122423,66.7163207183905,68.00470433058922,67.7181580622922,67.4990628488275,67.38242020331057,67.23833434750507,67.09887423186912,66.9490582450382,67.47295963222733,67.27922036564034,67.14844935309992,67.05089949517185,66.83168547145179,67.30508563897934,67.17424465260612,67.03795154053954,66.92406691892094,67.09680980429515,66.9505255179219,67.15218642973605,67.07444469663625,66.96508342997973,67.21318744038838,67.14192780376335,67.06893379242163,67.0318372120741,67.00936023479915,67.00936023479915
14,57.474,65.31573913043457,62.10658855799377,69.29471545158161,66.59547759510201,70.11025238151309,68.888073838358,67.7072342808227,68.61879269022862,67.7921321572645,69.13916721019484,68.27842673607701,67.6032299862423,67.42020936520524,67.26608290792008,66.93956808687915,69.16546691960936,68.72953035961987,68.12269354794608,67.58173312579635,67.44791784288651,67.30096382645361,67.2790742697043,67.31091436893851,67.37488747275957,67.33226942878048,67.39927336751978,67.377403140406,67.27026760860304,67.15577283023217,67.19991151744632,67.15960219371492,67.14372330423112,67.07172873858399,66.95832717183433,67.56001587460128,67.52128396931406,67.49379141721434,67.45349051660376,67.41272881287422,67.39202028870015,67.38543304723751,67.3185887787096,67.3053487273322,67.32198637568762,67.3103504957291,67.3103504957291
15,63.07,61.75369130434786,63.467379005565334,74.70007891546693,70.47342282497627,68.59323905183628,67.50083136492542,70.5676991226713,69.3130139155442,68.47453354403737,67.58035400803034,68.94052776846748,68.32086258224601,67.33813462410258,67.90480305638127,68.07290902449984,67.9161300114303,67.78908973101588,68.37198155494518,67.82929119521187,67.5399883130621,67.56055216162886,67.98238390524571,68.12022729154324,67.91361209479466,68.13697877903213,67.92017573523248,67.9800820010722,67.9321242450149,67.94135914838739,68.30721871538857,68.04097094294838,68.0159342669133,67.97332698598491,67.99844772472748,67.96429825643752,67.9281848767924,68.14818686532574,68.04055497297409,68.04524872183384,68.10995426774625,68.00573579157623,68.02020530115875,68.12962134179793,68.0759563050966,68.08969900660914,68.08969900660914
16,63.562,63.14326521739132,65.45363873987405,71.98028200087789,70.09142020347637,69.1402788463489,69.44852610395661,69.64347754251106,69.61527239434865,69.34355408206406,68.72151257174744,68.16608894714878,67.86301063695694,68.6138819307293,68.00432987880168,69.63089193917297,69.04824056557118,68.76426947736533,68.36733657497437,67.96862865498069,67.96109947429191,68.37783105141615,68.10191002434131,67.88191156916893,68.16655573976888,67.93324716299118,68.2222687599089,68.02314217239562,68.08674511421815,68.22822913885723,68.03056548661803,68.30617985821964,68.0858591499114,68.07970251236253,68.41813092529333,68.28813251897922,68.20671354624187,68.02829670038452,68.00131165125201,68.11679064945466,67.98055932335298,68.00982692355478,68.20644044661753,68.1175379716165,68.0754720106671,68.16688385931066,68.16688385931066
17,85.297,75.65987826086982,71.8812666709511,68.33121845653416,69.99581459185181,69.83325012745964,72.3750768670086,70.27264459076805,69.09397440701082,69.64918958024093,69.2738318043286,69.09830794225911,69.04335387990427,68.52737834117656,68.21369739606519,67.5590288020149,68.00203427556403,68.45935517420008,68.16339435235055,67.71760493044785,68.41410266541023,68.14839338752732,68.01432867311073,68.49335205248535,68.39594221990089,68.27526515784682,68.1461699826148,68.04465023852767,68.64337423171837,68.46218940278064,68.364202901065,68.19890068909768,68.00765586007826,68.37122737202674,68.1625433123612,68.06278581379922,68.13723418620076,68.05021762004723,68.10543466285081,68.03237520689413,68.30740585595409,68.24780243770178,68.12711731541523,68.08378086426329,68.14466191299545,68.10536569303096,68.10536569303096
