,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,2.17,0.0,0.0,0.0,1050007.0,47395.0,16294475.7,0.0
1,1.83,0.16,0.09,1623.69,1050007.0,39923.85,14885358.87,0.0432
2,1.5,0.31,0.1,2571.37,1050007.0,32729.29,14734891.61,0.0263
3,1.4,0.35,0.1,2896.73,1050007.0,30634.67,14716798.77,0.0164
4,1.33,0.38,0.1,3057.86,1050007.0,29168.63,14712881.15,0.0062
5,1.35,0.38,0.1,3316.76,1050007.0,29576.29,14709549.98,0.0072
6,1.37,0.37,0.1,3484.31,1050007.0,30015.7,14707889.06,0.0041
7,1.38,0.36,0.1,3519.74,1050007.0,30142.58,14707679.26,0.0037
8,1.39,0.36,0.1,3576.17,1050007.0,30365.41,14707045.13,0.004
9,1.4,0.35,0.1,3602.38,1050007.0,30615.57,14706897.16,0.0019
10,1.4,0.35,0.1,3602.38,1050007.0,30615.57,14706897.16,0.001
