,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.28,0.0,0.0,0.0,15950097.0,425043.0,263460111.4,0.0
1,1.25,0.02,0.03,136155.84,15950097.0,414958.42,254357766.71,0.0187
2,1.23,0.04,0.05,210084.0,15950097.0,408777.43,250235783.01,0.0118
3,1.22,0.05,0.06,270602.95,15950097.0,403898.59,247404052.62,0.0089
4,1.2,0.06,0.07,311676.51,15950097.0,399078.37,245174117.14,0.0097
5,1.18,0.07,0.08,367517.8,15950097.0,393527.47,243064686.91,0.011
6,1.16,0.09,0.09,456541.05,15950097.0,385345.6,240730424.6,0.0159
7,1.15,0.1,0.09,496763.66,15950097.0,381891.36,239917233.96,0.0073
8,1.13,0.11,0.09,541397.16,15950097.0,376956.51,238919861.83,0.0104
9,1.13,0.12,0.09,564069.56,15950097.0,374700.46,238478651.22,0.0051
10,1.11,0.13,0.1,605067.41,15950097.0,369858.58,237806550.48,0.0099
11,1.11,0.13,0.1,622889.62,15950097.0,368381.4,237613825.85,0.0038
12,1.1,0.14,0.1,637219.54,15950097.0,366176.67,237341645.63,0.0052
13,1.1,0.14,0.1,650223.88,15950097.0,363985.15,237154566.36,0.0051
14,1.09,0.15,0.1,657679.28,15950097.0,361806.8,236999020.93,0.0052
15,1.09,0.15,0.1,665545.54,15950097.0,361083.6,236938539.48,0.0023
16,1.08,0.15,0.1,671194.57,15950097.0,360361.89,236901721.71,0.0024
17,1.08,0.15,0.1,679000.05,15950097.0,359282.02,236841420.42,0.0031
18,1.07,0.16,0.1,679204.71,15950097.0,356061.7,236716775.52,0.0073
19,1.07,0.16,0.1,682495.54,15950097.0,355721.42,236699783.83,0.0016
20,1.06,0.17,0.1,682493.78,15950097.0,352531.61,236606487.91,0.0051
21,1.06,0.17,0.1,683500.17,15950097.0,351827.11,236577284.36,0.0023
22,1.06,0.17,0.1,684979.93,15950097.0,351124.02,236561530.21,0.0022
23,1.06,0.17,0.1,685466.86,15950097.0,350773.01,236549309.35,0.0016
24,1.06,0.17,0.1,685466.86,15950097.0,350773.01,236549309.35,0.0009
