,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,6557.914,6477.109611656457,6412.866925837364,6353.381048832896,6272.520199635175,6242.659206097531,6201.419237851418,6167.872721565699,6708.791740760561,6674.554741804024,6648.932035025906,6634.139552564527,6625.016590253287,6682.791932872015,6667.755795785833,6739.421049736703,6734.123617974958,6729.215756122781,6706.8900386666555,6770.875413707742,6765.558228472614,6734.682114539934,6726.545307973584,6707.312427445464,6703.161544611221,6704.31385179177,6696.769552035391,6742.689245933319,6732.205286845461,6728.673608977044,6724.208904246299,6719.925645381223,6718.763061330609,6717.2753444424825,6714.149285522247,6713.408816366318,6713.6333097120805,6721.645729167729,6721.645729167729
1,6422.769,6343.567463237333,6280.713614429235,6225.183291570265,6146.320870812403,6467.701965890043,6424.27727863743,6380.346462393673,6576.747954467645,6543.514470847288,6519.033192480698,6536.0647733794485,6552.96118986909,6622.028878965697,6606.966538913308,6615.581890951581,6611.08428432901,6606.9437244524315,6611.170886048336,6624.403073557839,6619.800755478797,6625.503444096311,6627.044374858341,6630.596606214112,6629.683598352924,6629.2507527727,6627.572746243009,6635.438063930401,6637.403792328251,6638.096518608847,6638.944104467566,6639.855793139446,6640.140179992687,6643.0148537711975,6643.9168164899975,6645.464982477227,6652.65377802556,6668.396999913434,6668.396999913434
2,6055.258,5980.6269915971325,5929.2154215812625,5902.272921027018,5828.53536929299,6945.120353167036,6898.366060839622,6850.211261749034,6793.447859946197,6757.962929306094,6729.9220461356035,6707.847508750349,6692.607181468528,6681.8402896969665,6666.523933587897,6657.070346581077,6652.425015022547,6648.106481115565,6650.379245825237,6649.704285359777,6645.249024633043,6648.369440563754,6649.20992021572,6651.153680586435,6650.145314599856,6648.432549606647,6646.821898181699,6646.605657842428,6647.729328161177,6648.187965673215,6648.705757375057,6649.849663397612,6651.067873569836,6666.333298211969,6669.891797645924,6677.957158301124,6691.54835614052,6706.597172129991,6706.597172129991
3,5433.974,5370.587385549133,5438.089704052987,6292.4302351109545,6212.740910080628,6251.609267503682,6209.642427787132,6167.720719226133,6853.547350113732,6817.639600657539,6789.278824483299,6766.95091624164,6749.160120807734,6724.19999,6708.755508123464,6697.897258027121,6693.256961268417,6688.824922703522,6685.959791553436,6681.481950576154,6679.064666868641,6675.174237348076,6674.145753609093,6671.722175627007,6669.6672388563165,6666.041546153582,6662.573590572537,6660.9239647458135,6659.790421102793,6659.931581458465,6659.603851701473,6662.1541918326275,6665.532667137597,6692.784390858713,6702.972452629598,6717.343825488682,6731.532378913529,6727.174554340525,6727.174554340525
4,5359.009,5316.920067183628,5423.632166482706,7119.70001,7028.6384451186705,6981.911923887661,6934.91577953341,6886.60203565898,6828.146540838559,6792.433202632836,6764.179257889932,6741.934173903217,6724.19999,6699.250768691513,6683.917719237687,6673.3068049753,6668.816318798266,6664.355070599084,6660.170384091468,6655.462246425364,6660.324607066666,6654.596829490082,6653.076724825335,6649.49809112462,6647.350632171171,6643.570461893057,6639.945318695385,6638.260315999546,6637.3382459297545,6638.487141541951,6639.209580807415,6650.8378783915,6657.0931489094455,6688.934554586979,6707.426465874967,6724.20001,6720.69541950665,6728.431732059241,6728.431732059241
5,5145.894,5616.70001,5589.279831840473,5766.009509668259,5923.998303197551,6060.09126672194,6149.180750529257,6756.462774987574,6699.199569057495,6699.239883452784,6671.394262186525,6649.481043385765,6632.009320739015,6607.398433714299,6592.286231964579,6581.941404682919,6578.13427164546,6573.722659361326,6569.0415354768575,6563.928997670951,6720.25861722372,6713.218900489427,6711.317633864482,6706.8416678498625,6704.244047343597,6699.678950306833,6695.293864528813,6693.6347925353375,6695.336909411933,6699.971187402167,6702.798787457383,6748.065395758123,6744.618480699977,6736.92866687857,6727.424964701222,6723.370968355969,6721.347086149339,6734.902608792106,6734.902608792106
6,5124.833,6161.740502384415,6101.047071742294,6049.38834877096,5984.11649221019,6207.392278050329,6181.026225135234,6328.004874501389,6274.9159784295125,6789.551266780169,6761.308609272051,6739.071421844336,6721.343822489944,6696.394891719919,6681.0492775621005,6670.584834884185,6666.939802465914,6662.485000492214,6657.638348255873,6652.295171913978,6703.721707105588,6697.10696779829,6695.199487742184,6690.708894054441,6688.108685448931,6683.558568241128,6679.216956649613,6679.389609963,6698.741633300447,6705.9969983681085,6710.376667453429,6775.636392504693,6772.175180525682,6764.434332136369,6754.8912380428255,6750.810322451876,6747.24693487377,6742.749900862132,6742.749900862132
7,5175.975,7320.178324559132,7247.551165016839,7180.002524908921,7088.170121075524,7041.027802578736,6993.627505859147,6944.749119232082,6885.797932689266,6849.719697365244,6821.2226261821725,6798.788505676769,6780.910185765122,6755.746935211638,6739.868260668438,6729.5056307616815,6724.19999,6719.750235516417,6716.1617023558965,6712.064935780122,6716.642635701721,6714.02909806914,6712.162964959851,6707.769710344038,6705.265086367611,6700.952729870908,6696.876003501837,6706.008170948711,6758.38318809546,6754.811288533861,6750.310319506936,6746.005100033508,6742.559851789358,6734.853997673574,6725.354919052713,6721.292451645009,6720.434503962785,6727.3502234853295,6727.3502234853295
8,5231.363,5210.440112174576,7119.70001,7053.343090125365,6963.130812220111,6916.819462776224,6870.245931313784,6822.229916243998,6764.320250476872,6728.905560063829,6703.320057447662,6682.704524979303,6667.229535077785,6645.971059445642,6630.539334576876,6676.4395246683835,6671.654224321369,6667.272163227836,6667.7029954198015,6668.11830493778,6663.687795922275,6668.53364975643,6666.789919326809,6662.743523618868,6660.625169586829,6657.657724216197,6654.916875905511,6699.827526959249,6766.94226516035,6763.36439438245,6758.858166101416,6754.544401840295,6751.094873868535,6743.378530361264,6733.867653168049,6729.799655149408,6726.2478866095635,6721.610038998193,6721.610038998193
9,5341.525,5310.827144786127,6030.654934714092,5974.709011575237,6592.205697657859,6548.363665591056,6504.283700190632,6458.841132605123,6404.054519575991,6378.3604088089105,6501.037135836655,6518.428715880586,6538.011168450654,6577.440596803407,6562.156047099937,6731.878902389096,6726.571875186866,6721.596003688066,6722.226100538154,6722.876097929067,6717.783341901943,6722.93972166747,6721.263640343022,6717.53657537275,6716.79811986732,6717.5107978116985,6718.9480468853235,6784.47100984231,6773.87913443174,6770.297784988341,6765.787239544935,6761.469343868358,6758.015713646503,6750.296980919088,6740.774825948257,6736.705546194427,6733.1485078704445,6728.503218728787,6728.503218728787
