,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.17,0.0,0.0,0.0,162805608.0,3963314.0,3050474788.5,0.0
1,1.16,0.01,0.03,0.0,162805608.0,3919934.88,2968072587.03,0.0346
2,1.15,0.02,0.04,0.0,162805608.0,3888684.94,2925777719.45,0.0311
3,1.14,0.03,0.06,0.0,162805608.0,3857684.12,2878671834.35,0.0436
4,1.13,0.03,0.07,0.0,162805608.0,3830761.21,2850089490.76,0.02
5,1.12,0.04,0.07,0.0,162805608.0,3815461.13,2837707572.95,0.3466
6,1.11,0.05,0.08,0.0,162805608.0,3773700.28,2796048482.77,0.0269
7,1.11,0.05,0.09,0.0,162805608.0,3759551.61,2778911397.29,0.034
8,1.1,0.06,0.09,0.0,162805608.0,3741207.47,2768673999.83,0.0201
9,1.12,0.05,0.1,0.0,162805608.0,3783275.9,2759534905.45,0.0239
10,1.11,0.05,0.1,0.0,162805608.0,3775713.13,2756349949.92,0.0224
11,1.11,0.05,0.1,0.0,162805608.0,3771937.42,2755399783.38,0.0175
12,1.11,0.05,0.1,0.0,162805608.0,3768191.68,2754334122.67,0.0164
13,1.11,0.05,0.1,0.0,162805608.0,3768191.68,2754334122.67,0.0158
