,PAR,algorithm,cost_reduction,demand_reduction,id,init_PAR,init_max_demand,max_demand,no_dependent_tasks,no_fixed_tasks_min,no_fully_flexible_tasks_min,no_households,no_semi_flexible_tasks_min,penalty_weight,pricing_time,rescheduling_time,total_demand
0,1.36,minizinc_fw,0.08,0.12,0,1.54,104060.0,91938.5,1,0,10,100,0,1,0.029083333333333333,182.24333333333334,3246885.0
