,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,3245.135,3192.493313976327,3155.81548077189,3125.9982639498776,3079.8750886635517,3078.16293298339,3245.374507554046,3207.040289961501,3199.19437052941,3201.993746137897,3217.78851833856,3227.0429623438285,3224.4153782109847,3225.776563351821,3248.320449390232,3250.1055963975195,3252.0850976256575,3251.4265633526475,3350.539493111214,3348.6966999207325,3335.6329708442677,3328.1369772109338,3327.2509034476157,3328.4271544860635,3326.6345192064887,3329.1729518319685,3328.2906101705735,3328.2906101705735
1,3021.211,2972.2734150016286,2938.2122984597017,2920.2786589251646,2963.4387104048365,3009.5886299900235,3580.2871226251987,3537.9490354985514,3514.8808427476847,3496.3747221123645,3477.8294931133537,3467.6809550672483,3459.581091114227,3435.613315829208,3419.7306508875145,3413.1189521723977,3405.241765797287,3402.961966717363,3407.1219182203795,3405.2487011623243,3381.936171660592,3368.570999861647,3368.2068364894944,3367.893448046862,3367.1578312858032,3367.913896760006,3367.5532632507443,3367.5532632507443
2,2873.435,2827.2859779639352,2795.7124290888323,2897.6063901530397,3050.281327714808,3050.147774126933,3304.6814623105793,3265.6700407961307,3264.3089219784883,3247.1463949466333,3229.8432587997304,3220.6163389213293,3373.9992829908633,3350.650462468236,3335.2472990509186,3328.784147234774,3321.047302380771,3320.276936168782,3317.066259995303,3316.5704039085776,3323.4701245590345,3327.424040759039,3327.1525001605114,3326.621014682893,3326.0728038532384,3325.866714231988,3325.5990363153815,3325.5990363153815
3,2811.263,2771.4273251449167,2751.2485806147274,3121.1112492332263,3078.2002012577123,3063.2869545801227,3075.61407499766,3091.7081988286827,3372.3681446604196,3354.599062840689,3336.247432267395,3326.6086057040584,3347.8030094018095,3324.642766993473,3309.3669386976862,3302.955573818753,3295.27347990534,3302.1000099999997,3299.589909757799,3312.8718121601414,3317.9310763701387,3320.831143158006,3320.5426941308688,3319.936706989697,3319.3540906243647,3319.0570556338384,3318.770661915761,3318.770661915761
4,2543.084,2745.1000099999997,2734.218717312594,3609.966917447664,3549.6028787466917,3525.3987135072507,3488.5488493410408,3447.299689778265,3424.5057374574953,3406.4390949211124,3387.486546495174,3377.598236089211,3369.1219215031388,3345.796771675978,3330.352150251916,3323.895438252797,3316.234318302573,3316.626840821644,3313.44694208539,3316.161918207898,3312.6936083449104,3310.7054039588115,3310.2703120358033,3309.357444224001,3308.47863359973,3308.030938551341,3307.598012026934,3307.598012026934
5,2538.983,2799.3027580718945,2854.1608931116043,2860.3705851087607,2909.8116042034126,3528.683389728628,3491.7264496270286,3450.460301412758,3427.6409594866054,3409.557332235417,3391.601169091184,3381.69999,3373.1900792685637,3349.8241552989457,3334.4913079507164,3328.0218001186286,3321.8587852607106,3320.042017213071,3316.703427978811,3315.545326589541,3310.6436580422114,3307.8250849359697,3307.3893011244454,3306.474981659046,3305.594773539335,3305.1463665607857,3304.712751591306,3304.712751591306
6,2756.328,2723.9111888373277,3050.5295000076844,3021.7256169891575,2974.721372491679,3214.4546095080295,3180.976258000659,3202.4048932239252,3186.389790105638,3181.95344593159,3370.835778041423,3361.019967538696,3352.570855805172,3329.5390603083506,3331.63333681357,3325.3200773214517,3328.8387152055993,3326.6231954995046,3323.418622692493,3321.6379099064043,3318.125497158332,3315.9503974339955,3315.633200461891,3314.9676884389764,3314.3270052767975,3314.000620192944,3313.685001870875,3313.685001870875
7,2794.422,2758.314102479801,3138.50381351822,3107.7924821240126,3056.891428470812,3076.8957351696595,3046.33641463768,3162.0958470346754,3151.4411072450603,3205.124789375308,3270.263139475931,3260.8896859747097,3253.3554945390742,3254.0969118947096,3303.240384951082,3299.030084833716,3340.3202775215595,3338.0785536752473,3335.305413317853,3333.6305572463284,3331.320919551908,3329.198312174193,3328.895198096285,3328.259233440557,3327.6469952951334,3327.33510103877,3327.0334955220783,3327.0334955220783
8,2652.744,2719.455872565081,3620.40001,3584.9277744867777,3524.983083510033,3500.9999900000003,3464.339669265229,3423.38791369148,3400.7585490982574,3383.2771460039467,3366.9818286782593,3357.238979910581,3348.8162168713893,3325.6989500227887,3348.3117742842232,3354.658344277198,3357.425237095255,3355.172329759898,3352.5694189428195,3351.807033730928,3351.2116198109393,3348.4502573478826,3348.0559273151384,3347.228582160969,3346.432103522963,3346.0263510974296,3345.633983596408,3345.633983596408
9,2523.767,3119.5282171174126,3083.798078865729,3053.616956583271,3002.6732213663954,3007.89495184523,3381.7000099999996,3341.7126512258315,3319.6018922849066,3302.09999,3283.757930996605,3274.281995709058,3266.3522528820345,3254.8450404585546,3291.3852510950737,3312.0973017727624,3305.9226931387366,3303.7087651391685,3300.7757936420458,3344.8157133902573,3344.1020066014453,3340.8588465320163,3340.395714497202,3339.4240156334936,3338.488568820737,3338.0120214343756,3337.551194350326,3337.551194350326
