,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.89,0.0,0.0,0.0,1673014.0,65995.0,27226642.6,0.0,27226642.6
1,1.57,0.17,0.12,5520.51,1671602.61,54711.76,23857717.75,0.0609,23863238.26
2,1.41,0.26,0.13,8540.78,1671701.95,48944.41,23568584.54,0.0374,23577125.32
3,1.33,0.3,0.14,9364.22,1671714.92,46330.82,23511268.79,0.0218,23520633.009999998
4,1.28,0.33,0.14,9923.89,1671512.71,44518.61,23481500.44,0.0156,23491424.330000002
5,1.24,0.35,0.14,10327.27,1671098.58,43067.72,23461857.45,0.0153,23472184.72
6,1.25,0.34,0.14,10582.72,1670654.32,43548.13,23449200.47,0.0119,23459783.189999998
7,1.22,0.36,0.14,10886.82,1670045.18,42322.77,23433508.59,0.0104,23444395.41
8,1.22,0.36,0.14,11381.44,1668775.43,42431.81,23409555.55,0.0179,23420936.990000002
9,1.25,0.34,0.14,11647.18,1668114.86,43503.38,23396470.12,0.011,23408117.3
10,1.23,0.35,0.14,11799.89,1667518.87,42845.05,23385573.39,0.0126,23397373.28
11,1.25,0.34,0.14,12207.59,1666079.35,43306.81,23360015.09,0.0213,23372222.68
12,1.21,0.36,0.14,12258.82,1665594.72,42105.67,23350421.08,0.0117,23362679.9
13,1.2,0.37,0.14,12329.5,1664874.47,41553.56,23337731.13,0.015,23350060.63
14,1.18,0.38,0.14,12433.63,1664455.39,40817.28,23330115.44,0.0112,23342549.07
15,1.2,0.37,0.14,12494.03,1664068.32,41468.75,23323355.48,0.008,23335849.51
16,1.19,0.37,0.14,12566.19,1663666.26,41353.23,23316876.34,0.0094,23329442.53
17,1.19,0.38,0.14,12571.81,1663063.05,41228.09,23306790.28,0.0127,23319362.09
18,1.16,0.39,0.14,12524.94,1662779.9,40197.28,23300875.26,0.0101,23313400.200000003
19,1.21,0.36,0.14,12543.49,1661879.01,42028.59,23287871.21,0.0167,23300414.7
20,1.16,0.39,0.14,12481.02,1661374.24,40299.99,23279683.39,0.0157,23292164.41
21,1.16,0.39,0.15,12480.09,1661073.11,40221.31,23274697.48,0.009,23287177.57
22,1.14,0.4,0.15,12490.36,1660974.62,39608.78,23272205.69,0.0067,23284696.05
23,1.12,0.41,0.15,12476.13,1660850.98,38906.03,23269381.07,0.0086,23281857.2
24,1.13,0.41,0.15,12494.61,1660717.2,38960.8,23267033.71,0.0067,23279528.32
25,1.13,0.41,0.15,12470.02,1660524.21,39190.52,23263898.18,0.0071,23276368.2
26,1.11,0.42,0.15,12441.0,1660427.1,38547.46,23261659.48,0.0067,23274100.48
27,1.1,0.42,0.15,12419.88,1660360.85,38108.77,23260009.26,0.0062,23272429.14
28,1.09,0.43,0.15,12369.84,1660264.28,37608.79,23257822.79,0.0066,23270192.63
29,1.13,0.41,0.15,12329.35,1660145.51,38924.61,23256105.1,0.0048,23268434.450000003
30,1.16,0.39,0.15,12299.82,1660023.72,40174.64,23254463.65,0.0037,23266763.47
31,1.16,0.39,0.15,12172.62,1659512.93,40057.13,23248925.58,0.0113,23261098.2
32,1.16,0.39,0.15,12104.25,1659147.51,40063.04,23244076.78,0.0098,23256181.03
33,1.13,0.41,0.15,12027.14,1658822.31,39071.65,23239202.64,0.0094,23251229.78
34,1.11,0.42,0.15,11960.66,1658740.66,38315.0,23237142.74,0.0067,23249103.4
35,1.1,0.42,0.15,11948.04,1658705.67,37990.82,23235911.87,0.0039,23247859.91
36,1.09,0.43,0.15,11891.42,1658652.6,37499.04,23234606.32,0.0054,23246497.740000002
37,1.07,0.44,0.15,11850.22,1658598.34,37079.21,23233371.61,0.0051,23245221.83
38,1.07,0.44,0.15,11808.22,1658557.38,37000.01,23232352.01,0.0043,23244160.23
39,1.07,0.44,0.15,11754.49,1658504.43,36943.15,23231230.11,0.0049,23242984.599999998
40,1.12,0.41,0.15,11622.71,1658211.11,38831.58,23227913.85,0.0104,23239536.560000002
41,1.18,0.38,0.15,11564.92,1657820.38,40812.42,23223696.65,0.0075,23235261.57
42,1.17,0.39,0.15,11538.95,1657740.37,40318.73,23221840.28,0.0051,23233379.23
43,1.15,0.4,0.15,11477.63,1657636.74,39778.52,23219962.16,0.0058,23231439.79
44,1.14,0.4,0.15,11418.93,1657603.6,39343.6,23218956.77,0.0047,23230375.7
45,1.13,0.41,0.15,11403.6,1657587.09,39140.48,23218319.97,0.0024,23229723.57
46,1.13,0.41,0.15,11374.99,1657568.23,38892.79,23217791.77,0.0032,23229166.759999998
47,1.11,0.42,0.15,11324.67,1657478.98,38467.55,23216514.12,0.0049,23227838.790000003
48,1.1,0.42,0.15,11279.18,1657399.93,38090.87,23215300.09,0.0047,23226579.27
49,1.09,0.43,0.15,11219.16,1657369.0,37669.15,23214468.78,0.0044,23225687.94
50,1.09,0.43,0.15,11127.04,1657227.54,37610.53,23212710.68,0.0055,23223837.72
51,1.07,0.44,0.15,11053.27,1657188.74,37096.3,23211708.63,0.0044,23222761.9
52,1.07,0.44,0.15,11022.86,1657170.97,36841.12,23211231.76,0.0032,23222254.62
53,1.1,0.42,0.15,10882.03,1657001.53,38080.29,23209526.68,0.0075,23220408.71
54,1.11,0.42,0.15,10856.24,1656900.01,38274.84,23207836.98,0.0053,23218693.22
55,1.09,0.43,0.15,10781.14,1656866.03,37707.94,23206913.92,0.0061,23217695.060000002
56,1.08,0.44,0.15,10739.0,1656827.4,37198.67,23205936.32,0.0058,23216675.32
57,1.09,0.43,0.15,10711.9,1656780.15,37552.59,23205129.88,0.004,23215841.779999997
58,1.11,0.42,0.15,10615.58,1656651.38,38278.63,23203797.85,0.0054,23214413.43
59,1.1,0.43,0.15,10581.25,1656564.87,37886.52,23202340.85,0.0051,23212922.1
60,1.08,0.43,0.15,10518.02,1656448.84,37360.62,23200943.56,0.0062,23211461.58
61,1.07,0.44,0.15,10488.42,1656423.96,36980.16,23200140.57,0.0054,23210628.990000002
62,1.06,0.44,0.15,10438.61,1656405.85,36648.29,23199615.03,0.0046,23210053.64
63,1.06,0.45,0.15,10418.93,1656391.28,36425.76,23199239.17,0.0032,23209658.1
64,1.07,0.44,0.15,10344.62,1656332.29,36965.38,23198496.02,0.005,23208840.64
65,1.12,0.41,0.15,10255.61,1655744.74,38723.63,23192908.02,0.0109,23203163.63
66,1.12,0.42,0.15,10245.93,1655728.87,38478.79,23191594.81,0.0056,23201840.74
67,1.11,0.42,0.15,10237.21,1655746.16,38369.11,23191341.5,0.0025,23201578.71
68,1.11,0.42,0.15,10222.48,1655736.9,38219.56,23190761.45,0.0039,23200983.93
69,1.1,0.42,0.15,10205.58,1655669.98,38010.06,23189683.12,0.005,23199888.7
70,1.1,0.43,0.15,10189.79,1655657.85,37884.29,23189107.19,0.0039,23199296.98
71,1.09,0.43,0.15,10152.04,1655600.58,37741.07,23188278.7,0.0043,23198430.74
72,1.09,0.43,0.15,10135.32,1655603.28,37675.59,23188145.3,0.0022,23198280.62
73,1.09,0.43,0.15,10047.12,1655518.26,37668.63,23187071.9,0.0043,23197119.02
74,1.09,0.43,0.15,10019.36,1655509.41,37448.2,23186809.48,0.0032,23196828.84
75,1.08,0.44,0.15,9956.39,1655425.55,37196.45,23185827.97,0.0064,23195784.36
76,1.08,0.44,0.15,9926.19,1655390.34,37103.65,23185155.04,0.0038,23195081.23
77,1.07,0.44,0.15,9898.52,1655386.29,37037.75,23184957.55,0.0025,23194856.07
78,1.07,0.44,0.15,9886.56,1655384.2,37003.8,23184826.87,0.0021,23194713.43
79,1.07,0.44,0.15,9874.21,1655379.72,36958.74,23184682.41,0.0021,23194556.62
80,1.07,0.44,0.15,9850.43,1655376.4,37000.01,23184553.62,0.0021,23194404.05
81,1.07,0.44,0.15,9832.33,1655370.94,36944.77,23184407.49,0.0024,23194239.819999997
82,1.08,0.44,0.15,9762.85,1655301.78,37252.51,23183703.93,0.0043,23193466.78
83,1.08,0.44,0.15,9720.62,1655297.17,37166.98,23183497.55,0.0033,23193218.17
84,1.08,0.44,0.15,9691.66,1655286.96,37104.27,23183267.59,0.0026,23192959.25
85,1.07,0.44,0.15,9677.24,1655280.85,37070.35,23183110.79,0.0017,23192788.029999997
86,1.07,0.44,0.15,9647.42,1655247.35,36998.34,23182711.71,0.0035,23192359.130000003
87,1.07,0.44,0.15,9617.19,1655216.26,36943.4,23182315.69,0.0031,23191932.880000003
88,1.07,0.44,0.15,9598.05,1655213.15,36941.21,23182190.28,0.0017,23191788.330000002
89,1.07,0.44,0.15,9582.36,1655211.27,36965.49,23182127.62,0.0021,23191709.98
90,1.07,0.44,0.15,9566.54,1655208.88,36981.38,23182047.68,0.0021,23191614.22
91,1.07,0.44,0.15,9552.21,1655204.99,36940.55,23181979.46,0.0021,23191531.67
92,1.07,0.44,0.15,9528.33,1655196.21,36896.31,23181854.42,0.0027,23191382.75
93,1.07,0.44,0.15,9511.45,1655194.27,36914.11,23181766.64,0.0025,23191278.09
94,1.17,0.39,0.15,9417.14,1654832.52,40184.43,23179182.13,0.0082,23188599.27
95,1.16,0.4,0.15,9402.53,1654834.82,39898.48,23178771.83,0.0034,23188174.36
96,1.15,0.4,0.15,9381.37,1654837.03,39624.05,23178458.26,0.0031,23187839.630000003
97,1.14,0.4,0.15,9371.67,1654838.57,39433.26,23178299.11,0.0024,23187670.78
98,1.13,0.41,0.15,9346.21,1654812.96,39018.1,23177722.46,0.0046,23187068.67
99,1.12,0.41,0.15,9324.72,1654812.52,38719.71,23177420.68,0.0031,23186745.4
100,1.12,0.42,0.15,9310.65,1654797.34,38475.48,23176961.53,0.0029,23186272.18
101,1.11,0.42,0.15,9279.93,1654782.17,38158.47,23176567.32,0.0035,23185847.25
102,1.1,0.43,0.15,9250.41,1654764.24,37870.49,23176140.03,0.0035,23185390.44
103,1.09,0.43,0.15,9240.2,1654755.22,37725.62,23175826.14,0.0024,23185066.34
104,1.09,0.43,0.15,9220.43,1654745.14,37563.82,23175634.13,0.0028,23184854.56
105,1.09,0.43,0.15,9205.98,1654739.29,37463.45,23175462.1,0.0024,23184668.080000002
106,1.08,0.44,0.15,9176.99,1654725.61,37243.77,23175225.76,0.0032,23184402.75
107,1.07,0.44,0.15,9143.36,1654694.67,36966.9,23174782.39,0.0043,23183925.75
108,1.07,0.44,0.15,9120.76,1654694.21,36883.68,23174629.16,0.0031,23183749.92
109,1.07,0.44,0.15,9110.61,1654694.03,36895.0,23174563.45,0.0014,23183674.06
110,1.07,0.44,0.15,9107.77,1654693.97,36899.89,23174544.4,0.001,23183652.169999998
111,1.08,0.44,0.15,9067.69,1654655.57,37116.71,23174278.76,0.0028,23183346.450000003
112,1.07,0.44,0.15,9056.72,1654655.41,37002.52,23174161.94,0.0017,23183218.66
113,1.07,0.44,0.15,9042.61,1654655.25,36955.59,23174102.13,0.0021,23183144.74
114,1.07,0.44,0.15,9039.76,1654655.22,36962.47,23174075.75,0.0009,23183115.51
115,1.07,0.44,0.15,9025.87,1654655.08,36933.86,23174049.63,0.0016,23183075.5
116,1.07,0.44,0.15,9021.12,1654655.03,36946.15,23174026.78,0.0013,23183047.900000002
117,1.09,0.43,0.15,8986.28,1654554.21,37527.24,23173059.9,0.0049,23182046.18
118,1.09,0.43,0.15,8981.41,1654556.61,37477.19,23173016.02,0.0013,23181997.43
119,1.08,0.43,0.15,8970.84,1654559.8,37381.55,23172970.98,0.002,23181941.82
120,1.08,0.43,0.15,8964.11,1654562.47,37325.92,23172953.46,0.0013,23181917.57
121,1.08,0.43,0.15,8961.19,1654563.19,37304.44,23172940.48,0.0009,23181901.67
122,1.08,0.43,0.15,8961.19,1654563.19,37304.44,23172940.48,0.0006,23181901.67
