,0,1,2,3
0,0.13,0.13,0.13,0.13
1,2.47,2.47,2.47,2.47
2,0.0,0.0,0.0,0.0
3,0.278,0.885197685714314,0.8488313520207463,0.8488313520207463
4,1.403,2.5641748571429117,2.4946296771711487,2.4946296771711487
5,3.655,1.8866274571427746,1.9925389708081054,1.9925389708081054
6,0.0,0.0,0.0,0.0
7,1.2,1.2,1.2,1.2
8,1.2,1.2,1.2,1.2
9,2.4,2.4,2.4,2.4
10,0.005,0.005,0.14874099723698125,0.14874099723698125
11,4.05,2.0905174285713373,2.211947581362069,2.211947581362069
12,2.468,3.2663077142857513,3.0706817442298022,3.0706817442298022
13,0.0,1.1611748571429115,1.0916296771711484,1.0916296771711484
14,1.8,1.8,1.8,1.8
15,0.06,0.06,0.06,0.06
16,0.16,0.16,0.16,0.16
17,0.105,0.105,0.105,0.105
18,0.05,0.05,0.05,0.05
19,0.0,0.0,0.0,0.0
20,0.65,0.65,0.65,0.65
21,0.05,0.05,0.05,0.05
22,0.01,0.01,0.01,0.01
23,0.05,0.05,0.05,0.05
24,0.093,0.093,0.093,0.093
25,0.25,0.25,0.25,0.25
26,0.005,1.698380000000079,1.5969599458745913,1.5969599458745913
27,3.505,1.811619999999921,1.9130400541254087,1.9130400541254087
28,0.551,0.551,0.551,0.551
29,1.32,1.32,1.32,1.32
30,0.094,0.094,0.094,0.094
31,0.35,0.35,0.35,0.35
32,0.056,0.056,0.056,0.056
33,0.0,0.0,0.0,0.0
34,0.038,0.038,0.038,0.038
35,0.1,0.1,0.1,0.1
36,0.21,0.21,0.21,0.21
37,0.6,0.6,0.6,0.6
38,0.828,0.828,0.828,0.828
39,0.0,0.0,0.0,0.0
40,1.1,1.1,1.1,1.1
41,0.715,0.715,0.715,0.715
42,2.415,2.415,2.415,2.415
43,1.002,1.002,1.002,1.002
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,2.9126136000001357,3.09752359999675,3.09752359999675
47,6.02,3.1073863999998643,2.92247640000325,2.92247640000325
