,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,6621.509,6542.270090911533,6467.6028356039615,6380.119061783875,6343.016267992809,6509.098890529744,6471.150433726603,6430.077010576358,6407.510634191989,6817.3097706848275,6793.9365154898705,6753.1328019356015,6728.300187061382,6703.481704359072,6686.437764320453,6674.749496647047,6660.444291771914,6651.42684221272,6638.630873677176,6632.510883745924,6655.5906355581565,6639.661741302651,6630.218177421234,6628.763463362302,6628.653630816989,6626.431009195865,6636.47460298528,6644.80237590561,6649.022438247967,6669.690070545557,6664.164194490243,6664.164194490243
1,6098.35,6024.287722600291,5954.529390601179,5881.676073147946,5877.277182705982,6632.947361026015,6594.011266901284,6549.357375592744,6525.4103268854715,6489.017532995608,6466.71038978069,6428.254910692024,6413.788936018064,6884.900799269107,6867.3377970640695,6855.313915438384,6840.5810444802355,6831.173313240777,6769.211415900097,6747.319521062976,6715.030476685768,6686.527417104174,6669.268410328981,6666.019058408094,6662.055230110482,6657.40420974128,6676.181345089876,6671.462514810067,6668.320827964443,6668.120267831423,6662.592729304505,6662.592729304505
2,5762.947,5693.227849063551,5632.592318605186,5809.984848804111,5841.122329607399,7060.00001,7018.2646456334205,6969.579858247896,6943.892271365228,6900.377209145106,6876.530874032001,6835.153344368699,6807.594481639758,6827.691419820663,6810.266990279552,6798.354721582181,6783.748907291654,6774.3817361316815,6712.936283359507,6691.188333309561,6658.89999,6645.161453899108,6651.635686102884,6662.976387979285,6658.89999,6657.182472330897,6676.931759823283,6671.449164418339,6667.781021515165,6664.602700736661,6659.0707343015865,6659.0707343015865
3,5664.381,5597.329104731723,5555.678060583441,6628.6840280625,6581.9241470533,6520.787996327658,6482.265602649303,6437.413633436808,6413.797923730171,6410.192994730341,6423.148185814521,6385.6999080003825,6871.036875753103,6841.3972624703165,6823.9377233285595,6811.99635648854,6797.35957763451,6787.958933188542,6726.3950716134605,6704.922598223824,6672.605909184632,6644.71116974333,6652.0401952627235,6668.271787514077,6664.190483729576,6659.4921405775785,6654.961265013422,6662.611763814312,6658.89999,6724.223624539724,6718.640243175539,6718.640243175539
4,4950.39,5114.862291268621,5295.00001,7065.077553480633,7015.125365919801,6940.991572343499,6899.969534034313,6852.085641784287,6826.838322466106,6784.065454791765,6762.557893488117,6732.356462695118,6757.3557620932725,6728.245343224296,6711.462485616639,6701.144338269048,6686.807656348365,6677.5966022199445,6617.213147888101,6658.291705666689,6657.041176009415,6684.454008665202,6667.155783983251,6665.689529928394,6661.677044378312,6656.98897120883,6692.746596572099,6689.483117209865,6685.755329720858,6703.251168068367,6697.684070537838,6697.684070537838
5,5089.986,5936.80001,5868.156152257083,5814.63567448351,5812.287267966019,6574.984116009249,6536.1879366989815,6490.883632458889,6467.085185048222,6426.829863280455,6405.596840863179,6520.610421034078,6494.19781262447,6470.698030318468,6485.296445542677,6551.9638213052285,6538.242269423838,6534.311599712993,6619.6814912128675,6666.8267078445915,6634.66752070955,6663.0606454127,6645.813813648266,6644.9828583032295,6644.621398611335,6650.900088418296,6711.090095570593,6707.158851713154,6703.421633326961,6699.7189593864905,6694.209430972372,6694.209430972372
6,4872.36,7194.802659702568,7111.144348790893,7010.09635935275,6960.570825560341,6887.008926226677,6846.434848613586,6799.148248505096,6774.431049493797,6732.736152619703,6712.91139192277,6723.124401651857,6695.849895928735,6667.042923794076,6650.176758847988,6666.417599928271,6652.116024271896,6645.543968555956,6692.862330165567,6671.554687025797,6639.352896399077,6656.662864841974,6665.637121035539,6662.130347203089,6658.154689904101,6663.425815359208,6658.89999,6682.533507416164,6678.870359295082,6671.486049511325,6666.47853618691,6666.47853618691
7,5175.196,5150.223765255207,5439.082076634626,6498.400009999999,6452.463073381437,6384.268734307884,6346.97324885179,6308.063667292631,6287.633126902944,6337.472808954012,6367.838391794478,6894.344047369966,6866.36925500387,6836.748790238037,6819.29999,6809.394404543625,6794.803932691836,6785.413164072361,6723.909697144554,6702.122303125511,6670.0092368282385,6641.910269241586,6653.145685837664,6651.637433392736,6649.611595828209,6658.794568961375,6663.611610055639,6663.967754662635,6661.283089622394,6653.897335316632,6670.635103077953,6670.635103077953
8,4953.084,5128.088976613815,7292.453439718684,7188.793157489586,7137.977670315165,7062.533097017269,7020.7856248741045,6972.072104875986,6946.373831552374,6902.830745457088,6878.9755855731455,6837.579016172673,6809.8349575730535,6780.467186378206,6763.261227609802,6751.464685674723,6738.310503699924,6728.995688932288,6667.990662772601,6646.404482348899,6708.672901470323,6680.272593381342,6662.985153954387,6659.8640316923575,6655.931077028914,6671.443276335799,6666.583739730982,6658.89999,6704.4544989297465,6697.024889783744,6692.226834814108,6692.226834814108
9,5132.493,5178.530069919884,5972.522206221655,5893.1686534975,6023.477848409199,5960.429610080161,6052.694321993808,6602.775325813344,6578.4509368425,6537.23380354547,6514.649893496706,6475.460610534492,6515.99246443621,6487.965361389989,6504.317366730998,6494.922595639128,6550.2983476669615,6542.77923067547,6568.381930316273,6565.0916432020485,6605.71645165218,6657.13688599468,6654.2652060918335,6653.157871855506,6651.455341754577,6669.852535050903,6664.987187145704,6656.1088129145755,6720.803753276252,6713.363224950876,6707.852125572571,6707.852125572571
