,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,56.5,55.639043334441524,54.888225480281925,54.23354594334119,53.57960015713016,53.13227124080072,52.64430824232857,53.217844825573565,53.603145654686095,54.384496198966225,55.12677105340536,55.65160078698197,56.34610725275386,57.10616296747651,57.38708583987069,58.09212413448509,58.47188327344271,59.135361551978065,59.531146312057025,59.69336252358721,59.794630287830174,60.0392221337699,60.22790443771808,60.495456182480055,60.61223928169539,60.73754033059213,60.85543642374923,60.93404277437593,60.84747716728724,61.041622980577806,61.15615015192287,61.27320754793529,61.45872925638657,61.55884656265499,61.68296362234136,61.805350290740975,61.90786750774845,61.82931907485233,61.87755818026935,61.93478686901384,62.10070860537264,62.15241696347447,62.250998991498,62.3079525488633,62.41642186698637,62.51900232247213,62.54906295128165,62.607197784045105,62.69622383738327,62.73492077586548,62.81816786301767,62.88760952784227,62.91065325450423,62.908163709440785,62.904140038032686,62.933180146123924,62.93065777983367,62.91324432537588,62.912624678680054,62.91137282541238,62.87391639665872,62.90222801822909,62.91351916751553,62.91191661315646,62.90981099567445,62.87310493162568,62.89939339512102,62.912973301949634,62.91094634014729,62.91094634014729
1,71.039,62.9907413031918,59.790117719338184,58.9107330526901,59.16586535331525,59.340387550668254,59.540376462914004,59.37754091396128,59.62197198376117,59.46917384296673,59.32401720546639,59.61033923591238,59.46637483216587,59.30882270964884,59.46072184547981,59.334052447674395,59.5487080131647,59.399734260833206,59.57922808099362,59.48728928431986,59.43514897224381,59.34897209367671,59.4665419201685,59.36962417749029,59.492347442565894,59.43512434204126,59.381282973197266,59.57934370119871,59.50375839712986,59.41350947357052,59.360271375066084,59.66797508105179,59.5769795277997,59.527873524248655,59.4669960096523,59.40696722544871,59.37208109820516,59.52004904660017,59.49594474840016,59.47613723193062,59.39312053574206,59.54948012372848,59.49375185521391,59.46449433618067,59.40877273973758,59.35607630131209,59.45374568794038,59.42336964484425,59.33576470219831,59.46561065222743,59.421396894595524,59.38451540068213,59.51204924343745,59.513382174419135,59.51553649424194,59.51727735023839,59.5185589797581,59.5188885585131,59.51921201197007,59.51986547509637,59.5205723153818,59.50524451499941,59.505942670278856,59.50681263898371,59.507955702433236,59.50867429906288,59.49446771916301,59.48712898552314,59.487522388506484,59.487522388506484
2,44.92,49.48974601063813,51.39096359914628,52.27559842867265,52.273662779341045,52.27233870640387,52.270821421436935,52.32227610499195,52.297075687756866,52.47962002322248,52.62931039436445,52.57589656834054,52.61453317786758,52.628712941195836,52.544428804079445,52.57977353856711,52.51449129799981,52.55617748790524,52.43841690923619,52.681449593473815,52.77214690292954,52.92205032145777,52.841571500071595,53.09624897434712,53.02288189241111,53.19062870082024,53.35730686702691,53.411819191682596,53.61633325344133,53.84451398395338,53.99586874608115,54.16831461575579,54.40144064288117,54.541610475388744,54.715381305987464,54.88672949193187,55.03287352598678,55.085149683869155,55.18373754217226,55.23866160046043,55.46885774177697,55.544353419480466,55.694716235047636,55.81220663633047,55.96223206254447,56.13571565954671,56.17931312722457,56.27766324680886,56.508882640936136,56.56420350076732,56.678282495315884,56.822563897669355,56.86001975269515,56.929570826555825,57.06844558741026,57.20703849547865,57.273617037094816,57.29073811032074,57.30754098440777,57.34148731701001,57.387065970033866,57.42443392848971,57.47755679634994,57.53095386721704,57.587348907503106,57.6421213296998,57.684675711314505,57.70231279070925,57.724916807911804,57.724916807911804
3,54.507,59.01480668218068,61.34038857749739,60.03770432967938,59.66063529918558,59.40270278497904,59.107132114134,59.21726011783871,59.41617067048957,59.216172104201874,59.42087063006361,59.194431599982195,59.28897637455518,59.29408239076576,59.35122716826945,59.433310767421,59.267778386057444,59.364893783660634,59.42877087736587,59.307510190074446,59.341502623119354,59.3976849062334,59.439013418572785,59.30889719443703,59.355150699735546,59.43439167129095,59.361805336293926,59.50271581951733,59.402208816364606,59.282203360853764,59.35737866082838,59.67443687677053,59.55273120804376,59.48705240521126,59.40562932068044,59.32534140480709,59.42674427393975,59.37628214273792,59.444996199287225,59.41850193816257,59.307459949132344,59.46927172730276,59.39511767311038,59.47876512261816,59.40360436715224,59.36412727180814,59.46470833923395,59.441828371232155,59.323418459253666,59.457271996704186,59.39778490086155,59.504356346764034,59.460514449876456,59.42360457993089,59.39041422657591,59.49437462265137,59.458173728552964,59.4488644504634,59.439728187478245,59.42127047480188,59.41016453640587,59.389815463594125,59.43022347177435,59.417102465785405,59.386098520380486,59.42803832960556,59.4175013703578,59.407712903849244,59.40212194780499,59.40212194780499
4,70.169,62.8808056848407,60.33973676221894,60.04523640038745,60.11221188539053,60.15802618950991,60.210525831303904,59.93659787719696,59.828281973663834,59.98680193291047,59.874264188507986,59.65023293684644,59.317498348723774,59.68404954696341,59.477958691467165,59.18192675451094,59.515457210300845,59.170977122166235,59.513301802746646,59.546308587692415,59.46303826399603,59.32541007790156,59.54710852577228,59.58199857290674,59.468281566075476,59.42846317027458,59.48909418666447,59.43925521694814,59.38764923396364,59.806309141710585,59.76612989537861,59.68424813336952,59.61969807826969,59.67247607282187,59.69306957311294,59.75798715880255,59.73188528473001,59.76762005680409,59.74985168090682,59.771014115194944,59.859709504170596,59.81724783988068,59.87576864274452,59.85364919498892,59.91260080304767,59.96835189387156,59.94131576688273,59.97310747561634,60.06479521820378,60.02822504555122,60.073846497048784,60.044567981139224,60.07404935716942,60.10215907444187,60.14759077493177,60.11864360829226,60.14593301107031,60.1529506454599,60.15983785547771,60.1737518752314,60.188802440899636,60.2041271340395,60.1927578446237,60.21045785626021,60.23371413691152,60.221851902190565,60.23601120946494,60.24332552334934,60.250845041284066,60.250845041284066
5,57.827,59.836587101063756,58.43317553268363,61.033628474241084,60.211767933960516,59.7976213457476,59.323041453085224,59.86182128148869,59.51733772088402,59.42653450383665,59.081455953960166,59.36845551992621,59.56662558105008,59.188642737762294,59.31345399190834,59.49273471365518,59.37416041547354,59.58095709168524,59.40277885064917,59.18805006294456,59.36296875197214,59.65207225026844,59.5351557006784,59.303099756955675,59.539976743532065,59.46275980945477,59.43030957087386,59.28667367995033,59.57110242749872,59.58252099266552,59.50949352444526,59.39999580158201,60.12001766943845,60.08631541259435,60.00328483216462,59.98386750011386,59.94642349629193,59.93595839817643,59.91068849495887,59.90458030616673,59.87897984010127,59.82015919824293,59.803849729751136,59.773630216416585,59.75750213156197,59.742249649854465,59.7062910204889,59.697789518320164,59.67327106449984,59.62599406368335,59.61416934368315,59.576709589528065,59.569260047643326,59.562157105230646,59.550677133761624,59.51449081460003,59.50776844661059,59.506039749168366,59.50434317997128,59.50091565311195,59.49720815384222,59.49343312705071,59.47948817126157,59.4751717582424,59.469500365779936,59.45508151485768,59.45166488517913,59.44989994700726,59.44808549325988,59.44808549325988
6,58.091,59.39860804521271,60.826206182143615,58.51606805774594,59.127936164079564,59.39843829445578,59.708412771253585,59.30098939666583,59.422351438541014,59.019845544802685,59.15078842785802,59.23814196101177,59.318864858144245,59.34163183022382,59.39018401923205,59.45992509784985,59.17074075773029,59.63496942049479,59.38909102541913,59.765461781658175,59.63353682581865,59.446379933806405,59.28792374362674,59.692779892484914,59.53921742851281,59.425266724164565,59.31805020065224,59.80980899673883,59.62064739319421,59.536203303662745,59.428959908365016,59.40703642086557,59.44622366192088,59.35031497165631,59.84836208527945,59.832682481838326,59.82357017599984,59.815015247305524,59.808886965776104,59.80385109888146,59.78274491766577,59.7686340545927,59.75490644077326,59.76935638991986,59.75545098865534,59.78180444325572,59.773012423678246,59.82556966228559,59.80283649762628,59.79101539169379,59.77984125476438,59.81081036964543,59.83456851592575,59.82746023907699,59.903965764793476,59.89420852087936,59.88702517437805,59.88517793353332,59.8833650240905,59.879702458591005,59.90519844290128,59.90109796733402,59.89731157427383,59.92733388077012,59.92101501862612,59.92789609327502,59.951952125272605,59.94993049886098,59.95344231444618,59.95344231444618
7,46.433,46.433,46.63825731350632,46.823198150322206,47.06724314563876,47.23418111755093,47.42547909523854,48.276302712560614,49.053661791422904,50.12610216728025,50.676882920954405,51.17761164857611,51.64033218330176,52.20293236501693,52.475259800583366,52.86643493566124,53.027203873145226,54.36180769836333,55.157107893744126,55.89200089260205,56.025985235459295,56.520268839543974,57.14294220854684,58.051824837468814,58.47124298848567,59.05388159358974,59.45413937524727,59.330377118126606,59.48433159512438,59.19814848676744,59.621969663451885,59.40585839603686,59.203972584867074,59.69251362951924,59.62113869442431,59.74258696575939,59.67295255863836,59.690531039689866,59.70312329902862,59.74278519735164,59.909015010584795,59.79661142030398,59.90655765860611,59.88371578123197,59.99431633947507,59.95195773335953,59.969018835817536,60.106831233744245,59.92762283196079,59.92627886183474,60.013743437041484,60.02985540178358,60.04221579428031,60.09599271507817,60.29670536353905,60.3125082780386,60.2572172143183,60.27056301608992,60.2836607830231,60.31012180096307,60.37683994695662,60.34532389355022,60.35136438249991,60.42993968843886,60.47399527875237,60.46131625195158,60.52421368262405,60.53801974336572,60.53141774351882,60.53141774351882
8,37.323,39.112358377659504,40.95203192399236,41.064621798369345,42.33843962922113,43.209789459575674,44.12421861631565,46.484827057890264,48.451730584376676,50.73097552634717,52.7409445449902,54.76242855882619,56.50476170113063,58.50053488994625,59.12239854725781,60.43212238521364,59.95019285490436,59.64551221734567,59.603527256328725,59.38873464579552,59.752915136805875,59.72293001929304,59.694770352849524,59.46323858063253,59.478590446091395,59.49082935335997,59.47420260671763,59.3406199114035,60.211159523794755,59.90580763419095,59.913921097447435,59.819032464763886,59.649673851814455,59.658818067309724,59.54371609951525,59.80852174536035,59.77893263003232,59.8853109820833,59.954049818712214,60.04600572785223,60.43140870270576,60.37879019593014,60.614814358668866,60.50006776553896,60.73804099971759,60.527761290953705,60.62497472411638,60.532228267777135,60.5792887040441,60.535395281855614,60.72395782362069,60.61025698953876,60.523030697838486,60.64859772129267,60.51279833141907,60.49778384889577,60.51222543091692,60.54175492539423,60.57073560732979,60.62928439267022,60.58386571564821,60.59193272065889,60.63090549733921,60.577337434448275,60.67590774057326,60.61826944216438,60.5752588525796,60.6160484592382,60.586461929561864,60.586461929561864
9,40.33,45.43655352393598,48.36090975860225,50.395725279855064,54.95417859224413,58.12665246690257,61.76206165234682,61.1986674338319,60.71723059892924,60.21802661622545,60.11260147800782,60.00657236532663,59.90859147265976,59.8013628994566,59.50299033217457,59.26228608544364,60.8571760861271,60.3293537554538,60.267678105131324,60.28195666361474,60.10021546826767,59.891210100837284,59.87953149141309,59.93500178361402,59.9622925880944,59.99421748190632,59.86448746046711,59.99083002769446,59.93932819237077,59.968954267457526,59.93992876281016,60.834428468578515,60.51787432043014,60.54094175641559,60.7757855445336,60.56124331392172,60.91998808422491,60.80054494359865,60.71498243119533,60.64467211311259,60.349989520058955,60.63591946669248,60.440303963097385,60.652930976927195,60.45472637827618,60.781623507132544,60.656557391066684,60.580437720088135,61.33992116424575,61.19414636936607,61.03334445973146,60.91907853319003,60.83141872734618,60.73316072647202,60.62132773896253,60.492746429426546,60.721556181434416,60.69688047914513,60.67266338053776,60.62373831690112,60.58654243284909,60.7473418264689,60.697101951027314,60.653043917981584,60.570724238447525,60.64726141764767,60.6119693552127,60.58605801092671,60.663810349499435,60.663810349499435
