,0,1,2,3
0,0.004,0.4937241860465116,1.0570567470179564,1.0570567470179564
1,7.0,6.313837209302325,6.162524848602391,6.162524848602391
2,3.5,3.990116279069768,4.098196536712579,4.098196536712579
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.8244028212208077,0.8244028212208077
5,3.1,3.506796511627907,4.3070712548085615,4.3070712548085615
6,7.05,6.358936046511628,6.206542883235264,6.206542883235264
7,2.2,3.856593023255816,4.70001,4.70001
8,0.0,4.901162790697676,4.783705452560651,4.783705452560651
9,0.0,5.195232558139536,5.07072777971429,5.07072777971429
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.055,0.04960872093023255,0.048419838096161634,0.048419838096161634
15,0.165,0.14882616279069766,0.14525951428848485,0.14525951428848485
16,0.0,0.0,0.0,0.0
17,3.6,3.2471162790697687,3.1692984935669446,3.1692984935669446
18,5.91,5.330682558139534,5.202931693605732,5.202931693605732
19,3.286,2.9638955813953474,2.8928652360724927,2.8928652360724927
20,2.208,1.9915646511627907,1.9438364093877256,1.9438364093877256
21,2.335,2.1061156976744178,2.0556422173552256,2.0556422173552256
22,0.076,0.06855023255813958,0.06690741264196887,0.06690741264196887
23,2.0,1.803953488372093,1.7607213853149688,1.7607213853149688
24,1.2,1.0823720930232563,1.0564328311889821,1.0564328311889821
25,7.2,6.4942325581395375,6.338596987133889,6.338596987133889
26,4.875,4.397136627906976,4.2917583767052365,4.2917583767052365
27,9.202,8.29999,8.101079093834175,8.101079093834175
28,3.688,3.326490232558139,3.246770234520802,3.246770234520802
29,0.314,0.28322069767441843,0.27643325749444997,0.27643325749444997
30,0.496,0.4473804651162791,0.43665890355811227,0.43665890355811227
31,0.54,0.4870674418604651,0.4753947740350416,0.4753947740350416
32,0.086,0.07757,0.07571101956854366,0.07571101956854366
33,0.15,0.13529651162790704,0.13205410389862277,0.13205410389862277
34,2.2,1.9843488372093023,1.9367935238464655,1.9367935238464655
35,6.9,6.2236395348837235,6.0744887793366455,6.0744887793366455
36,5.4,4.870674418604652,4.753947740350416,4.753947740350416
37,0.0,0.0,0.0,0.0
38,0.24,0.2164744186046511,0.21128656623779624,0.21128656623779624
39,0.6,0.5411860465116282,0.5282164155944911,0.5282164155944911
40,1.65,1.4882616279069776,1.45259514288485,1.45259514288485
41,1.8,1.6235581395348844,1.5846492467834723,1.5846492467834723
42,2.516,2.2693734883720933,2.2149875027262307,2.2149875027262307
43,0.0,0.0,0.0,0.0
44,2.63,2.372198837209301,2.3153486216891825,2.3153486216891825
45,7.38,6.656588372093021,6.4970619118122315,6.4970619118122315
46,3.12,2.8141674418604654,2.746725361091351,2.746725361091351
47,2.012,1.8147772093023258,1.7712857136268587,1.7712857136268587
