,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,1.24,1.06,4213635.0,3594110.85,162612564.0,0.15,0.11,0.00784642857142857,4.382092857142856
