,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,61.6,50.9,36.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,24.5
1,27.5,22.1,20.3,17.8,17.8,18.9,22.1,22.1,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5
2,15.1,14.8,14.6,17.8,17.8,22.1,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
3,14.8,14.6,15.8,17.0,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5
4,14.6,14.5,42.7,31.3,31.3,27.5,24.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
5,16.3,15.8,17.0,20.3,18.9,24.5,22.1,27.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
6,14.4,15.4,17.0,27.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5
7,14.0,22.1,20.3,20.3,24.5,24.5,22.1,31.3,27.5,27.5,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3
8,14.5,15.8,22.1,20.3,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,27.5,27.5,27.5
9,16.3,17.8,20.3,22.1,22.1,22.1,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5
10,16.3,17.8,18.9,31.3,31.3,27.5,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3
11,17.8,17.8,24.5,24.5,22.1,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5
12,50.9,36.3,27.5,24.5,24.5,31.3,27.5,24.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
13,50.9,36.3,24.5,24.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,27.5,31.3,31.3,31.3
14,50.9,36.3,24.5,24.5,31.3,27.5,24.5,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
15,2304.0,230.4,115.5,75.2,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
16,75.2,50.9,36.3,31.3,27.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,31.3
17,20.3,20.3,22.1,22.1,36.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,27.5,27.5,27.5,31.3,27.5,31.3,31.3
18,50.9,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
19,27.5,24.5,20.3,27.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,31.3,31.3
20,115.5,92.8,50.9,36.3,31.3,31.3,27.5,27.5,31.3,27.5,27.5,27.5,27.5,31.3,27.5,27.5,31.3,31.3,31.3
21,115.5,75.2,50.9,36.3,31.3,31.3,27.5,24.5,31.3,31.3,27.5,31.3,27.5,31.3,31.3,31.3,31.3,27.5,27.5
22,61.6,42.7,31.3,24.5,24.5,24.5,27.5,24.5,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
23,115.5,75.2,50.9,36.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3
24,61.6,50.9,36.3,27.5,24.5,27.5,27.5,27.5,27.5,27.5,31.3,31.3,27.5,27.5,27.5,27.5,31.3,27.5,27.5
25,20.3,20.3,36.3,31.3,31.3,27.5,31.3,31.3,27.5,27.5,31.3,27.5,31.3,31.3,31.3,31.3,31.3,27.5,27.5
26,22.1,36.3,31.3,24.5,31.3,27.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
27,17.8,144.6,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,27.5,31.3,31.3,31.3
28,31.3,24.5,20.3,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
29,61.6,50.9,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,31.3
30,50.9,42.7,31.3,27.5,24.5,24.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,31.3,27.5,27.5
31,18.9,22.1,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
32,27.5,27.5,50.9,42.7,36.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
33,61.6,50.9,31.3,31.3,24.5,42.7,36.3,36.3,36.3,36.3,31.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
34,75.2,50.9,36.3,31.3,27.5,31.3,31.3,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,27.5,31.3,31.3,31.3
35,115.5,92.8,50.9,42.7,36.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,27.5,31.3,31.3,31.3
36,144.6,92.8,61.6,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,27.5,31.3,31.3,27.5,27.5
37,75.2,61.6,36.3,31.3,27.5,24.5,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,31.3,31.3
38,115.5,75.2,50.9,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,27.5,31.3,31.3
39,115.5,92.8,50.9,42.7,36.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,31.3,31.3,27.5,27.5
40,42.7,36.3,27.5,24.5,27.5,27.5,24.5,31.3,31.3,27.5,27.5,27.5,31.3,27.5,27.5,27.5,27.5,27.5,27.5
41,75.2,50.9,36.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,27.5,27.5,31.3,31.3,27.5,31.3,27.5,31.3,31.3
42,36.3,31.3,27.5,24.5,36.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,31.3,31.3,31.3,27.5,31.3,31.3,31.3
43,31.3,27.5,27.5,27.5,31.3,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3
44,42.7,36.3,27.5,31.3,31.3,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,27.5,27.5
45,27.5,27.5,24.5,36.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,27.5,27.5,31.3,27.5,27.5,27.5,27.5
46,27.5,31.3,36.3,31.3,31.3,36.3,31.3,31.3,31.3,36.3,31.3,36.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
47,14.6,14.8,15.8,15.8,17.0,17.8,17.8,17.8,17.8,18.9,18.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
