,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,-0.2082117045454547,-0.4201907755681821,-0.5212592226486745,-0.6736662676501696,-0.7417763155321493,-0.8218207516704946,-0.8597528254526964,-0.9164953798234244,-0.9496203510814352,-0.9886987240365229,-1.0053620128537342,-1.0203278196840444,-1.03886502718608,-1.0499963213038346,-1.0620986571378614,-1.0725477659669176,-1.0804269326378828,-1.0865057583613638,-1.0935875903292194,-1.0992288943591428,-1.1057940000408855,-1.1105320297521457,-1.1145044194730376,-1.1179893910462362,-1.1216176336729997,-1.1245098613669053,-1.1273191785335857,-1.13807224779316,-1.1408661757016476,-1.1425745356209644,-1.143255707944726,-1.1435744965922465,-1.143758225116101,-1.1438103515230116,-1.1439143958312052,-1.1439403028639454,-1.1439403028639454
1,0.0,-1.6178477849025985,-3.2786987378449703,-4.100250567211823,-5.223262810920274,-5.719015273609842,-6.220312464353741,-6.456617165527543,-6.8312518178867965,-6.997350888017899,-7.207124046801279,-7.329568650368577,-7.4354876454072585,-7.568133027112209,-7.64531156901402,-7.727514751963821,-7.829064807372537,-7.886514120005437,-7.92651637254348,-7.979912857861411,-8.020165770456526,-8.069926463327878,-8.11297392467403,-8.141561148955624,-8.17044659657142,-8.196869912589198,-8.220980336881464,-8.243465788659808,-8.322552204446337,-8.341606039960196,-8.353339736192353,-8.358986879511932,-8.361427440767311,-8.365778482015275,-8.366259659019498,-8.367118922259321,-8.367308952251012,-8.367308952251012
2,0.0,-1.1551916737914871,-2.3700465017338583,-2.988182599728635,-3.841504951730601,-4.197839786094358,-4.517031793003651,-4.663224087354614,-4.900576101590941,-5.004159809069935,-5.144648835590236,-5.221587474378424,-5.28786775643221,-5.371415147227209,-5.418564708919245,-5.467401693159672,-5.54277271527239,-5.578861687365402,-5.60190114742823,-5.635535979512537,-5.659462781105468,-5.692216709129326,-5.721404692286169,-5.74018105513775,-5.760108448664072,-5.776755435035365,-5.792172727980862,-5.807888251511044,-5.8562281526172635,-5.86659850469208,-5.873907645505055,-5.877612959512867,-5.88250715066538,-5.886405633944056,-5.887291747120612,-5.887892596293746,-5.8880318526114035,-5.8880318526114035
3,0.0,-0.12641029879148638,-0.39541906110885666,-0.5640071184692581,-0.6510019345296958,-0.7112821309575609,-0.624484544377436,-0.5782833638286551,-0.5278341554702335,-0.5003597914535394,-0.48623627033443756,-0.5080473651261589,-0.4884159221219006,-0.46554984037137753,-0.44888482814615965,-0.42823935534466734,-0.4436194992254409,-0.4345228818182554,-0.4226588806582898,-0.41563118041804115,-0.4368129371439649,-0.4291141756562428,-0.4291074962900952,-0.45020689627341237,-0.4469722868081874,-0.43950505450939203,-0.4356998702864475,-0.4327439609936836,-0.40961624260079454,-0.40141744275706,-0.3987883912242013,-0.39795606158903557,-0.40071463551663383,-0.40338929140135077,-0.4039261872629925,-0.40382999867555675,-0.40379569259083276,-0.40379569259083276
4,0.0,-0.6259250487914867,-1.4097117423588574,-1.7956444523880088,-2.2556680612187936,-2.4661183224439673,-2.612520332341599,-2.642915000904724,-2.730103452961382,-2.766303453933924,-2.825987982042451,-2.904194919357035,-2.9352142989177668,-2.97227555177789,-2.987969270749785,-3.0005392192453266,-3.047884844509554,-3.0612914841343555,-3.070270484683562,-3.087524881434498,-3.129363147142347,-3.145703537553347,-3.15821122159729,-3.1908840128941156,-3.2019187223545136,-3.204734103203839,-3.2110121760592274,-3.214900451427599,-3.2344991766692153,-3.2330726786274595,-3.2345845818146106,-3.2356989044322284,-3.2392266551547997,-3.2425647102353827,-3.2432269370775386,-3.2432306631379033,-3.2432426587696694,-3.2432426587696694
5,0.0,-0.5166656916486294,-1.2223261251885273,-1.5200644770949439,-2.066930861498757,-2.2288997165604645,-2.4517657009964062,-2.5211660053285385,-2.659882043056158,-2.723348342124747,-2.7867550716659197,-2.849826536302244,-2.893733287205811,-2.955756176860208,-2.982382137938201,-2.957381672561999,-2.980071196737626,-2.994801170403382,-2.9752891313339136,-2.985423285110912,-3.0223543156999533,-3.0438592417208095,-3.021471451275408,-3.0670865214695144,-3.073462291071481,-3.086746288777285,-3.080638695433332,-3.0927400313624136,-3.132836200023379,-3.1422124248788377,-3.1449052778423523,-3.140374678297372,-3.1440721898634316,-3.1423679928677206,-3.1419802581662566,-3.1414173518946478,-3.1414499833484797,-3.1414499833484797
6,0.0,-0.019260932389369902,-0.23062143676260097,-0.37337855825609667,-0.604626448281859,-0.700064140621902,-0.7148403008352779,-0.7443622301952294,-0.7772472433876287,-0.7915231894583056,-0.75981802791832,-0.7633137005794236,-0.7567061195337668,-0.7391100702871892,-0.7179261427315815,-0.6409450790250933,-0.6187547604661083,-0.6107805193160111,-0.5644020383666377,-0.5527382617125212,-0.5686584455715046,-0.5726868567450761,-0.5413862843263402,-0.5658650174368033,-0.5545129725620609,-0.5495853456404477,-0.5310074088847048,-0.5237657307336474,-0.5106962051459979,-0.5062247495506664,-0.4965150753585433,-0.49340384626027356,-0.49574362319539333,-0.49397135597405123,-0.49319818377714364,-0.49211394426462945,-0.4920213791260913,-0.4920213791260913
7,0.0,-1.047013408579847,-1.8549046058102212,-2.4834886873925592,-3.3603379768129806,-3.617452743271747,-3.9379690324086494,-4.110474490092039,-4.3661925571259195,-4.425044107169317,-4.447313024907138,-4.5814693699664835,-4.640923865430847,-4.705259984524201,-4.733549964691346,-4.761136429598957,-4.780728057526815,-4.805799596197918,-4.816456805033562,-4.8191232736456575,-4.85920455753068,-4.887667147824517,-4.909594696203564,-4.948885173510461,-4.915530949712169,-4.8876966098445935,-4.881998750483355,-4.856223487508159,-4.898895292313702,-4.914294444031738,-4.914363419769995,-4.90205671258092,-4.900270005769542,-4.903164425082302,-4.9037005918554035,-4.90326937626036,-4.903318434910605,-4.903318434910605
8,0.0,0.35143281364237633,1.001488359269146,1.1097048174890347,1.2598112117725784,1.3893803241961504,1.5761829461795933,1.7061602875359676,1.8805020005570643,2.016114786582384,2.174277864218228,2.1550740320846242,2.189197055661061,2.2380192817006823,2.2807039389044204,2.3318187769863847,2.382595294019749,2.40966189448562,2.438309585602177,2.4787986290058237,2.4717267719436395,2.486379500151549,2.50255814744132,2.490396497467359,2.5359651759940482,2.5859594537288553,2.594889500296095,2.6268522060086785,2.6595324856496467,2.6630934926454377,2.6737507028495777,2.6869714251050323,2.691743737121321,2.688072479941658,2.687840163168033,2.6881218633620305,2.6882620487662807,2.6882620487662807
9,0.0,-0.1848852696909574,-0.3061599410284741,-0.46740411851868896,-0.5516807064013148,-0.5931473465141585,-0.6290966215364594,-0.5821932596322413,-0.48748009942741444,-0.5114943129049767,-0.45224384894648445,-0.48123382632607725,-0.5212665325837613,-0.46176950877425893,-0.4465611467322432,-0.4684300739620147,-0.41676702357558454,-0.3879546468130632,-0.4083186412778063,-0.3554576747798371,-0.40221454704686416,-0.37363204143257805,-0.3601800887668803,-0.35897392260816957,-0.33996155768356695,-0.32143112516886724,-0.3063962152963357,-0.3004703356932118,-0.21968178335880817,-0.2536131160504686,-0.23527346803411023,-0.23364990936370655,-0.2327701229991864,-0.23580502149532617,-0.23567958021030957,-0.23460173610773372,-0.23424399837024776,-0.23424399837024776
