,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.26,0.0,0.0,0.0,64188995.0,1678478.0,1090279647.9,0.0,1090279647.9
1,1.23,0.02,0.03,80405.69,64188995.0,1650265.41,1058657651.04,0.0505,1058738056.73
2,1.21,0.04,0.06,189282.59,64188995.0,1616758.21,1029289042.09,0.0569,1029478324.6800001
3,1.19,0.05,0.07,245891.87,64188995.0,1597756.52,1017272430.95,0.0402,1017518322.82
4,1.19,0.06,0.07,274396.45,64188995.0,1585037.09,1011434519.85,0.0266,1011708916.3000001
5,1.18,0.06,0.08,304396.7,64188995.0,1572917.25,1004486942.87,0.0333,1004791339.57
6,1.16,0.08,0.09,333389.87,64188995.0,1552252.87,995218843.87,0.0452,995552233.74
7,1.15,0.09,0.09,362846.48,64188995.0,1535266.44,988954050.2,0.0349,989316896.6800001
8,1.14,0.09,0.09,387188.38,64188995.0,1526004.93,986822733.07,0.0258,987209921.45
9,1.13,0.1,0.1,407828.7,64188995.0,1512050.23,983923975.19,0.0296,984331803.8900001
10,1.12,0.11,0.1,419096.61,64188995.0,1499268.6,982684854.46,0.0309,983103951.07
11,1.13,0.1,0.1,427319.1,64188995.0,1510700.01,982246637.76,0.0208,982673956.86
12,1.13,0.1,0.1,427959.67,64188995.0,1512097.23,982240396.23,0.0153,982668355.9
13,1.13,0.1,0.1,427959.67,64188995.0,1512097.23,982240396.23,0.0142,982668355.9
