,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1222.031,1201.6182324012937,1177.5964488683003,1164.1924051430956,1155.2370653145604,1179.5534556883397,1166.9464233354595,1157.2662507592063,1261.5543588363873,1250.0215379009755,1239.7037774874561,1274.1102758561967,1275.70001,1275.70001
1,1162.932,1145.8566646711668,1301.9795336347001,1286.725088014007,1276.4843416321328,1266.7275959591286,1250.089919871884,1236.427073959207,1239.4062153668194,1227.953272269662,1217.6515177790718,1227.0558645110011,1227.3985081647809,1227.3985081647809
2,1061.754,1052.8428741402636,1517.114061946774,1510.69999,1498.6737019182774,1487.2142694239103,1467.6763579184465,1451.615830389522,1442.8486180225163,1429.4702337816348,1417.3861281853337,1413.1515230469652,1412.819433817476,1412.819433817476
3,1047.076,1032.9978101906183,1228.634168994111,1329.1163034220037,1318.5354910418964,1308.4534254062353,1291.2636027158833,1277.133704533707,1269.4211137701034,1257.650297608754,1247.0182652182762,1243.290560869182,1242.9979623858842,1242.9979623858842
4,1076.796,1058.795679728589,1088.507362689235,1474.342243208383,1462.6244446024866,1451.572570618553,1432.6078767786228,1418.82962435917,1469.7631364465926,1459.0533590275684,1461.8402530871017,1460.1215324655604,1460.2162264055137,1460.2162264055137
5,1061.82,1044.0234819932896,1045.4873011299271,1227.808993794276,1218.1290115148286,1209.1390252120873,1193.4402119772187,1185.221527848277,1215.126480399542,1204.7208128573106,1199.1951834560036,1196.880767066994,1196.738834179376,1196.738834179376
6,1121.068,1105.9828337060028,1261.9079569545731,1247.2094458110746,1238.1183410618096,1231.7031614286186,1247.9034754429629,1440.3033945573302,1431.6040522450896,1418.3294737647773,1406.3436031864296,1402.1458023814,1401.8169153828,1401.8169153828
7,1043.979,1050.1307524505085,1193.8557734090732,1179.856131863098,1170.972848002019,1163.3074828856363,1161.220036506761,1374.7007751406384,1366.4010667221226,1354.758800803027,1350.8932761449826,1360.5317849586875,1361.2089531777235,1361.2089531777235
8,1075.055,1299.1567098362289,1272.7784149820743,1257.819687481696,1247.8339308042484,1238.2925815232127,1222.0296174682505,1226.2378726646064,1218.8330641151501,1208.13622302142,1202.1734352942567,1209.8663715425457,1210.4470840008591,1210.4470840008591
9,989.783,1518.0241325103914,1487.2058356497898,1471.4266394355545,1512.8811368158194,1501.3129453354368,1481.5892324082445,1465.3759173061144,1456.5247942832825,1443.0186282502389,1430.8191541950653,1426.5418540659418,1426.2060837061958,1426.2060837061958
10,990.232,1220.8064193378266,1196.1099245383368,1190.787482727182,1440.134071933864,1429.1503078563273,1421.5281720083965,1405.9735943839414,1397.4821718576384,1384.5258371892855,1381.9595521194733,1377.8288669615574,1377.504625808179,1377.504625808179
11,1146.723,1127.7995773306427,1105.0540052137605,1096.598182769739,1216.8470358833704,1207.5832295106104,1273.3577407383923,1259.4242605275535,1251.8177862651821,1240.2125773378918,1249.200273105705,1245.4665091763409,1245.1734246528356,1245.1734246528356
12,1301.974,1280.0914861062236,1254.102325156137,1239.3689503469625,1229.7804546775233,1220.4526824292768,1376.3804633648235,1361.3400268781872,1353.3252562215966,1342.485713139875,1391.4819499061502,1389.0968045106836,1391.3166928412015,1391.3166928412015
13,1267.323,1246.0236211139998,1220.7262813064174,1206.3829766605688,1196.8022824296527,1187.7122400710646,1236.7368611591537,1223.23006590902,1216.0271007677798,1205.9072266196206,1242.10001,1241.0482479023758,1244.5318202845324,1244.5318202845324
14,1440.13,1415.9236696524758,1387.174518940874,1370.8710847830816,1359.9577647213089,1349.558896333908,1331.8289395558982,1317.2546343696788,1309.29999,1297.1635456961612,1286.9123699827148,1285.4812014330626,1286.480281688764,1286.480281688764
15,1485.283,1460.317718422947,1430.6671835293052,1413.8525809613511,1402.597122841192,1391.872244713459,1373.5863902866483,1358.555300091806,1350.3497186118307,1337.8286103308776,1326.5216563501817,1323.6508325341665,1323.4562687502005,1323.4562687502005
16,1460.675,1436.1234076055305,1406.9641992569336,1390.4284124449134,1379.359574270861,1368.8125418025588,1350.8298871265795,1336.0484715267798,1327.9789379450044,1315.6656790260865,1304.5447746099846,1300.6794238302325,1300.376893434395,1300.376893434395
17,1437.859,1413.6908416065498,1384.9870266085754,1368.7093255100285,1357.8132308443899,1347.430814083794,1329.7288021521965,1315.1774791878522,1307.2337745149964,1295.113522641498,1284.1652360725896,1280.3276646041672,1280.0267095262548,1280.0267095262548
18,1473.644,1448.8756292296264,1419.459771709688,1402.779169705014,1391.613378084785,1380.9756294651181,1362.8381596568997,1347.932327843483,1339.9076857207378,1378.675474475953,1367.022299459824,1380.3027930977466,1379.9810669591504,1379.9810669591504
19,1345.935,1323.3123771314351,1296.4442103942783,1281.20783290264,1271.0087875641607,1261.2908289943373,1244.7228187643404,1231.1057165305965,1223.8224976755635,1276.3173358942886,1265.540492304521,1293.8640127205563,1293.5675073525424,1293.5675073525424
20,1390.115,1366.7499317842924,1339.00081688979,1323.2640021413504,1312.7308697820333,1302.6934871872454,1285.5908844945495,1271.5227028720833,1263.8652830899414,1257.3721475142675,1246.7464654479709,1251.317549089177,1251.025862221653,1251.025862221653
21,1324.512,1302.3333383040165,1276.133017017663,1261.4124683310408,1251.705948709796,1247.180358668065,1443.50001,1427.7035785037735,1419.0800090936602,1405.9210822563782,1394.0352527654184,1389.867927167245,1389.540789221693,1389.540789221693
