,0,1,2,3,4
0,17.0,15.8,15.8,15.4,15.4
1,15.4,14.8,14.8,14.8,14.8
2,14.6,14.5,14.5,14.4,14.4
3,17.8,16.3,15.8,15.8,15.8
4,15.1,14.8,14.8,14.6,14.6
5,14.3,14.5,14.5,14.5,14.5
6,14.1,18.9,18.9,17.8,17.8
7,14.0,14.8,24.5,24.5,24.5
8,14.2,14.2,17.0,17.0,17.0
9,14.6,14.5,14.6,14.6,14.6
10,15.4,15.1,15.1,16.3,16.3
11,14.3,14.3,14.2,14.6,14.6
12,15.4,15.1,14.8,15.1,15.1
13,15.4,14.8,14.8,14.8,14.8
14,15.1,14.8,14.6,14.6,14.6
15,36.3,31.3,27.5,27.5,27.5
16,24.5,20.3,20.3,18.9,18.9
17,22.1,20.3,18.9,18.9,18.9
18,20.3,17.8,17.0,17.0,17.0
19,17.8,17.0,17.0,16.3,16.3
20,17.8,17.0,16.3,15.8,15.8
21,16.3,15.8,15.4,15.4,15.4
22,15.8,15.4,15.1,15.1,15.1
23,20.3,17.8,17.0,17.0,17.0
24,15.8,15.4,15.1,15.1,15.1
25,15.8,15.4,15.1,15.1,15.1
26,17.8,17.0,15.8,15.8,15.8
27,36.3,27.5,24.5,24.5,24.5
28,61.6,50.9,42.7,36.3,36.3
29,230.4,144.6,144.6,115.5,115.5
30,17.0,16.3,15.8,15.8,15.8
31,17.0,16.3,15.8,15.8,15.8
32,22.1,18.9,17.8,17.8,17.8
33,24.5,22.1,20.3,20.3,20.3
34,27.5,22.1,22.1,20.3,20.3
35,17.0,16.3,15.8,15.8,15.8
36,24.5,22.1,20.3,20.3,20.3
37,24.5,22.1,20.3,20.3,20.3
38,31.3,24.5,24.5,24.5,24.5
39,20.3,17.8,17.8,17.0,17.0
40,17.8,17.0,16.3,16.3,16.3
41,31.3,24.5,22.1,22.1,22.1
42,31.3,27.5,24.5,24.5,24.5
43,17.0,15.8,15.8,15.8,15.8
44,15.1,14.8,14.6,14.6,14.6
45,14.4,31.3,31.3,27.5,27.5
46,14.0,20.3,36.3,50.9,50.9
47,14.0,14.0,14.0,14.0,14.0
