,0,1
0,19.559,16.879
1,20.108,20.008
2,17.087,20.047
3,20.155,18.155
4,14.393,13.693
5,8.18,8.18
6,6.649,16.649
7,8.057,18.257
8,11.45,18.61
9,7.569,36.539
10,7.007,17.527
11,22.522,17.662
12,24.665,7.505
13,30.379,9.144
14,11.659,24.014
15,12.521,20.021
16,18.27,11.97
17,13.154,15.464
18,7.16,17.871
19,18.017,23.717
20,20.232,26.675
21,11.524,17.442
22,19.983,19.661
23,24.534,22.004
24,25.174,16.432
25,25.246,9.385
26,35.149,18.754
27,13.903,17.701
28,23.77,15.23
29,21.181,17.457
30,27.201,23.515
31,24.104,13.344
32,14.664,20.314
33,14.226,17.756
34,15.097,12.677
35,16.428,26.058
36,15.81,14.432
37,24.438,21.046
38,21.343,12.097
39,16.385,18.393
40,16.052,18.934
41,22.897,25.338
42,22.898,25.842
43,5.873,27.277
44,24.647,20.299
45,20.639,12.649
46,24.298,17.83
47,33.443,19.246
