,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,24.5,22.1,22.1,20.3,20.3,22.1,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
1,20.3,20.3,20.3,20.3,17.8,17.8,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7
2,17.8,17.8,24.5,22.1,22.1,20.3,22.1,20.3,20.3,20.3,20.3,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1
3,17.0,17.0,61.6,61.6,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9
4,15.4,15.4,17.8,17.8,20.3,31.3,31.3,31.3,36.3,36.3,42.7,42.7,42.7,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9
5,15.4,20.3,18.9,18.9,17.8,20.3,18.9,18.9,20.3,20.3,22.1,22.1,22.1,22.1,20.3,22.1,22.1,24.5,24.5,22.1,22.1
6,15.1,61.6,61.6,61.6,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5
7,15.1,20.3,31.3,31.3,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3
8,15.8,15.4,17.8,17.0,24.5,22.1,31.3,31.3,31.3,31.3,31.3,31.3,31.3,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3
9,22.1,20.3,20.3,20.3,18.9,17.8,22.1,20.3,20.3,22.1,22.1,22.1,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
10,20.3,18.9,17.8,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
11,17.0,17.0,16.3,36.3,31.3,61.6,61.6,61.6,75.2,75.2,75.2,75.2,75.2,75.2,92.8,75.2,61.6,61.6,61.6,61.6,61.6
12,17.8,17.8,17.0,17.8,17.0,20.3,20.3,20.3,22.1,22.1,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,36.3,36.3
13,36.3,36.3,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5
14,92.8,92.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
15,61.6,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5
16,61.6,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
17,24.5,24.5,22.1,22.1,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3
18,17.8,17.8,17.0,17.0,22.1,20.3,20.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
19,27.5,24.5,24.5,22.1,22.1,20.3,20.3,24.5,22.1,24.5,24.5,22.1,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7
20,31.3,31.3,27.5,27.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1
21,61.6,50.9,50.9,42.7,36.3,31.3,31.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7
22,24.5,22.1,22.1,22.1,20.3,18.9,18.9,22.1,22.1,22.1,27.5,24.5,24.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3
23,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3
24,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,27.5,24.5,24.5,24.5,24.5
25,115.5,92.8,92.8,75.2,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
26,92.8,92.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3
27,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,31.3,27.5,50.9,50.9,50.9,50.9,50.9
28,36.3,31.3,31.3,31.3,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5,27.5,27.5
29,61.6,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,24.5,24.5,24.5,31.3,31.3
