,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.68,1.5,0.0,1586.47,25561.0,14296.61,457800.0,0.44,0.08,0.01106190476190476,47.78809523809524
