,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,19.559,16.390442,15.004875666761903,13.95151788169527,13.241967442277717,12.790940940600315,12.489904489560503,12.305764744992246,12.009275941740833,11.765661370927646,11.49929456157425,11.212069868234428,11.00980850207648,10.816710636806128,10.695430851837125,10.507565625879835,10.346836324368864,10.219655625025709,10.124941504936038,10.058953998055852,9.919367133445443,9.82496884881907,9.817667582494236,9.792999141283989,9.722209757209201,9.623323100860455,9.610649842896485,9.59527896351514,9.5154985647767,9.459369696807846,9.367561854896882,9.364857550932818,9.25489994236323,9.113519390386827,9.060409371645132,9.03310831541526,8.984743388301085,9.030501176615603,9.032238948449395,9.05022026301208,9.088942661045152,9.136045630958535,9.127340094815604,9.141237864083026,9.10371677872022,9.105264911503333,9.123441225486383,9.137065772888395,9.138472448492843,9.17072065303209,9.166871950268394,9.206917402715979,9.263097382118682,9.293457713583395,9.28423645211569,9.308220970902996,9.327080711985463,9.353522290047767,9.395774914959686,9.415611413762713,9.419659806653787,9.426332400290626,9.447947778333669,9.446140685807304,9.455014743690993,9.463442165684668,9.459337218390777,9.459337218390777
1,20.108,16.850503999999997,15.486736941012136,14.4820040132497,13.78329191294168,13.368317018813144,13.086534401239929,12.678418948883388,12.44481624737976,12.244807881342016,12.021868940470846,11.88601562708216,11.70400428771316,11.560140939802048,11.509857945093403,11.384963581378116,11.247536990599949,11.151394489229109,11.082856607604958,11.01887047804599,10.904875043591211,10.83337435415647,10.740971082171937,10.656306907801145,10.606339522761635,10.535071747700083,10.42858602449378,10.374947672185352,10.308746917582415,10.224771088881269,10.148654361912984,10.081589887640584,9.998199852941308,9.931381392204736,9.891943317439408,9.87863429753477,9.834428093914665,9.767135682146545,9.739197381719983,9.649134729798334,9.573513680945776,9.574613444583207,9.565423151819637,9.563996296649796,9.549744202027512,9.54303617027078,9.539545866560948,9.53174895362899,9.534227619936855,9.613893049398849,9.609853767207943,9.681885387836036,9.775620118690025,9.861584958209258,9.848403692677044,9.893945087631744,9.965068401058726,9.993781672290176,10.08611814970894,10.123443560732817,10.127766105001909,10.143320204187797,10.182817484613881,10.181523050245808,10.201968117529688,10.21340302668417,10.21101113437716,10.21101113437716
2,17.087,15.082092401098901,14.180566922098977,13.47641842526471,12.945656507854839,12.677249091494389,12.496339815522694,12.279146910194878,12.179629959777497,12.141254920903727,12.143719172322621,12.072167550123568,12.022762514785292,11.99520305188609,11.971092910588505,11.96693362110368,11.925736409292645,11.901877609599456,11.88418604069356,11.868193082267881,11.841705016421745,11.813120386957248,11.766208687360155,11.712545407581699,11.688589701806945,11.646694759812734,11.5888074483959,11.560023631848448,11.530899316091244,11.479790749910217,11.441974370219883,11.410536824753914,11.366684477595072,11.344386515115929,11.340892362641643,11.327294118307064,11.363043111703114,11.45900543182435,11.510594262766794,11.571818189779576,11.619027084210042,11.749682659100463,11.860500273857925,11.958410781698777,12.014247368332736,12.06812239152466,12.201334959800938,12.300068056600276,12.391069098478496,12.71462485042116,12.740435402446993,13.07672071654534,13.478144150577437,13.765321602587566,13.821540788255593,14.055727138497897,14.300317744362582,14.324562523132949,14.760028808906341,14.946104209513765,14.949464632877667,15.01626625749689,15.197565914799286,15.20476448481728,15.308691994056014,15.319267603067498,15.320594212983044,15.320594212983044
3,20.155,16.88989,15.873239824957619,15.061128705644498,14.558100904678573,14.298859770478359,14.132056175433524,13.942681305104632,13.86419011251237,13.778387389362024,13.721905871916421,13.672843155132803,13.661008873371935,13.644869470329356,13.65211233349979,13.645834467590701,13.610034006498278,13.605530231095136,13.590392784157126,13.577566185452042,13.546455402816006,13.539355892498111,13.493116702127336,13.443121265306397,13.417989740047892,13.372356902165489,13.309976735534148,13.279393277397366,13.309276028463069,13.328135553072395,13.384937928463602,13.406257965230312,13.448458683774557,13.51643062084246,13.56671722104415,13.571162505710417,13.658474702827377,13.834966377134162,13.936737215000766,14.092640898529602,14.22021607576252,14.86299151041397,15.331670519265359,15.838009719619231,16.20910287357901,16.447829526377607,17.18826162049971,17.670207170946895,18.027688986236864,17.979345369737487,18.073934098180533,18.03159729839187,18.007248766163006,17.95948048294704,18.275726463474946,18.22843794728498,18.18150411167619,18.115394269048387,18.041430280042132,18.013320285583887,18.00438890912877,18.003079471153974,17.97129469062329,18.035790586120378,18.0104573111313,17.979417071610563,17.983835553535116,17.983835553535116
4,14.393,13.283735219680318,12.709866827229247,12.219930214670025,11.919725605213848,11.800286126740378,11.771319938129375,11.798979612791927,11.840472076045984,11.834441457916697,11.909407194003125,11.965675360313545,12.084979790345448,12.149278897544583,12.1819664969075,12.275031056083142,12.342896930356583,12.389883556342843,12.445735662467296,12.47554915634418,12.646010991892776,12.770686300382422,12.87460645974428,12.965933310535613,13.031195439800236,13.094735886840226,13.158071519500067,13.19237915461297,13.348143082358298,13.52530866863202,13.727141053253714,13.876026545717684,14.05153522113052,14.27148827468534,14.401136031285342,14.443822610365702,15.033360901682432,15.961618945880485,16.55393745845588,17.467138921152515,18.23457624600773,18.393622862691966,18.23265601574265,18.29323386410616,18.36882703058585,18.282184348596466,18.23398693287036,18.272346558701166,18.37798295872322,18.240512904571702,18.23884930417371,18.197980824673962,18.14643037870114,18.099964528299157,18.05042865590845,18.006043371801983,17.962054703777127,18.20055711665034,18.125722203085573,18.098750147821633,18.09004818912333,18.078874703223462,18.04771275687726,18.04018677212806,18.01491717500953,17.984091985442614,18.02777447394906,18.02777447394906
5,8.18,7.899930706493507,7.913286693493839,7.8492900328533,7.786346788851584,7.806013417549576,7.883906561675202,8.046940995071266,8.182039232710105,8.291144006921495,8.46766245124375,8.653849738291848,8.946986801047757,9.113822718957929,9.22623318194182,9.539366466036729,9.825794786318042,10.079894826139817,10.216154564941453,10.330485305050459,10.663086820740581,10.9189418367913,11.15182455719061,11.378954255039552,11.543982987566752,11.741505562241535,11.964904022625525,12.065708781591624,12.860155427935934,13.971975935708716,14.86545923150414,15.552012316786705,16.49471907190281,17.46657057278821,17.96655108927478,18.265054973218778,18.577183786905913,18.347959077773794,18.2613158774032,18.498101211708388,18.26652509618476,18.438900040845084,18.276849867757935,18.339519808341215,18.240731267272594,18.259057674545627,18.261455739884227,18.367503737890527,18.227208592528974,18.1925479714725,18.203334855873806,18.18745800640876,18.17187983425512,18.152674388208705,18.11995597323266,18.094708525222245,18.06217245112345,18.04161620155744,18.011021686555544,17.986966467207587,18.02802889102411,18.021185110387112,18.00601954303957,18.007737678051377,17.984531928215077,18.094996194326193,18.09507263335328,18.09507263335328
6,6.649,6.9090288707792205,7.090058389389893,7.182591116352545,7.209825391756459,7.2835900335125885,7.443136792168579,7.758454952043899,8.01399722910264,8.205645376384737,8.507953771406315,8.89083382162157,9.488601878187147,9.840467543263566,10.075524913476453,10.60112380144035,11.062231258326836,11.430054737644824,11.638302348019941,11.840309402667856,13.204173252246775,14.041797485743487,14.879662958795738,15.797817822824133,16.393050023541708,17.129026028773882,17.93492792903389,18.33799341365917,18.30172132747543,18.20951973002175,18.730548877519542,18.688266232073282,18.642919255737603,18.498900865053585,18.4331167610091,18.388037567576188,18.26695425819781,18.50707421199338,18.39051763001215,18.162639336932102,18.374817907397887,18.174220168168773,18.253859312780783,18.348778079080027,18.249271916289942,18.27276797966887,18.28424278671581,18.32605671220421,18.184286037099522,18.16439673882213,18.17383672692139,18.150069460616912,18.152927565130422,18.16113064436909,18.132593325010674,18.11753981474879,18.090363321623308,18.07155367445334,18.0647101675419,18.042794328038603,18.045594958417002,18.042512878978552,18.02466231728723,18.027130179737558,18.005870743380342,18.009573724381053,18.009715419211417,18.009715419211417
7,8.057,8.335669670779222,8.486696130412115,8.56287105784904,8.574893536763163,8.764493645864032,9.01995289959814,9.334807050458553,9.526790708269612,9.670612471468365,10.278085051066933,10.83672277932175,11.8335310592976,12.415822568302222,12.789323283129347,14.289378883790839,15.690459728622795,16.839815342308558,17.583983102416028,18.20572390954818,19.027380692887398,18.772193848113083,18.815998984934776,18.862585286472303,18.869544860817214,18.877528873570707,18.879599429809534,18.87609139336639,18.833845414410124,18.73326729566832,18.65135756355398,18.61017397913117,18.570515967885054,18.431521074291318,18.366612907526747,18.321026275676264,18.21398676773475,18.609740038578572,18.499802895249747,18.27547499300114,18.54968218600161,18.34721923259344,18.1869105279066,18.350979240264675,18.25129672744437,18.24060299489755,18.331457431609458,18.158699188762665,18.226836523268414,18.266738270615505,18.275033234119384,18.274246051156283,18.32011363658332,18.200009794583394,18.16560635408184,18.12924402755029,18.104546088268528,18.083362344498696,18.09819929432111,18.07541709251725,18.07860160013117,18.077564707409287,18.08632471990915,18.08835073903571,18.069961727466772,18.069627935515218,18.075866409467785,18.075866409467785
8,11.45,11.404445956493506,11.377408624316876,11.23424378598377,11.172734139305048,11.154043786335354,11.227032599719621,11.859187225221335,12.241892365836652,12.53395839373464,13.27619546818357,14.01474095212193,16.521457162079344,17.97223487992612,19.055156224142888,18.865994282810483,19.124934138855227,18.874562262866306,19.104881610991228,18.924716159233782,19.13742935767234,18.88015158826711,18.92212144350619,18.966691418330853,18.972297612961608,18.978534828928645,18.978686272015672,18.974187367150464,18.911742448587432,18.812163786196262,18.728833917252416,18.664447074806798,18.62675732855149,18.48641264230176,18.425405885153054,18.390416495436817,18.27462799716587,18.643521463266357,18.53053894284128,18.305534847545655,18.112194992941117,18.68242247238689,18.518091328822536,18.338361052865963,18.23877948554485,18.25404615056707,18.27211086563203,18.313475148606592,18.17517252987862,18.155696419832882,18.210236846430018,18.20999143095612,18.19110407182556,18.194719072344,18.181288748342602,18.166654727445483,18.180301079931123,18.190014006211314,18.18140890109813,18.173492035875768,18.176027978350252,18.168050627316376,18.174552876883368,18.16446832741528,18.1473096630812,18.146879145504624,18.146715923802756,18.146715923802756
9,7.569,8.656643670779221,8.801141635970557,9.11498031033997,9.297369365972768,9.479374239163034,10.011701082127798,11.614722236010376,12.604702183952805,13.405311040211515,15.783670703597803,18.257636828695546,20.0054864893043,19.476543354093085,19.259971542766674,19.066567736483385,18.751197618937542,19.097582302740083,18.922486318553517,19.089317317804458,18.794015696329094,18.900849870448283,18.907460908461708,18.91635607685049,18.92607853092049,18.891247213706464,18.84653403814938,18.81877106038474,18.734343636423198,18.606602366680537,18.511676326608132,18.42489895298124,18.391189717284274,18.28677375047915,18.73435199946526,18.687413333063148,18.56928427533809,18.366780545936653,18.25671891651953,18.589622354202255,18.39505072268553,18.243128106799514,18.431571853313947,18.253479369490005,18.328332544413396,18.244500812674378,18.313521075224575,18.145733091967305,18.198609127845046,18.245143107534368,18.324733601363683,18.189421362034157,18.212010585357458,18.24815744623687,18.243157576668008,18.230529520073663,18.236531200894966,18.230095279782706,18.22930168061309,18.236302760316686,18.2383868682572,18.228465286110183,18.235330024732782,18.228907989613333,18.2229701553144,18.230159351968197,18.23733151672653,18.23733151672653
