,0,1,2
0,39.194,39.209368000000005,39.209368000000005
1,32.11,32.093784,32.093784
2,67.822,67.75421,67.75421
3,44.978,44.979057,44.979057
4,23.348,23.390259999999998,23.390259999999998
5,13.058,13.07265,13.07265
6,13.32,13.328235000000001,13.328235000000001
7,21.196,21.269487,21.269487
8,29.699,29.850962,29.850962
9,36.484,36.512061,36.512061
10,72.837,72.764163,72.764163
11,72.037,71.964967,71.964967
12,53.308,53.254858999999996,53.254858999999996
13,43.492,43.448738,43.448738
14,45.786,45.773048,45.773048
15,39.357,39.334907,39.334907
16,42.423,42.404296,42.404296
17,23.768,23.753664,23.753664
18,47.228,47.230931,47.230931
19,39.161,39.215631,39.215631
20,16.856,16.932357,16.932357
21,18.639,18.652257000000002,18.652257000000002
22,55.966,55.910034,55.910034
23,55.662,55.66223,55.66223
24,34.159,34.154078999999996,34.154078999999996
25,63.597,63.533403,63.533403
26,61.927,61.865078000000004,61.865078000000004
27,60.888,60.827112,60.827112
28,80.658,80.696869,80.696869
29,34.772,34.915857,34.915857
30,31.013,31.197631,31.197631
31,29.747,29.797276999999998,29.797276999999998
32,50.71,50.659327,50.659327
33,65.49,65.42451,65.42451
34,65.311,65.245689,65.245689
35,65.748,65.68247199999999,65.68247199999999
36,48.296,48.247802,48.247802
37,55.573,55.517427000000005,55.517427000000005
38,63.08,63.016928,63.016928
39,54.388,54.333616,54.333616
40,50.102,50.207758999999996,50.207758999999996
41,31.512,31.602815999999997,31.602815999999997
42,31.105,31.111919,31.111919
43,21.317,21.321625,21.321625
44,24.899,24.91982,24.91982
45,27.855,27.891977999999998,27.891977999999998
46,29.316,29.306054,29.306054
47,47.204,47.156796,47.156796
