,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,27.5,24.5,24.5,22.1,24.5,24.5,24.5,24.5,27.5,27.5,50.9,50.9,50.9,50.9,50.9,50.9,50.9
1,20.3,18.9,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5
2,17.0,17.0,75.2,61.6,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
3,16.3,15.8,24.5,24.5,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3
4,17.0,17.8,17.8,17.0,31.3,31.3,36.3,75.2,75.2,61.6,61.6,61.6,61.6,50.9,50.9,61.6,61.6
5,15.4,20.3,20.3,18.9,20.3,20.3,20.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,24.5,24.5
6,15.4,92.8,92.8,92.8,92.8,75.2,75.2,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6
7,14.5,17.8,17.8,24.5,24.5,22.1,22.1,24.5,24.5,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3
8,17.0,17.0,17.0,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5
9,17.0,17.0,17.8,75.2,61.6,75.2,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
10,17.0,17.0,17.0,24.5,24.5,50.9,50.9,50.9,50.9,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6
11,22.1,22.1,20.3,20.3,18.9,22.1,22.1,22.1,22.1,31.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
12,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3
13,50.9,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5
14,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
15,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9,50.9
