,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,22.1,20.3,22.1,24.5,27.5,31.3,27.5,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
1,20.3,18.9,17.8,17.8,18.9,20.3,22.1,22.1,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
2,17.0,15.8,15.8,15.8,20.3,22.1,22.1,24.5,27.5,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3
3,20.3,17.8,17.0,20.3,20.3,22.1,22.1,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
4,15.8,15.4,15.4,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
5,15.8,15.4,17.8,17.8,17.8,24.5,24.5,27.5,27.5,27.5,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
6,14.8,14.6,42.7,31.3,31.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
7,14.5,17.0,17.8,17.8,36.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
8,14.5,18.9,17.8,27.5,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
9,14.5,75.2,61.6,42.7,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
10,15.8,17.0,22.1,36.3,31.3,27.5,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
11,17.8,20.3,24.5,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,36.3,31.3,36.3,36.3,31.3,31.3,31.3
12,24.5,24.5,24.5,31.3,31.3,31.3,27.5,42.7,42.7,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
13,42.7,36.3,31.3,27.5,61.6,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
14,75.2,50.9,36.3,31.3,36.3,36.3,36.3,31.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
15,92.8,50.9,42.7,31.3,31.3,31.3,31.3,27.5,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
16,75.2,50.9,36.3,31.3,27.5,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
17,75.2,50.9,42.7,31.3,31.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,36.3,36.3
18,42.7,31.3,31.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,31.3,36.3,31.3,36.3,36.3
19,50.9,36.3,31.3,50.9,36.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3,36.3,31.3,36.3,36.3
20,61.6,42.7,36.3,31.3,31.3,27.5,36.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,31.3,31.3,36.3,36.3,36.3
21,31.3,50.9,36.3,31.3,31.3,27.5,42.7,42.7,36.3,36.3,36.3,31.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3
22,75.2,50.9,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
23,36.3,75.2,50.9,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,31.3,36.3,31.3,36.3,36.3
24,42.7,50.9,42.7,31.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3,36.3,31.3,31.3,31.3,36.3,36.3,31.3,31.3
25,50.9,36.3,31.3,31.3,31.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,31.3,36.3,31.3,31.3
26,42.7,31.3,61.6,50.9,36.3,36.3,36.3,31.3,36.3,31.3,31.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,36.3
27,50.9,31.3,92.8,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3
28,50.9,36.3,31.3,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
