,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3
1,22.1,20.3,22.1,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5
2,17.0,17.0,17.8,50.9,50.9,50.9,50.9,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
3,18.9,17.8,17.8,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
4,17.8,115.5,92.8,92.8,61.6,61.6,61.6,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9
5,14.4,31.3,31.3,24.5,24.5,27.5,24.5,50.9,50.9,42.7,42.7,42.7,42.7,42.7,50.9,50.9
6,15.4,18.9,24.5,24.5,22.1,22.1,22.1,24.5,24.5,24.5,22.1,22.1,22.1,22.1,24.5,24.5
7,15.4,17.0,75.2,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
8,15.8,15.8,22.1,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,61.6,61.6,61.6,61.6
9,17.8,17.8,17.8,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5
10,31.3,27.5,24.5,27.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5
11,22.1,22.1,20.3,20.3,31.3,31.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9
12,22.1,22.1,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,31.3,31.3,31.3,27.5,31.3,31.3
13,50.9,50.9,42.7,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5
14,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6
15,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3
16,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3
17,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3
18,75.2,61.6,61.6,50.9,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
19,115.5,92.8,75.2,61.6,61.6,50.9,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9
