,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1487.443,1462.6138434474422,1446.735234986905,1436.6660835728255,1418.3874324217115,1410.0736026623672,1397.4965483445426,1387.2041972484428,1378.9804935649681,1372.1645366497023,1363.9912345357993,1361.3277364819626,1356.6293190381589,1352.4651740653671,1353.0623001935191,1353.0623001935191
1,1232.902,1227.8131341203346,1258.7748658420744,1364.898659338811,1347.4602206590841,1339.4741079214425,1327.4716199585132,1317.8215290054516,1309.9747507909956,1303.456356868191,1295.665157461187,1293.076304220422,1287.9745540092335,1282.3710943709857,1279.2271574440615,1279.2271574440615
2,1127.624,1123.0118479627934,1155.1746668191015,1412.3840028396216,1395.6367210719015,1391.971209221515,1396.7011062022182,1441.8367495205564,1442.1066604809644,1442.3434581094705,1443.4692914920358,1443.1808631953434,1442.8659165564004,1444.9026993324642,1446.1221607178657,1446.1221607178657
3,1188.371,1175.7792076912247,1166.6217682960914,1246.4888704636037,1230.9870273400913,1225.4841963115664,1223.6510393995538,1255.6303754329067,1251.7936302501103,1248.5815027812637,1245.5439824293173,1243.9480108494413,1240.9557509381061,1239.1058756356206,1237.997377500465,1237.997377500465
4,1159.671,1514.8725802957101,1496.9532950455105,1474.778190492528,1456.4370199435523,1456.063722157685,1444.2534007187842,1465.075570547665,1456.307939300577,1449.0409930377577,1440.380878636823,1437.5092274234278,1431.8283828851484,1424.687132760612,1420.4171109425959,1420.4171109425959
5,921.0,1323.3784921936206,1311.6090067799407,1292.4983630932031,1276.8552859478966,1299.2998094276033,1291.6873318283253,1404.107053649128,1395.7112827955798,1388.7488751287121,1380.515768669315,1379.5248948167452,1378.6030032278024,1390.8657132539308,1398.2342494795955,1398.2342494795955
6,1051.212,1196.8852570530844,1287.7376744755795,1268.7399879636039,1252.6984699213115,1255.989138826939,1246.0849633402254,1277.070495515631,1269.4290797522488,1263.0965371101881,1255.5659782597588,1254.0741725792175,1252.102591725889,1260.9174613893802,1266.166532290135,1266.166532290135
7,1054.616,1120.1309889495749,1465.8521289174475,1477.2583206204606,1458.2059833414887,1449.4785913889345,1436.4853437219745,1425.033602219117,1416.5087276749425,1409.4410585172875,1401.005663269833,1398.2052368569568,1392.6231879639186,1385.6739843367086,1381.520255383667,1381.520255383667
8,1071.82,1069.3066570933709,1250.0790935303721,1447.373278181332,1428.7488112388849,1420.202329515455,1407.525319146862,1397.8337200966603,1399.6286047230042,1398.4033746112977,1400.5933689870153,1404.2177911314102,1425.9717777808294,1434.5628495576389,1438.094730850665,1438.094730850665
9,1171.834,1153.5946825005146,1150.9053815293105,1285.444509268086,1270.0389159928568,1262.4531610205054,1251.264494864272,1241.9197745108695,1241.9598103355988,1238.6223628571097,1238.7952439726894,1241.936643998988,1264.955636146642,1278.8136292498612,1285.07657228137,1285.07657228137
10,1330.52,1308.310113394241,1292.949184285822,1300.7015799685114,1365.3693013024115,1357.2296184543227,1347.6523588070784,1336.9178630559888,1329.5817797961734,1323.3177065780383,1317.1405931477295,1314.554139835027,1309.694774401082,1305.018931571097,1302.240937008247,1302.240937008247
11,1254.928,1234.251348695947,1219.8347118977813,1219.0262058611777,1323.1058812920323,1320.7933421005353,1350.4084132048933,1345.4448404755735,1354.404614389565,1364.1046817730173,1422.819489326397,1419.9761567252337,1414.3319894080457,1407.327033389957,1407.4395002618537,1407.4395002618537
12,1260.543,1239.448003502752,1224.7726488795317,1210.8747638972231,1231.299743993999,1227.7338586490935,1243.920243419097,1238.3882325672823,1244.069876211038,1252.3647405033767,1320.2167640009825,1317.6234018027444,1312.6231987534866,1306.7655946889126,1320.2854336660353,1320.2854336660353
13,1421.303,1397.3331830958837,1380.6571021660916,1360.0915883108037,1342.5164456928774,1334.4933561549365,1323.3801389434695,1312.834080431164,1305.1532851532793,1299.4176414918577,1293.6284774465194,1291.0651927751037,1286.0101608738048,1279.9608857243331,1282.0039960849317,1282.0039960849317
14,1612.864,1585.6635685851356,1566.7399114953046,1543.402609780825,1523.4583209456398,1514.3404044184965,1500.7685805979831,1488.8044253397766,1479.892454158314,1472.5081852013568,1463.6965169742584,1461.073883912827,1456.496687895558,1450.704729961655,1446.5012439652296,1446.5012439652296
15,1464.553,1439.8537857885517,1422.6702546527065,1401.478935832368,1383.369090403093,1375.089664585611,1362.7872692426045,1351.9235073186221,1343.83185927784,1337.128140832481,1329.1383178602123,1327.1879369028097,1324.8271932231235,1351.811699248965,1348.5899144406164,1348.5899144406164
16,1429.432,1405.3251069961382,1388.5536606264661,1367.870538846186,1350.1948873324986,1342.1139678882407,1330.1020599284288,1319.4988503770728,1311.6017338304127,1305.0593380441658,1297.2555642228353,1295.4352497069538,1293.3354370531847,1329.1844251578914,1326.0997996712679,1326.0997996712679
17,1447.49,1423.0785646475647,1406.0952446172937,1385.1508329859412,1367.2515316798463,1359.0685159082525,1346.8860971965742,1336.1488212835386,1328.1513134368479,1321.5246434695634,1313.6171115137959,1311.4412297758795,1307.8001390465095,1317.8961062149122,1314.8454070524797,1314.8454070524797
18,1466.845,1442.107131947432,1424.8967088839042,1403.672226017788,1385.533573064751,1377.2411269400618,1364.8955026400304,1354.014535158694,1345.9094004572328,1339.1933190566253,1331.1786691547834,1328.613001292143,1323.5791383768224,1317.719388909231,1314.044895039281,1314.044895039281
19,1511.55,1486.0585675570624,1468.324167387472,1446.4533937492913,1427.879774506043,1419.3793597012848,1449.5090587030818,1437.9534914159776,1429.3458788220444,1422.2134335904186,1413.701463752456,1410.875486520415,1405.241546530265,1398.229377167688,1394.0375064809393,1394.0375064809393
20,1359.076,1336.1562791129556,1320.2104757972727,1300.5469207807205,1284.4646596410769,1276.8648653461112,1419.2726415941195,1407.9611660406981,1399.572739355993,1392.6125449753217,1384.3106426871718,1381.5961173434403,1395.6797897520596,1389.5213899259084,1385.7765479829106,1385.7765479829106
21,1338.13,1315.5629026574409,1299.8626862034514,1280.500671616251,1264.3659492181196,1256.8272781991366,1296.865616287552,1286.5279833721243,1278.8537194186827,1272.4792475207023,1264.876511062453,1262.3775081668389,1269.1101307802646,1263.298310396582,1259.813302354013,1259.813302354013
22,1390.032,1366.6111114879375,1351.0544850708127,1331.2581965287593,1448.1230131527516,1439.455973963305,1426.5525788436703,1415.180021897963,1406.708803488927,1399.6893124994615,1391.312143991353,1388.530917012514,1382.985230809343,1376.0841655947559,1371.9587222283028,1371.9587222283028
23,1270.417,1249.028693029478,1235.575060096541,1218.0928610846036,1440.566790131696,1434.06931005156,1421.2161466452326,1410.3104686285235,1404.6580086013703,1397.6487610789113,1389.283841221955,1386.5066788153524,1380.9691413316998,1374.078121453727,1369.9586712216087,1369.9586712216087
24,1271.952,1250.526607603378,1236.3227071122644,1219.039278291533,1306.3993505904793,1350.2492916746528,1340.4409229462465,1335.2611758846408,1377.252065371969,1370.3795638001272,1362.1778326787999,1359.454843189275,1354.025290935233,1347.2686961899924,1343.2295996288146,1343.2295996288146
25,1297.97,1276.0850451380643,1260.9366294909692,1242.65128892839,1234.1735294767107,1291.5543128970487,1282.837966604117,1279.5531768890423,1412.1143798952714,1405.2132340965838,1396.815675094629,1395.2810594361147,1418.608710547558,1411.5382171297117,1407.3068482727567,1407.3068482727567
26,1342.757,1320.1135899911833,1304.3601148469675,1284.9325538789208,1268.623420917716,1273.3595801733695,1263.0929828193587,1258.9161677487775,1304.5284712530274,1299.0524718530362,1291.3075718724494,1290.6559926812765,1327.0820840181634,1320.5056196862404,1316.549783810421,1316.549783810421
27,1435.205,1411.0007303475245,1394.1615379087254,1373.3948693569264,1355.6474948889456,1347.5839223813869,1335.647178672787,1330.206520126036,1323.647292102285,1318.1262637460625,1310.2751787864263,1308.3334757660323,1308.520093702674,1302.00874895286,1298.1066968094992,1298.1066968094992
28,1403.127,1379.4645924396534,1363.002188824914,1342.7006211172688,1325.352677695311,1318.5699342805633,1307.7630684172127,1323.7002599873515,1339.3344751362022,1352.0479154403213,1375.831337988329,1409.2535218606906,1403.819932951993,1430.6740812554808,1426.3866981738768,1426.3866981738768
29,1334.126,1311.6267998495637,1295.973700921115,1276.6700018156816,1260.173554540885,1253.0332069191152,1242.954751103337,1241.8674364071987,1248.9523266853923,1248.9752242110958,1257.9081405077286,1293.5387939878538,1288.5285803981853,1325.4471514799777,1321.4855188758409,1321.4855188758409
30,1441.659,1417.347690238631,1400.4335871826627,1379.5755938706513,1361.7972740893226,1353.64735701993,1342.644523529536,1331.965392393704,1323.9938125496117,1317.3996849369369,1309.5425585712999,1311.1737054727157,1305.9468015436155,1303.3030104083934,1299.4104761311892,1299.4104761311892
31,1370.106,1347.0511761804917,1331.2725367058456,1311.5691652344583,1331.8456113979591,1324.9596028451815,1385.6946451480505,1394.1270263605195,1386.9067296304745,1446.7815165989484,1438.124218008902,1435.3102372671024,1429.6112878693793,1422.4860162309765,1429.9358183343159,1429.9358183343159
32,1281.051,1259.4859849373101,1244.6762989608967,1226.2274261362206,1232.5744465713462,1225.9639833401488,1254.956188292471,1263.2778572342615,1257.3462489971998,1331.9835937134696,1324.0795932172841,1321.6951248614428,1316.5988631281095,1310.46142097779,1341.6893162296988,1341.6893162296988
33,1403.946,1380.268903305441,1363.7964712363762,1343.4821488137702,1326.1213408989079,1318.1845380212849,1306.4145028259284,1296.0222861480695,1288.512031234344,1288.7811373275047,1281.1047019926682,1278.6153398923848,1273.580529045746,1267.4611474086728,1277.3131176047416,1277.3131176047416
34,1542.857,1516.8372140717113,1498.7349458044268,1476.4106089035495,1457.3320098155996,1448.6098486120643,1435.624388428221,1424.1795105091185,1415.6543491851535,1408.5902996734126,1400.1598585791817,1397.3609390218817,1391.779873843382,1384.8348783620622,1380.6831883667326,1380.6831883667326
35,1591.623,1564.7807912025935,1546.1063537619364,1523.0763982500616,1503.3947705190665,1494.3969227721564,1481.0010234151912,1469.194400424055,1460.399779249226,1453.112369754075,1444.4154631806375,1441.5280766697392,1435.7706077668497,1428.6060980835641,1424.3231370015096,1424.3231370015096
36,1618.448,1591.1533962252718,1572.1642223273345,1548.7461230423387,1528.732783804357,1519.5832875415538,1505.9616154983112,1493.9560052710412,1485.0131607336352,1477.6036986804058,1468.7602110138846,1465.824161351068,1459.9696577828051,1452.6843995880809,1448.329254756116,1448.329254756116
