,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,50.164,47.300906702009684,46.556353188960884,45.981875474897265,45.30180104274941,44.94172974562954,51.58013641991751,50.873986854135744,49.97621331309419,49.96681034269229,49.717317063836056,49.90993216845478,51.85597469603186,54.36325714268006,54.24899233275183,56.825035481347435,63.750773977043885,63.499999,63.160148852640646,62.67480070820307,62.16974076645801,62.01369891927505,64.66049962254118,64.3092530260843,64.03564401110798,63.88317105497663,63.67671226174271,63.638506280894,63.41472132517254,64.3066169617734,64.18288330359125,64.12555037350643,64.11363090297323,64.03769996504515,64.01175154770615,63.9666013468092,63.93838612667019,63.929411241124534,63.903462394466416,63.85734827833309,63.82547925778516,63.80111626116321,63.797666349537096,63.7755932805998,63.753465815774064,63.739687296397896,63.727420161923526,63.69600042336705,63.64734849312638,63.62769125727789,63.62014259894624,63.61671078468634,63.61671078468634
1,55.323,55.63590637136509,55.717278340004306,56.06473207867442,55.29827642824823,55.54255911563386,67.84174514697122,66.7347276040742,65.500836654479,64.61519256285675,64.07450009568277,63.47729641837167,64.73473198621495,65.95343168471638,65.28340671673854,65.10016312772174,70.50434346647293,70.22559447065284,69.79417407730949,69.1780522688928,68.53643056814232,68.33819699802022,67.52005592568233,67.099999,66.77478476340026,66.59355398036247,66.34815512595452,66.30624904953959,66.04024187714408,66.02497368670056,65.88028753411793,65.86668234117154,65.8638538323864,65.8458353034261,65.82510091480457,65.81440566371387,65.80772199768423,65.80559601258308,65.79944920869274,65.78852562383433,65.78097643977749,65.77520529455515,65.7743880740257,65.76915937049976,65.76391778158963,65.76065390409941,65.75774804585825,65.75030528843104,65.73878054214786,65.73412410498985,65.7323359668498,65.73152303325313,65.73152303325313
2,57.972,57.95909947416297,57.95574466492958,60.886115521400626,59.27200785703039,61.24009184523127,62.01955681330197,61.018949910652225,62.58226208904133,61.691549003608,61.17241085656744,60.66701753960364,61.12026045480616,62.56659926056458,61.92987513006067,61.37903639236503,62.562491828283825,62.374760346102526,62.52175983975841,62.98658472563846,63.211283357677395,66.27820899300377,65.38407899722772,65.40220796518943,65.51088062670155,65.57144018813577,65.65344196923664,65.652120141351,65.74107075584064,65.71129822373862,65.7597576848523,65.74680261549933,65.74410926689181,65.72695175260743,65.70600113483317,65.6958185259668,65.68945521982316,65.68743113693279,65.68157896018045,65.67117896198606,65.66399162361886,65.65849709955285,65.65771904984288,65.65274096728722,65.64775061696653,65.64464318287368,65.64187660753664,65.63479059458327,65.62381824969015,65.61938500376736,65.61768257423815,65.61690860598073,65.61690860598073
3,37.438,37.438,37.438,44.78682925701102,45.62682730449916,50.26836545871436,50.33733304478036,50.407534639571566,71.16791066759087,70.09343935443161,69.49345342567025,68.75316192354163,68.36861207686721,67.46590055933763,66.76414106436467,66.12001780208521,65.67653675451392,65.42489565138442,65.13403521467818,64.97354183491659,64.71725583671979,66.02619816343469,65.13221806004258,65.11590831474176,65.17010294006971,65.19272730582864,65.22336224182509,65.21551289451824,65.2487737938893,65.23694760827821,65.25506937743424,65.20934708078538,65.19984145170258,65.13928747576526,65.11415602782796,65.07815507855598,65.05565739994675,65.0485011881729,65.02781062437369,64.99104108796728,64.96563001627099,64.94620394533275,64.94345312493822,64.92585294998214,64.90820940193844,64.89722296628034,64.88744164798827,64.86238881563229,64.82359572860759,64.80792184152513,64.80190284581148,64.7991664555269,64.7991664555269
4,48.707,48.707,49.046288825434296,56.826407409996946,58.06141578196042,62.83405328407208,61.61465504348893,60.759470739080044,73.05976415682746,71.95655178060879,71.3405168115407,70.5804232314185,70.06680005200437,68.94429449115738,68.22671815537569,67.56864485757964,66.94605411366508,66.68277882593067,66.27484175019359,65.69225703073802,65.32961984958584,65.33808391817652,65.94644209184737,65.5365895679845,65.55549756133601,65.54120287818176,65.52184690117069,65.51636140346565,65.49538881277229,65.44174626271432,65.43045555813987,65.40296758715168,65.39725285986098,65.36084817208756,65.34314277889293,65.32150260127352,65.30797924227959,65.30367764198849,65.29124054005882,65.2691383645632,65.25386376441719,65.24218674939253,65.24053323071759,65.22995376212346,65.2193482219579,65.21274427334397,65.20686472101346,65.19180545860468,65.16848692643828,65.15906534986017,65.15544733036435,65.15380248563132,65.15380248563132
5,58.067,58.39637512775269,61.21644460101262,59.18911833501921,61.8269324077439,60.4447605633508,59.73850009137748,71.76369191173958,70.24569607848099,69.18463247027755,68.59213341828242,67.8610795848754,67.36707963005793,66.2874599427742,65.59729896160789,64.9680076760751,64.3721854672736,64.1200825282955,63.77934496345466,63.429025564221774,65.05060188184724,64.90095784498726,65.49683445059819,65.63602620151524,65.64109816717495,65.62023098313968,65.59197539117488,65.58715026271663,65.5565217981256,65.49062120889432,65.47410453799039,65.46192964543071,65.45939849495758,65.44327423600447,65.43359661672574,65.42401419961408,65.4180259647248,65.41612118700247,65.4106139540931,65.40082696119504,65.39406326487114,65.3888926035876,65.38816041432726,65.38347575403141,65.37877954906729,65.37585527592519,65.37617271280973,65.3769857620138,65.3782447289873,65.37406020711494,65.37245329116097,65.37172274583185,65.37172274583185
6,43.911,45.52987875290454,51.328115516185925,50.631254568392265,54.74456163754329,54.39390270778579,54.93602123920448,73.38994665507691,71.83759880497544,70.75252348729181,70.1467447927854,69.399999,68.8955046580449,67.79294985336026,67.15062823685051,66.50720570370119,65.899999,65.64591719814752,65.52080279088477,65.73950665415046,66.02848847300291,65.83960210430011,65.8338491465893,66.0002631600861,65.68054772258776,65.6205710562355,65.53935855487488,65.52549012302715,65.43745748773947,65.35150995917834,65.30380738424309,65.2686445037792,65.261334168917,65.21476493741382,65.20342214385829,65.17572511076207,65.15841670746637,65.1529111350203,65.13699302058403,65.10870468132144,65.08915488310738,65.07590326033299,65.07378677000696,65.0602451370799,65.0466701327555,65.04149664079087,65.04200406668495,65.09604900446918,65.09798686454499,65.0858606927055,65.08300735496682,65.08089015423133,65.08089015423133
7,40.176,56.45577740808681,61.867199318713745,59.82399966949963,63.50785715832173,62.08931935416239,60.90834775589713,61.63043661083686,60.35327464754074,59.823061307339174,62.81143892257611,62.17535818508536,61.76452213362611,60.93433283629919,62.68283477446493,62.10899725009255,61.57103933488162,61.34251006479928,62.14784566671315,65.8778549758726,65.32423986287684,65.14011663402502,64.93028151904805,64.9125195177108,64.82423004727144,64.75632240451482,64.6643708195871,64.64559067158781,64.54592963221236,64.45519817828077,64.40117986096122,64.36136147301582,64.35308326185353,64.30034834077055,64.28377676016886,64.25241753357213,64.23282055583475,64.22658701835509,64.2085641580774,64.17653544085344,64.15440070353391,64.14348898709609,64.14109223819739,64.12575746751337,64.11038490650316,64.1335480777753,64.1417329332269,64.66012287335053,64.69188069431823,64.67784926153372,64.6857857271496,64.68333474857687,64.68333474857687
8,52.913,75.60859317779969,72.4809230032038,70.06769577271321,68.18752048674666,66.6544636582334,65.357979506242,64.29220149214495,62.94431965942672,62.20850506822141,62.35513543920739,61.73470072556211,61.34209182544628,60.625556846329324,67.24508788051236,66.5977278531093,65.98882693085834,65.72865259796565,65.56438058814291,66.90435361711877,66.28448308773362,66.09365336617041,65.20057914895501,65.2585685268385,65.2620143606551,65.2279919398163,65.18192325899908,65.17251732271497,65.12258611401512,65.05822809596307,65.03120641343516,65.01128798777466,65.00714696293296,64.98076727607213,64.96172339339005,64.94605049867009,64.93625620836895,64.9331407751375,64.92413320631836,64.90812570972025,64.90241219217877,64.90912657542185,64.90792696276431,64.90025165517453,64.89628026199095,65.11446181992507,65.12090090867042,65.8303221997441,65.85487969450693,65.84747253188843,65.89402906393735,65.89331096103096,65.89331096103096
9,66.784,57.62105842519303,56.58329219906702,56.91406485480596,69.75634779859757,68.18708473630231,66.85934436709486,65.7657100554353,64.37767232827525,63.47608741955565,62.98156941818161,62.331060096392996,61.899119737956134,61.08139513808879,68.94588403894335,68.28016529412265,67.65034133687675,67.38272958547958,66.96807329078034,66.37686623709148,65.7602185749503,65.58516349141317,65.56819924586414,65.60791134655764,65.62698010327398,65.63016777612751,65.63448410282086,65.62829606590914,65.63300307784193,65.63373369597129,65.63629290117062,65.63817936173649,65.63857155538669,65.64106995761243,65.62611818157298,65.62762434610559,65.62911499262175,65.62941424326301,65.63027945864245,65.6318170469219,65.64650605299741,65.64987044272358,65.64998385567931,65.65070948933648,65.6874937947083,65.98568566468235,65.96227798504397,65.90556408411857,65.8127237372548,65.81810160723423,65.87815558789312,65.88405367233435,65.88405367233435
