,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.46,0.0,0.0,0.0,32917467.0,999354.0,498682255.1,0.0,498682255.1
1,1.42,0.02,0.02,38111.33,32917467.0,975642.34,489586980.98,0.0152,489625092.31
2,1.4,0.04,0.03,70925.24,32917467.0,957270.07,484631700.49,0.0123,484702625.73
3,1.36,0.07,0.04,105174.38,32917467.0,933623.31,479773939.14,0.0183,479879113.52
4,1.32,0.1,0.05,132852.71,32917467.0,902398.33,475280806.21,0.0222,475413658.91999996
5,1.3,0.11,0.05,147677.48,32917467.0,890737.28,474007445.96,0.0092,474155123.44
6,1.27,0.13,0.05,159884.97,32917467.0,873964.73,472382946.79,0.0128,472542831.76000005
7,1.25,0.14,0.06,177465.39,32917467.0,857508.04,471131213.23,0.013,471308678.62
8,1.23,0.15,0.06,190150.34,32917467.0,845580.65,470380541.28,0.0096,470570691.61999995
9,1.21,0.17,0.06,210024.67,32917467.0,827998.25,469517972.98,0.0129,469727997.65000004
10,1.2,0.18,0.06,214971.94,32917467.0,823042.67,469270882.32,0.0047,469485854.26
11,1.19,0.18,0.06,222707.62,32917467.0,816480.51,469013558.25,0.0053,469236265.87
12,1.18,0.19,0.06,227947.47,32917467.0,807543.99,468668927.65,0.0078,468896875.12
13,1.17,0.2,0.06,231187.78,32917467.0,803517.31,468533330.02,0.0046,468764517.79999995
14,1.17,0.2,0.06,234588.8,32917467.0,800308.06,468440278.39,0.0038,468674867.19
15,1.16,0.2,0.06,238400.1,32917467.0,795518.2,468334145.64,0.0053,468572545.74
16,1.16,0.21,0.06,240467.88,32917467.0,792340.9,468256154.06,0.004,468496621.94
17,1.15,0.21,0.06,242924.87,32917467.0,789966.25,468208027.74,0.0031,468450952.61
18,1.15,0.21,0.06,244643.44,32917467.0,788387.11,468165781.09,0.0024,468410424.53
19,1.14,0.22,0.06,244986.98,32917467.0,781319.95,468064977.32,0.0131,468309964.3
20,1.13,0.22,0.06,245384.91,32917467.0,778199.36,468012353.86,0.0038,468257738.77000004
21,1.13,0.22,0.06,246138.16,32917467.0,776643.74,467993899.93,0.0024,468240038.09000003
22,1.13,0.22,0.06,246811.45,32917467.0,775091.23,467971722.28,0.0024,468218533.72999996
23,1.13,0.23,0.06,247645.57,32917467.0,773541.83,467948115.7,0.0024,468195761.27
24,1.13,0.23,0.06,247997.99,32917467.0,771995.52,467930483.49,0.0041,468178481.48
25,1.13,0.23,0.06,247997.99,32917467.0,771995.52,467930483.49,0.0008,468178481.48
