,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.46,0.0,0.0,0.0,32917467.0,999354.0,498682255.1,0.0,498682255.1
1,1.43,0.02,0.02,34621.88,32917467.0,979555.66,490819127.31,0.0134,490853749.19
2,1.41,0.03,0.02,59356.01,32917467.0,964964.74,486426151.05,0.0102,486485507.06
3,1.39,0.05,0.03,76036.02,32917467.0,950590.2,482895396.98,0.0093,482971433.0
4,1.35,0.07,0.04,105375.79,32917467.0,927107.52,478370659.78,0.0154,478476035.57
5,1.33,0.09,0.05,121372.29,32917467.0,912382.7,476220900.76,0.0093,476342273.05
6,1.3,0.11,0.05,135543.98,32917467.0,889844.76,473712280.0,0.0161,473847823.98
7,1.28,0.12,0.05,147334.11,32917467.0,879225.16,472637061.88,0.0081,472784395.99
8,1.26,0.13,0.05,162244.22,32917467.0,865261.71,471562218.77,0.01,471724462.99
9,1.25,0.14,0.06,168588.68,32917467.0,857505.43,470982141.28,0.0063,471150729.96
10,1.24,0.15,0.06,174560.2,32917467.0,850669.35,470488338.7,0.0058,470662898.9
11,1.23,0.16,0.06,180218.49,32917467.0,842200.83,470026702.87,0.0086,470206921.36
12,1.22,0.16,0.06,184312.56,32917467.0,837998.24,469791122.94,0.005,469975435.5
13,1.21,0.17,0.06,188972.64,32917467.0,832982.8,469575063.67,0.0045,469764036.31
14,1.2,0.17,0.06,198498.83,32917467.0,826342.22,469265197.69,0.0058,469463696.52
15,1.2,0.18,0.06,202827.36,32917467.0,821396.54,469069222.95,0.0044,469272050.31
16,1.19,0.18,0.06,208912.02,32917467.0,816480.47,468870328.16,0.0045,469079240.18
17,1.18,0.19,0.06,212471.04,32917467.0,809970.63,468657309.75,0.0051,468869780.79
18,1.18,0.19,0.06,214377.4,32917467.0,805928.87,468535073.47,0.004,468749450.87
19,1.17,0.2,0.06,216615.36,32917467.0,801907.28,468428928.22,0.0046,468645543.58000004
20,1.16,0.2,0.06,220296.38,32917467.0,797905.75,468336026.36,0.004,468556322.74
21,1.15,0.21,0.06,220956.6,32917467.0,789962.51,468182298.52,0.007,468403255.12
22,1.15,0.21,0.06,221694.6,32917467.0,786807.4,468118170.52,0.0034,468339865.12
23,1.15,0.21,0.06,222145.94,32917467.0,786020.6,468102171.77,0.0015,468324317.71
24,1.15,0.21,0.06,222502.79,32917467.0,785234.59,468085577.76,0.0014,468308080.55
25,1.14,0.22,0.06,223565.87,32917467.0,782098.37,468029766.31,0.0033,468253332.18
26,1.14,0.22,0.06,224638.95,32917467.0,780534.95,468004007.86,0.002,468228646.81
27,1.13,0.22,0.06,225234.9,32917467.0,778195.69,467978825.2,0.0027,468204060.09999996
28,1.13,0.22,0.06,225570.56,32917467.0,777417.5,467969748.83,0.0014,468195319.39
29,1.13,0.22,0.06,226022.22,32917467.0,775863.44,467955773.41,0.0021,468181795.63000005
30,1.13,0.22,0.06,226288.25,32917467.0,775087.58,467948046.05,0.0015,468174334.3
31,1.13,0.23,0.06,226698.76,32917467.0,774312.5,467940234.9,0.0014,468166933.65999997
32,1.13,0.23,0.06,227376.25,32917467.0,773538.19,467931404.92,0.0015,468158781.17
33,1.13,0.23,0.06,227884.9,32917467.0,772764.65,467923913.08,0.0015,468151797.97999996
34,1.13,0.23,0.06,227884.9,32917467.0,772764.65,467923913.08,0.001,468151797.97999996
