,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,battery_capacity_max,battery_capacity_min,battery_power,no_iterations,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,20,10,3,0,6,0,minizinc_fw,0,5000,0,5000,5,4.75,2.34,0.0,48.16,15460.0,7614.93,156270.0,0.51,0.1,0.012483333333333332,15.226666666666668
1,20,10,3,0,6,0,minizinc_fw,0,,,,5,4.75,2.41,0.0,446.29,15460.0,7842.0,156270.0,0.49,0.1,0.008033333333333333,11.601666666666667
