,init_PAR,PAR,init_inconvenient,inconvenient,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,2.68,1.51,0.0,5702.16,25561.0,14397.22,457800.0,0.44,0.08,0.008610526315789471,37.00333333333332
