,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time
0,1.17,0.0,0.0,0.0,162672373.0,3971937.0,3016898681.7,0.0
1,1.15,0.01,0.04,225438.65,162672373.0,3912773.2,2904587312.67,0.0244
2,1.14,0.03,0.06,390375.16,162672373.0,3866077.3,2840988632.7,0.0229
3,1.13,0.04,0.08,540931.79,162672373.0,3827590.04,2789993768.08,0.021
4,1.12,0.04,0.09,639256.34,162672373.0,3797076.28,2758079672.21,0.0201
5,1.11,0.05,0.09,705834.26,162672373.0,3774350.7,2737642972.09,0.0181
6,1.11,0.06,0.1,773124.31,162672373.0,3748009.37,2717789739.67,0.019
7,1.09,0.07,0.11,825153.84,162672373.0,3706983.08,2694705775.5,0.0219
8,1.09,0.07,0.11,864921.82,162672373.0,3692177.38,2689344073.98,0.0162
9,1.09,0.07,0.11,879301.05,162672373.0,3681111.92,2685181535.5,0.0161
10,1.08,0.08,0.11,892305.2,162672373.0,3673753.38,2683275929.97,0.0148
11,1.08,0.08,0.11,940019.77,162672373.0,3655421.31,2677502772.04,0.0177
12,1.08,0.08,0.11,952331.25,162672373.0,3651765.89,2676560214.09,0.0019
13,1.08,0.08,0.11,958724.14,162672373.0,3648114.13,2676420911.3,0.0167
14,1.08,0.08,0.11,958724.14,162672373.0,3648114.13,2676420911.3,0.013
