,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,0,10,0,0,minizinc_fw,0,1.19,1.06,4007989.0,3554916.17,161681520.0,0.11,0.1,0.006107692307692309,3206.247680769231
1,5000,1,0,10,0,0,ogsa_fw,0,1.19,1.06,4007989.0,3564114.21,161681520.0,0.11,0.1,0.006124000000000001,7.950548
