,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,37.015,28.271045821839106,24.369389389876464,23.27580762761072,22.62699101014258,22.166234829601486,21.81144909034193,21.605803938806975,21.491601183372143,21.378447558224046,21.35344317155516,21.32848876865522,21.31603027988657,21.31603027988657
1,18.11,20.010448773829644,20.43569659129602,20.554887828590747,20.625603396536196,20.675821954621966,20.714490623665288,20.736904219887236,20.749351362105976,20.761684157925323,20.764409426293632,20.76712924685047,20.768487117603616,20.768487117603616
2,24.63,25.82294795622617,25.66750389446391,25.62393501699865,25.598085818814038,25.579729048187424,25.56559419615021,25.55740118423495,25.55285128588311,25.548343185438373,25.547346997410685,25.546352800762865,25.5458564479621,25.5458564479621
3,15.07,15.119607736793565,15.109631349586747,15.106835102584245,15.10517610315287,15.10399796711112,15.103090793460126,15.102564966623577,15.10227295451842,15.101983624999532,15.101919689733156,15.101855882273382,15.101824026391109,15.101824026391109
4,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97
5,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08
6,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664,11.664
7,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15
8,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288,15.288
9,22.273,22.273,22.28305527348317,22.282345809166916,22.281924887518656,22.281625970620205,22.28139580235057,22.281262389466537,22.281188300100208,22.281114891360176,22.281098669692348,22.28108248045163,22.28107439797118,22.28107439797118
10,6.247,10.09278073809155,12.623536063105206,12.173630368781772,11.906703559243722,12.253026057397053,12.092766222782684,11.999874501590565,12.091761120827767,12.039362387946106,12.027783455532601,12.01622766940499,12.026458441735585,12.026458441735585
11,13.114,17.779017077139535,20.84245326221636,20.29716110099075,19.973641975319445,20.405305455547044,20.210750287910084,20.097979895802133,20.212435667367775,20.148797645774973,20.13473508528107,20.12070063584559,20.133441935209746,20.133441935209746
12,43.648,33.33715002111672,26.632866808879875,27.83339406013308,28.54566090401554,27.608015907348204,28.084043295989012,28.3313612132127,28.082243998820637,28.248687428986702,28.28546765481616,28.346162356974183,28.318366194617205,28.318366194617205
13,13.281,17.549627637427168,17.20400221922583,16.927209142262715,17.49261361879539,17.550836544776654,17.466255246666094,17.428352522386458,17.57364268201622,17.57729467169572,17.578101678647002,17.614889072391385,17.614705183318993,17.614705183318993
14,8.023,16.3476506885962,16.694627872199533,16.082788666689503,17.06824155303499,17.071415251416088,17.206207563106357,17.153082567510545,17.48674623889796,17.56058488719373,17.56970515500423,17.614789191399378,17.607737402207977,17.607737402207977
15,17.226,31.812564435852405,25.41488372378222,26.073254084353835,27.894196060312627,28.534231389815123,27.775675962753706,28.043085216737595,28.616286016526125,28.360689110086938,28.304207986555873,28.247839768790747,28.257257929021957,28.257257929021957
16,29.298,22.46394368839136,28.201494062461474,32.502932665093105,31.039047864275577,29.99947219463737,29.200005037347577,28.73600449005121,28.480353485539272,28.227517217918873,28.257543163000253,28.309098286217417,28.280827187931198,28.280827187931198
17,8.626,10.546528095865135,17.95152749684491,22.79751835670597,23.28071356174465,22.839392330356382,23.64486681655976,23.460524089731077,23.340217273862446,23.397269075345918,23.4124349504643,23.453957308998323,23.463809351689324,23.463809351689324
18,30.833,23.580348880780914,30.228222229611557,28.097331457229892,28.97043376543869,28.013370719503612,29.333110582906002,28.87327165030935,28.616219388336848,28.363213986447175,28.308205076688267,28.25330612973997,28.30218582361023,28.30218582361023
19,51.066,39.002815775713565,31.159136190942505,28.961081756743457,27.662391624718502,26.962853911624435,28.364071293430243,27.91789875234628,27.727869662542272,28.024955549177125,27.98237893703432,27.939887435539184,27.991373548103645,27.991373548103645
20,55.375,42.293912262173244,33.78837517278505,31.404740435479226,29.99054180772035,28.989599953024495,28.21721280771622,28.37255424007799,28.120404427530175,28.64434679078607,28.587592488551287,28.530951638166673,28.502635686528507,28.502635686528507
21,31.269,23.89658163052217,26.72561640866794,26.14856233769089,25.579294838484486,27.246408219386645,26.910002559996215,27.111159434211554,26.999320795641644,27.61221540161694,27.576546814029108,27.550684657947865,27.533672973289917,27.533672973289917
22,32.598,24.89746188573045,31.809967306724705,29.56825035104698,28.238250836890508,30.71655432168123,29.896939177079382,29.421864048739238,29.15803634217754,28.896632304260056,28.83886793628384,28.78121903927921,28.752475820239933,28.752475820239933
23,33.614,25.673454930576817,30.04539635203244,27.92550009908139,27.07807734807507,28.76087250869086,27.99821744901618,28.78440875796321,28.527902257376727,28.273752168747922,28.405686664162598,28.349261517520937,28.321091256003417,28.321091256003417
24,21.01,42.005175347626654,33.55770483104752,31.190345372236493,29.785802786216536,28.789474157291682,28.024214775905218,28.70568821365849,28.449268877804545,28.19520515316437,28.306279178063196,28.249914815986244,28.27889990117026,28.27889990117026
25,14.186,26.962826952159546,24.499319749649782,24.307313111668652,25.779699128094506,26.266288413102806,27.196055893752344,27.307129090031644,27.863892870047508,27.80951167403015,27.82652813819377,27.937613511445516,27.942647897934073,27.942647897934073
26,21.212,26.91783464053213,29.6424447982257,27.576520804904852,28.429122047119964,27.509815501950847,27.990170912131184,27.882462882325214,28.367415429228803,28.12095277595088,28.139329677351753,28.23972879332673,28.248803064533405,28.248803064533405
27,17.334,23.67764839930655,27.34990498418334,30.8783687759526,29.495623791722956,28.534300832361286,27.799438210313816,27.633137928821707,27.81096251705015,27.8492706266604,27.881184120677705,27.92512776962047,27.941016641850847,27.941016641850847
28,43.547,33.26000898024124,26.577875733758884,29.88126654064168,28.540547123580247,27.62856120156615,28.278788479024872,28.521406879018564,28.27498834108149,28.488106253554697,28.432839688153848,28.37808340061723,28.35054631721661,28.35054631721661
29,26.839,25.982439744697785,25.875765410712198,26.245286047137615,28.394917886150107,27.459541773292237,27.72555855566023,27.71147076168518,27.68739894342057,27.686731951171886,27.67751709700149,27.672218713324586,27.66762349461126,27.66762349461126
30,27.041,27.3072281874588,27.928397093503055,28.01889299056661,29.54719076318492,28.561097848476628,27.805427767446936,27.79328068384163,27.812091064967564,27.811005474258817,27.811265333315777,27.815422722914477,27.815548300191562,27.815548300191562
31,17.956,19.57651940192309,21.08269491513447,21.132740957928768,21.702715413864333,22.707600769928252,22.75852291746253,22.682208777815784,22.657314338987092,22.61516669443008,22.605853020207917,22.600456014020523,22.595811558006503,22.595811558006503
32,20.546,23.513015114891267,25.61315649489915,25.75447000569341,26.164389675408614,26.827126443098024,26.957310272115976,26.8554318145149,26.804683333263263,26.74857375591853,26.73617481098045,26.725100001533303,26.718920901531767,26.718920901531767
33,20.994,27.87790027572026,32.35392476911729,30.071146965732712,28.71813741132129,27.766543570415426,27.97262989741897,27.86173648874868,27.800153063439694,27.739135377866198,27.725651852245843,27.712195280193203,27.705477084913007,27.705477084913007
34,44.396,33.9084519872044,27.090282352106176,28.40642229188441,27.14302704206115,28.353813922031023,27.598711763700894,27.865627845556663,28.013856732988597,28.160723907083753,28.193178223993495,28.22556766472373,28.241738097059006,28.241738097059006
35,38.031,29.047038866685508,23.213966902794713,24.4541398119546,25.96499655111799,27.046000969982096,27.589270354116856,27.755193896397532,27.84733769642649,27.938635012051662,27.95880964966257,27.97894395817289,27.988996014214717,27.988996014214717
36,10.113,15.441815840901054,18.899258110756794,18.608124021353753,18.982163553204096,19.08065955191651,19.341683438154995,19.206159016910554,19.124620087736723,19.043830220700816,19.025977491089638,19.00816044908495,18.99926528863586,18.99926528863586
37,5.0,7.671258512674395,9.546917239912393,9.226102939231124,9.17088104662616,9.05295789744427,9.076893827395931,9.138327905153787,9.101219258386596,9.064451512371532,9.056326673798301,9.048218076777378,9.044169858700599,9.044169858700599
38,13.184,13.349359122645222,13.948178989774679,13.894261239513494,13.862272106599029,13.862999828320104,13.880904242239053,14.713278108923125,14.699564975876768,14.69225337315509,14.689238374662155,14.686229403151204,14.684727173748053,14.684727173748053
39,21.656,21.90403868396782,22.547970618272597,22.485036345438793,22.479224736166877,22.647584064837996,22.777222019588113,24.119625870810165,24.097534382580683,24.128091538935116,24.12314982794879,24.11821799544272,24.115755777447276,24.115755777447276
