,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1212.218,1198.950216660643,1185.9399597294312,1177.767016283033,1168.4895838969567,1160.3425824183971,1198.1916642054737,1196.1077678470394,1240.4934914080022,1233.1805421727365,1269.9626366719108,1261.100765294531,1258.8829283149246,1255.221359138502,1277.3636390123097,1275.0543009736402,1284.9857701454437,1284.4187383752983,1309.020909659286,1307.714592749627,1308.1246707487758,1305.683000852949,1351.5683657167274,1351.5683657167274
1,1141.63,1129.2029257041456,1116.9199453143583,1431.3957486180548,1419.9864949454507,1410.0763804844737,1391.8582276362931,1384.9129459589735,1376.6266083079097,1368.4562204698634,1361.6282689333168,1352.1255711738395,1348.1107569524208,1341.4764151266268,1337.463735237594,1337.1422896918311,1350.0782284469224,1348.7282672184751,1375.7420630293057,1374.3665279662762,1368.8802301624185,1366.3714986953237,1367.1956848381192,1367.1956848381192
2,1166.399,1153.894860799701,1141.3009399371806,1262.278746643636,1252.2162921155955,1259.3791039696655,1243.1100359067036,1236.9090401269211,1229.607830216772,1328.2520627978988,1321.6245058595264,1312.4011213839028,1308.506167571498,1302.0659799956065,1298.1648707668887,1304.1227143371357,1314.041329153095,1312.7280648239418,1320.4936919383588,1319.1737302464205,1313.9217398792566,1324.750283419238,1324.4483497311535,1324.4483497311535
3,1134.166,1150.3613522047533,1137.801388809696,1159.5056348339535,1150.290204167779,1423.4559193843097,1405.0617063575714,1398.0504493692843,1389.7278334991704,1381.4415324313006,1374.5529357465941,1364.9652426455993,1360.9153165450643,1354.1871697190118,1350.1286844021818,1346.0823593729035,1342.787276680364,1341.4502314036836,1339.9344052331076,1338.5949828278744,1333.265711468522,1335.9892156122964,1334.3426993490596,1334.3426993490596
4,1058.584,1216.1102029383308,1202.7998406872123,1193.9074121700817,1184.3952155249433,1282.95877787803,1266.3811557008517,1260.0629290184825,1252.7790284511166,1245.5472807527935,1244.3089784315152,1249.5575548484514,1256.798796112733,1378.6252903688664,1374.4935939500208,1370.3742652444691,1364.9883577804378,1363.6533644226574,1360.9667336811765,1359.6057909474955,1354.1759313638,1351.4877162810035,1340.712428572191,1340.712428572191
5,1028.528,1459.9902877882164,1444.0104536710999,1432.4999173792373,1421.082538836267,1411.1656683631286,1392.931772451419,1385.981043954562,1377.7023066923732,1369.5612113473087,1362.7277159551793,1353.217980208676,1349.1637092432143,1357.0039096080293,1352.9372132880121,1348.8827048609328,1343.496040774316,1344.7782637335417,1342.0906097053385,1340.748723095633,1335.3956325338027,1332.7348583213677,1330.5036412891097,1330.5036412891097
6,1172.747,1161.56629538583,1148.917972298281,1153.6484868712892,1439.4069154953957,1429.3612443032603,1410.8929694608505,1403.8526044313744,1395.4514282608875,1387.1678767425499,1380.2459101428906,1370.6141166986413,1366.5067594454063,1360.346887717537,1356.2865181322363,1352.2383174786435,1346.852154189733,1361.1353800355434,1358.4145063928522,1357.0561188864594,1351.636542553271,1348.940484171707,1348.8742880507384,1348.8742880507384
7,1189.008,1175.9951295458184,1165.0391824702558,1159.48056935369,1281.272844108552,1272.3328130708912,1255.9381699985943,1271.912832857586,1264.306316348473,1258.428396402747,1262.101031800994,1276.8909466446466,1275.1771747197236,1269.5725792518551,1271.5053404637356,1283.0780520117962,1300.8161344963316,1339.9117333618353,1337.2336995818453,1335.8966568822632,1330.571348876706,1327.9412758733015,1325.898235436684,1325.898235436684
8,1178.524,1167.6189931387144,1183.5141633323135,1176.0351458712137,1196.446286500056,1188.1053815895718,1196.8854363186142,1391.395998796469,1383.0708599446089,1374.8468687615261,1367.9897922916668,1358.4438069048003,1356.484245352666,1349.7158245111941,1346.7143944696563,1358.7305271388161,1353.3157899079133,1352.1090851180056,1349.4062690318547,1348.0569877628227,1342.6826520366396,1340.0267333562185,1337.7661605504165,1337.7661605504165
9,1088.492,1090.1418850675898,1302.6271540753096,1292.3965656396363,1284.3011854670876,1275.3533843811579,1258.9282114883806,1320.337883206761,1312.4392136307592,1304.6926393900421,1298.1829685606006,1289.125828447672,1287.3773456114031,1282.1589810544067,1281.3658727485526,1361.7238585457244,1356.285223865255,1354.9289546413897,1352.2204916410617,1350.8682851494207,1345.4733192048193,1342.8635561007288,1342.4873114130537,1342.4873114130537
10,1068.978,1094.6703183570075,1449.3299005808801,1437.7757615523471,1426.3358552215789,1416.3838221622223,1398.0854420594985,1391.4422145972223,1383.117631060649,1374.919370848357,1368.058584295653,1358.5109533081463,1354.4396864306348,1347.6811635680099,1344.1804021737084,1368.7906882660313,1363.323824645395,1361.9605238207496,1359.238010710632,1357.8788136999215,1352.4555720899784,1349.8151698073705,1347.7919591916354,1347.7919591916354
11,1202.349,1191.5235207052096,1194.263045942363,1184.8457914308838,1184.1707911459546,1194.42101292124,1453.1919853229142,1445.9405427914976,1437.289336795033,1428.7444259863948,1421.6149770204206,1411.6934763889976,1407.4626296285664,1400.4393770391296,1396.242258825704,1392.0577223767623,1386.4978742127867,1385.1113843385738,1382.342562673281,1381.1172041106076,1375.6013479766343,1372.888526370029,1361.942537176063,1361.942537176063
