,0,1,2,3,4,5,6
0,14.6,14.5,14.5,14.5,14.6,18.9,18.9
1,14.0,14.0,14.0,14.0,14.0,14.1,14.1
2,14.2,14.2,14.2,14.2,14.3,14.4,14.4
3,14.0,14.0,14.0,14.0,14.2,14.1,14.1
4,14.0,14.0,14.2,14.3,14.5,14.5,14.5
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,17.0,15.1,14.8,14.8,20.3,17.8,17.8
7,14.2,14.0,14.0,14.0,14.8,14.6,14.6
8,14.2,14.5,14.2,14.1,14.2,14.0,14.0
9,14.0,15.1,15.4,15.1,14.8,14.6,14.6
10,14.0,14.0,14.8,14.6,14.6,14.5,14.5
11,14.0,14.0,14.0,14.0,14.0,14.0,14.0
12,92.8,36.3,22.1,20.3,17.8,17.0,17.0
13,230.4,92.8,50.9,42.7,36.3,31.3,31.3
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0
15,15.8,14.8,14.8,14.6,14.5,14.4,14.4
16,14.1,14.0,14.6,15.4,15.4,14.8,14.8
17,14.0,14.0,14.1,18.9,18.9,18.9,18.9
18,14.0,14.0,14.0,14.0,14.0,14.0,14.0
19,14.2,14.2,14.8,14.6,14.6,14.4,14.4
20,14.0,14.0,24.5,22.1,20.3,17.8,17.8
21,14.0,14.0,14.3,14.2,14.2,14.0,14.0
22,22.1,17.0,15.1,14.8,14.6,14.5,14.5
23,15.8,24.5,17.8,17.0,16.3,15.4,15.4
24,14.0,31.3,20.3,18.9,17.8,16.3,16.3
25,14.0,15.4,14.6,14.5,14.4,14.3,14.3
26,17.8,15.4,14.6,14.5,14.4,14.3,14.3
27,15.1,14.8,15.1,15.1,15.4,15.4,15.4
28,14.0,14.0,14.0,14.0,14.0,14.0,14.0
29,14.6,15.1,15.1,15.1,14.8,14.8,14.8
30,14.0,14.0,14.0,14.0,14.0,14.0,14.0
31,24.5,17.0,15.4,15.1,14.8,14.6,14.6
32,24.5,17.8,15.8,15.4,14.8,15.8,15.8
33,15.8,14.6,14.3,14.2,14.1,14.6,14.6
34,17.0,14.8,14.5,14.4,14.3,14.3,14.3
35,18.9,15.8,14.8,14.6,14.5,14.3,14.3
36,15.8,14.6,14.3,14.5,14.5,15.1,15.1
37,14.5,14.1,14.0,14.0,14.0,14.0,14.0
38,22.1,17.0,15.4,14.8,14.6,14.5,14.5
39,15.8,14.6,15.1,15.1,15.1,15.1,15.1
40,14.2,14.0,14.0,14.0,14.0,14.0,14.0
41,115.5,36.3,22.1,20.3,18.9,17.8,17.8
42,36.3,20.3,17.8,17.8,17.0,17.0,17.0
43,14.3,14.0,14.0,14.0,14.0,14.0,14.0
44,31.3,20.3,16.3,15.8,15.4,14.8,14.8
45,22.1,17.0,15.4,14.8,14.8,14.6,14.6
46,24.5,42.7,31.3,31.3,31.3,27.5,27.5
47,14.0,14.0,14.0,14.0,14.0,14.0,14.0
