,0,1,2,3,4,5,6,7,8,9,10
0,22.1,22.1,20.3,20.3,20.3,18.9,18.9,22.1,24.5,31.3,31.3
1,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.8,22.1,22.1
2,17.0,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
3,14.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3
4,14.6,22.1,22.1,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3
5,14.8,14.8,14.8,20.3,20.3,20.3,36.3,36.3,31.3,31.3,31.3
6,15.4,15.1,15.8,17.0,16.3,16.3,24.5,24.5,24.5,24.5,24.5
7,14.8,14.8,17.8,17.8,17.8,17.8,17.8,17.0,17.8,17.8,17.8
8,15.1,14.8,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3
9,15.1,14.8,18.9,20.3,50.9,50.9,42.7,36.3,36.3,36.3,36.3
10,15.8,15.4,15.4,15.4,24.5,27.5,24.5,24.5,24.5,22.1,22.1
11,17.0,17.0,16.3,16.3,17.0,24.5,24.5,24.5,24.5,22.1,22.1
12,17.8,17.0,17.0,17.0,16.3,22.1,22.1,22.1,36.3,36.3,36.3
13,20.3,18.9,17.8,17.8,17.0,17.8,17.8,17.0,24.5,24.5,24.5
14,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
15,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
16,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5
17,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1
18,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
19,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
20,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,18.9
21,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3
22,31.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1
23,27.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1
24,24.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,18.9
25,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
26,36.3,31.3,27.5,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1
27,31.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3
28,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
29,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1
30,31.3,27.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3
31,31.3,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3
32,50.9,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5
33,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7
34,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,75.2
35,230.4,230.4,144.6,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8
36,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,50.9,50.9
37,92.8,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3
38,75.2,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3
39,42.7,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1
40,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1
41,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1
42,31.3,27.5,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3
43,24.5,22.1,22.1,20.3,20.3,20.3,18.9,22.1,20.3,20.3,20.3
44,22.1,20.3,20.3,20.3,18.9,17.8,17.8,36.3,36.3,31.3,31.3
45,20.3,18.9,17.8,17.8,17.8,17.8,17.0,20.3,18.9,18.9,18.9
46,20.3,17.8,17.8,17.8,17.8,50.9,50.9,61.6,61.6,75.2,75.2
47,17.0,16.3,15.8,15.8,15.8,17.0,17.0,17.8,17.8,17.8,17.8
