,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,10.32,8.908917788062078,8.533493814782128,8.244662220255673,8.042903662157654,7.889003162542611,7.813761043812373,7.744564452779269,7.671479683606866,7.609031588999743,7.5098396554187525,7.467969546576146,7.44948541769987,7.385361302832222,7.362675372761348,7.3311114631994085,7.281955508681294,7.26864296357982,7.246539575556951,7.185243063071297,7.159236696499107,7.146291939800461,7.133385978550588,7.124803499979465,7.103413743768352,7.103413743768352
1,16.855,16.913994397561233,15.976916591979869,15.717081175552066,15.535577420579475,15.39712719157498,15.329438726657438,15.26718887107654,15.201441176598806,15.145262327141674,15.056028400325074,15.018361685972602,15.001733202749545,14.944046590877953,14.923638130727735,14.895242962953368,14.851021838415168,14.839045756969417,14.819161356716029,14.764018480558747,14.740622926830843,14.72897771103351,14.717367395959563,14.70964652353504,14.690404112670965,14.690404112670965
2,19.198,22.545533450806378,20.03311424668963,19.99074880512951,19.961155122982753,19.938581198432683,19.927544782596133,19.917395116876982,19.906675138259732,19.897515333194235,19.88296598975328,19.876824536799717,19.874113308885118,19.864707667353844,19.86138012472046,19.856750371634934,19.849540240340662,19.847587573588818,19.84434547746322,19.835354584961284,19.831540005032757,19.82964128500413,19.827748255441332,19.826489388678706,19.823351967136464,19.823351967136464
3,26.744,21.413776458182504,19.027477490203246,19.41893756256114,19.692385555262103,19.900970425674213,20.00294779172654,20.096731515689115,20.195784976496938,20.280422308758318,20.414859407167157,20.471606924224744,20.49665888725269,20.583567768142714,20.61431452852262,20.657093817752646,20.723716008250992,20.741758805394547,20.77171603320051,20.854792599849183,20.890039623834934,20.907583948936264,20.92507569367772,20.93670772336605,20.965697749640178,20.965697749640178
4,12.758,12.728502801219383,16.291774142688766,16.11250537494564,15.987280126817353,15.891758883837428,15.845058446064105,15.80211027889123,15.756748840743134,15.717989254948927,15.656423913621646,15.63043644216863,15.618963919531735,15.579164080203943,15.56508363053714,15.54549289572988,15.514983326968375,15.506720645180469,15.493001761204827,15.454956926538209,15.438815585434178,15.430781178443814,15.422770850579235,15.417443973648929,15.404168018694698,15.404168018694698
5,15.143,15.820638350365664,17.17665086423615,17.073483522541245,17.001417673452615,16.94644617541816,16.919570551282867,16.894854320487763,16.86874927693717,16.846443531871113,16.81101330782687,16.796057783889648,16.789455464490214,16.766551064158655,16.75844790943583,16.747173641991708,16.729615697320096,16.724860608488612,16.716965531121783,16.69507111801687,16.685781941357387,16.68115822233636,16.67654836060586,16.673482797433007,16.665842621186293,16.665842621186293
6,10.715,10.715,10.804150046845377,10.799627454739346,10.796468272435646,10.794058462713085,10.79288030416444,10.791796807890831,10.790652429621993,10.789674602870837,10.788121432565731,10.787465820689057,10.787176391911435,10.786172321646262,10.785817100090862,10.785322865073205,10.784553169734881,10.784344718815634,10.783998618838751,10.783038823827582,10.782631610107218,10.782428918104097,10.78222683356911,10.782092447128806,10.78175752136437,10.78175752136437
7,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37
8,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509
9,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599
10,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232
11,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.863878145914019,6.964729886181287,6.9638876150000035,6.965566272377962,6.965141998118079,6.9744550552638405,7.010095692186144,7.010095692186144
12,7.073,7.1288055112065845,7.12258668128371,7.120071143252342,7.118313955549654,7.1169735808567,7.116318270236901,7.115715612287827,7.115079090799699,7.145555813803101,7.345590740629033,7.366691572587305,7.365518567271918,7.50014529342207,7.4980134082734375,7.550879504556663,7.654772326451155,7.653028754207009,8.167301971768481,9.561699182871283,9.54680426852513,9.574904736508557,9.577566358901336,9.613639180749892,10.114813223541033,10.114813223541033
13,7.411,10.098433975391368,9.798952894391379,9.686841730476845,9.601883498622978,9.537077750346524,9.505394150758379,9.476256254056958,9.506427726107173,9.62123721513323,10.090004139298124,10.343501796893404,10.346878720097761,11.952916687325098,11.963537966030984,12.094223620302225,13.367592575667361,13.377522861031494,14.16628901537835,16.394236373683707,16.356511378016993,16.40323009400557,16.509838723985602,16.561683111376354,17.34327776756163,17.34327776756163
14,6.748,14.158971888234417,14.592355686168032,14.360703938240153,14.0765181543349,13.859742546207972,13.922157512977831,13.822348286306159,14.74938762876045,15.017930588669183,15.425138325596764,15.932392490804366,15.981892608758129,18.515844525529577,18.643175872036725,18.846843822003837,21.154086243931012,21.459750117447864,21.35274417457631,21.156152741570974,21.20589931352499,21.142405152096458,21.34790829642522,21.305273807740665,21.19901763575133,21.19901763575133
15,23.868,19.11177600202166,21.343672386583506,20.275312789910387,20.40942947688635,20.584854167746553,20.86136983644822,21.002839146412267,22.45159822331037,22.16145734942689,21.704926694321756,21.51035466835885,21.42445820180951,21.126470943410517,21.39854834841763,21.249235047433196,21.01779696784342,21.541787237168997,21.43868407650509,21.15276120493416,21.370778957121214,21.30886457592794,21.24623665189702,21.20518871282988,21.10288663280268,21.10288663280268
16,26.727,21.404549368672004,19.144200148162472,20.274710601725754,20.817581038557815,21.3858496763157,21.082931419479664,21.54557290214915,21.24029473400545,20.97598243718859,23.227888929848664,23.019912967961652,22.92809915163895,22.609583751550446,22.496898873048526,22.34011555832786,22.098565454410515,22.032803563801085,21.926710708459048,21.632496897192485,21.503959634054866,21.442985769686647,21.382194644050912,21.341768477957455,21.24101601698442,21.24101601698442
17,13.684,13.720074276887114,13.401131707062826,14.755263978448912,15.678585864760832,16.270636464855517,16.189811421633955,16.878112520861638,16.789805277711547,17.18057695180117,20.600573675534008,20.525531492799917,20.59822024279735,20.665367212913196,20.627283996756237,21.31247668856374,21.08681501111801,21.054816585852873,21.08314146598782,21.16169125062037,21.111706211576806,21.127696092396004,21.1616650125414,21.199066972181328,21.23776964486793,21.23776964486793
18,31.38,25.125796636919212,22.32806795407941,21.196935138281702,22.55401198231751,21.88778730817531,21.562993300021787,21.264295728349474,20.979585592211944,21.682233522105516,21.233403218026464,21.056902516467467,21.566062529613603,21.27518946984095,21.170836549881464,22.337153076854968,22.093687158473834,22.027751077059197,21.91827458093421,21.61467734938455,21.485869680337633,21.429163814984793,21.366154375007117,21.324073117411476,21.255961849833064,21.255961849833064
