,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,10.32,16.118776834395643,15.043609970894561,14.23776596450524,13.761394736189251,13.602454132110402,13.343421321359612,13.354810030486219,13.267231897389376,13.356045709517293,13.429559164558892,13.804488549266248,13.804834737199608,13.852379916226825,13.866108288774287,13.908332997356482,13.894132208625072,13.89361033422169,13.996305721370653,14.048027236233635,14.0738492089974,14.0738492089974
1,16.855,18.688667917757762,17.633145124471447,17.600060429073004,17.0878543920973,17.09181219231085,16.93769379866578,16.957379245811246,16.90460740323888,16.958322580004545,17.001093080444008,17.242987521300087,17.273730794956762,17.340100838657445,17.35742197208097,17.409186512439533,17.40752561490757,17.418906649437165,17.49945809493152,17.529254273199754,17.544130018926552,17.544130018926552
2,19.198,23.230533764176485,20.891623558258797,21.927945402050863,20.732463361440697,20.975885258744537,20.931951785727538,20.93850520006892,20.92419240818689,20.92833398368462,20.93163169705562,20.943074834187247,20.995225424310114,21.06478150356154,21.065747457335924,21.068634228768012,21.069021938113757,21.070457435844208,21.139695662170283,21.140511862541604,21.140919350679063,21.140919350679063
3,26.744,20.32688212607783,21.884151546517735,20.382465744419036,21.222681828643353,20.885549115846203,21.030317791200503,21.075867585335615,21.126682828284633,21.15471889759865,21.17704250867318,21.270949399226115,21.207200342605688,21.12247753482258,21.13371495823047,21.167298214204582,21.184011595033308,21.200674885842982,21.115999305567428,21.1272496789556,21.132866429276643,21.132866429276643
4,12.758,12.722487980655826,13.67227836273117,13.599385048507889,14.065880167652464,14.042752796927534,14.011005161887699,14.001016134656483,13.98987239942745,13.983724115661264,13.97882856864164,13.958234875415503,13.954194214145648,13.948824155571748,13.946443698084758,13.939329655103618,13.935789208945941,13.932259373508941,13.926978264283433,13.92464147673313,13.923474835256396,13.923474835256396
5,15.143,15.958816660609319,15.957224198322475,16.13465958120838,16.124210559056763,16.16263421599581,16.137437948635288,16.129510233689796,16.120666093586973,16.11578655527217,16.11190124188024,16.09555721500028,16.102892203474365,16.1126404390017,16.11070212776414,16.104909447352817,16.10202660377719,16.09915240008664,16.10891313717364,16.10698227681243,16.10601829453562,16.10601829453562
6,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715,10.715
7,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37,11.37
8,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509,11.509
9,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599,12.599
10,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232,20.232168686200136,20.232168180647424,20.2321675087654,20.23216717391538,20.23216617320965,20.23216567518837,20.232165178659663,20.23220445897542,20.23220405026193,20.232203846211668,20.232203846211668
11,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.824,6.829971491484805,6.829953594918854,6.829929810295246,6.829917956604466,6.829882531621598,6.8298649016684445,6.829847324552279,6.8312378477302795,6.831223379272665,6.831216155893393,6.831216155893393
12,7.073,7.161780048360427,7.152841443535417,7.14736274074352,7.143308584304353,7.1421916979489515,7.14048189604813,7.139943926598568,7.206492195093186,7.205825934613297,7.20529542729928,7.440422138217707,7.439320973702047,7.437857520679465,7.437128170495626,7.434948493444265,7.433863733447464,7.432782224477458,7.494334689902356,7.493492441857242,7.493071949415384,7.493071949415384
13,7.411,10.7112183382413,10.378943822665054,10.202732066367988,10.050530595306938,10.008600356834162,9.944410834690023,9.925633367777614,10.038892471079365,10.026225831996038,10.016140069924667,12.018088661729898,12.004281212403605,11.98593104477349,11.976785757614987,11.949514751218324,11.944214510740407,11.931036054454504,12.41689850892322,12.40689171780388,12.401895826086076,12.401895826086076
14,6.748,15.734940354841475,14.830111962636098,15.209091359422892,14.747804057822533,14.623582633930774,14.851527991740824,14.813058612698617,14.904349465253981,14.916895112663424,14.926884535585364,18.176508048586633,18.142256798536515,18.09673671983785,18.07405059513489,18.007509738515626,18.063914766649784,18.06178115738222,18.852562871210523,18.84915545003097,18.847454294580942,18.847454294580942
