,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,1.265,1.0067,0.9221371999999998,0.8569328906666664,0.7774488375893331,0.7388726192313566,0.694198651269777,0.6654456874373991,0.6101297771845428,0.5828373632794762,0.5413863659721493,0.5199683918340575,0.5042511684790546,0.4813431030442275,0.46705501537444827,0.4347017647511569,0.4211208370182535,0.41101662678497336,0.3904871531868072,0.3763123412624119,0.3687217294768982,0.35942126210325503,0.3530794375270626,0.3458582132763049,0.3420980186485889,0.33444351578476833,0.3284618921758634,0.3254292090061486,0.3196729430667091,0.30934620197135476,0.3050628493604991,0.2977168996328816,0.29386867139699974,0.2908883198974733,0.2828642202102483,0.2777967076931431,0.2723181636052059,0.26948393013037975,0.26634643367374716,0.2634365800155792,0.2614174839125351,0.2600875726126634,0.25876830060319067,0.25778676222814295,0.25729893765574424,0.2558398543596997,0.2531086125498705,0.2513713820975362,0.2499656468015155,0.2484177760477861,0.24688538400159393,0.24435990225071766,0.2433156329349626,0.24183426231989869,0.2413942952472247,0.24124807952340607,0.24080987099912154,0.24051860839998046,0.24008258828906623,0.23964787623848474,0.23950340693367483,0.2392147572626646,0.2392147572626646
1,9.49,7.503810178571427,6.883265888722942,6.349770424076719,5.728585544838872,5.441571167501004,5.09543389570246,4.894830744899218,4.466980778517009,4.28356372008833,3.955503818659147,3.8097700734587456,3.703185515661407,3.551450575673257,3.452954117071759,3.233251181267468,3.1414790631986986,3.073045342398269,2.9351568824021976,2.8163224568087966,2.7647532297982673,2.703063556910774,2.6609192505925345,2.617944489353721,2.5920669399787837,2.53836238388706,2.4986133441311535,2.4778991976415754,2.4394538976295252,2.3740036770687256,2.3446061808038756,2.295215353364629,2.2696207100633994,2.2491716657031753,2.195964654393472,2.1622579301534195,2.1274133827250075,2.1079214768872734,2.0868195751772523,2.067767833084285,2.05417809527775,2.0452067014261375,2.036447856503116,2.0299312758803882,2.026692535310892,2.016482623272315,1.9979254682798604,1.9865610389642039,1.9769638824706688,1.966700473804692,1.9564370603364865,1.94345902864503,1.9369826373399397,1.9269605411252704,1.9239088948596739,1.9229180423140206,1.9199511572346977,1.917925149011517,1.9150232426121014,1.9120792261424107,1.9111013710181897,1.90917987044825,1.90917987044825
2,7.387,6.23969986111111,5.736540837929292,5.312054488457672,4.841712831728778,4.615529199038186,4.347156380183555,4.2036179786966485,3.866591988298427,3.738345821465619,3.471411346181271,3.37538822147799,3.301176935061082,3.1951314755865496,3.126119966545403,2.973181316122619,2.9138738108414617,2.866153567149821,2.7712299146501618,2.6807599835088585,2.645111785382691,2.602929500552695,2.5734364115870494,2.54542716984039,2.5275673802581524,2.4897193105177684,2.462736347596094,2.4482160306329006,2.422062809796067,2.3783014213808698,2.358057970229777,2.323841330160623,2.3083171569366336,2.2940992448206794,2.2573772027671586,2.2338863397210167,2.2103029400055765,2.19655848546188,2.1823359411269276,2.1693802102864996,2.160115123953538,2.1539922338725197,2.1479391046899274,2.1435255765780785,2.1412870531064896,2.1340687904077518,2.1215166705739943,2.1137878959278393,2.107283109486337,2.100257561181783,2.0933668121339237,2.0841948865787927,2.079967344268166,2.0730564536157936,2.0709525196127254,2.0702687287054773,2.068222107356454,2.0668077677593457,2.0648452135036863,2.0628140469107943,2.0621474569658047,2.06081786422397,2.06081786422397
3,2.229,2.024839861111111,1.8778500779292926,1.770037878146562,1.7170391209995342,1.6974405148205094,1.6630839038611145,1.6723629812376857,1.5905323505929836,1.6093974695585642,1.559601729186316,1.5793274660987928,1.5900565526309154,1.6078128345724731,1.6159812402488472,1.6358040340138642,1.6499766200170567,1.6569255642409726,1.6730773569303887,1.659300748559635,1.6668818247770962,1.674946608607691,1.6797161090487254,1.690720535773139,1.69437572070191,1.6978449674077696,1.7051494880638451,1.7069599252745706,1.7118037320716954,1.7273770112318196,1.7301320482837077,1.7353228154826668,1.740473369037558,1.74225811374009,1.7486461830608735,1.7545409325468013,1.7603266450465878,1.761775811222235,1.7657946050235962,1.768396701896925,1.7699389176646383,1.7715744372339308,1.772577650424447,1.7734140410381911,1.774024727173222,1.7746084504078838,1.7780037813541243,1.7795495234893877,1.780543882399832,1.781775726366143,1.7838660456664404,1.7844036293089194,1.7863206257991817,1.7873424523314991,1.787834535332284,1.787932487409316,1.7882287497841807,1.788371646902217,1.7889832760091295,1.789278570228721,1.7893851407604138,1.78960032265099,1.78960032265099
4,5.51,4.688048432539682,4.371949129357864,4.096095672127515,3.8552852888185054,3.7409045374374355,3.593250217622128,3.5263504547953133,3.297964432072664,3.2414715673864887,3.0753061633142513,3.0445620873885875,3.0139923429329873,2.9732411297085384,2.9431467003696397,2.8804929400132386,2.8634479697764563,2.8430081950149733,2.808904200037413,2.758807539561158,2.7439662824215785,2.7316706946922604,2.720565959924408,2.7123027672948905,2.704964284540309,2.690023624002473,2.680849928243681,2.6744965763987354,2.6654748835844226,2.656153011997183,2.647313529033764,2.634859694406471,2.63113979726181,2.6248002955409784,2.6109690128589054,2.602094081654572,2.5928846996811252,2.5869116738247246,2.583099093527813,2.578826597429903,2.5748162544512208,2.5726867553262207,2.5707424383930517,2.5696593402789842,2.568939303674187,2.565543281014458,2.563234398411815,2.560901985338391,2.5587204220921946,2.5570952228838038,2.5550281805522577,2.551268418576107,2.550417895855224,2.548167916353648,2.547243536120261,2.5470216625298385,2.5465180740460083,2.545881734620784,2.5454955834645405,2.544956090761766,2.5447212337729255,2.5443822434774765,2.5443822434774765
5,5.422,4.692985861111111,4.4567198139292925,4.245980350859465,3.988980596366774,3.882221283884024,3.7606714584841225,3.686578904667361,3.412668484211885,3.3584746640696896,3.208548044398428,3.191539786752152,3.168678720233953,3.143187009274589,3.115242344296508,3.036123704476911,3.0204896941377726,3.0022333878258505,2.9595834349692627,2.921630690696799,2.9069844941908425,2.8829437158327984,2.8680446882978328,2.863717424607193,2.8575284362786406,2.842660334655964,2.8394433401784536,2.831931464454547,2.8231592890492285,2.796781553858227,2.7865304524385395,2.7820106921587464,2.7732257831996496,2.765805705975464,2.742112725275101,2.7402513424069594,2.7238215283252267,2.7194022751152827,2.721592579808738,2.7239374260457847,2.720575467409426,2.718517608866475,2.7145338832002213,2.711555464988739,2.710464272477345,2.7078469536698164,2.70684492594805,2.7017327494526797,2.699994137900883,2.6967579764261806,2.6950717957367,2.691066367521193,2.6904119258243617,2.6869361618672496,2.6872596197544647,2.687350441565002,2.686776581029781,2.686315819828684,2.6858590807025315,2.6851742117937576,2.6849891843029328,2.684075467630233,2.684075467630233
6,2.737,2.6125662314814813,2.574116433188552,2.527525604214348,2.478467034684222,2.4643131380745205,2.4568668828812843,2.4275944871549973,2.280084747505913,2.2921779807937495,2.247176386893251,2.275383507268762,2.290790492322217,2.319730983664372,2.320648960864639,2.316585983865153,2.3289580977350997,2.330794347834738,2.352128870077572,2.345451483381448,2.3459571254730056,2.346584277651368,2.347281876632757,2.36063145243797,2.3613379844611875,2.3603637868448515,2.3681195906780035,2.3702261111976024,2.3774340696237077,2.3761366945262803,2.376590797985539,2.3831504640731396,2.3815755917553614,2.3817494981720717,2.3793604902608787,2.386122033122736,2.3775145598579916,2.3782050642973696,2.3897802937855475,2.4033451363849885,2.402114285224559,2.40295703921601,2.40185379810696,2.400913460406038,2.4011085400622383,2.401672461307984,2.4070259908654594,2.4047938226559977,2.405118661445371,2.406835800189769,2.408254995108807,2.4091293685008344,2.4109467982971453,2.4119568394614594,2.413403735315892,2.4138179130108672,2.4138657125613086,2.414139773097149,2.4148590621111907,2.4152556932581906,2.4152729176192347,2.4152476334799027,2.4152476334799027
7,8.22,6.88097766005291,6.431022801759981,6.096780901208559,5.754428830026106,5.589424627565434,5.378493132210397,5.252183819373455,4.9207635134169285,4.834390273410183,4.604834240614643,4.541242181414124,4.506979786577593,4.436970041077809,4.394137925318281,4.336242116203536,4.285870662102625,4.255879466862714,4.199991199875224,4.149267018751409,4.125735602426939,4.0967645012157075,4.0778999306757076,4.0543307161192335,4.045934133375543,4.02104213263204,3.9985114973010316,3.9912460431644012,3.9743268341271674,3.9426141537673427,3.9303431236261956,3.8982441855891,3.8854747898677138,3.8767935200010504,3.849723609142921,3.8289889049877703,3.8050020489436984,3.797137619358571,3.7890018947884205,3.7829584377032797,3.7803843587951627,3.775445956527053,3.774823236979948,3.771123407321112,3.769944526617087,3.7665564109968255,3.7593567142753916,3.752541503346516,3.7505375272953887,3.747892382143191,3.74243164165395,3.7384557810017216,3.7350288046984055,3.733700233590915,3.7328099706915303,3.7324935502743797,3.7317639083276157,3.731314886757638,3.7308226218592693,3.7300552818075445,3.729643394025927,3.7298973213147337,3.7298973213147337
8,0.679,1.0597694366096868,1.1788515690859886,1.2823833671484866,1.4682610424195386,1.5593301346216717,1.6464722915594738,1.709647961028664,1.7485734380934879,1.842191264795971,1.8851844096374013,1.9654507423237906,2.014912996209792,2.0963533909706062,2.140611081741235,2.304596193731979,2.3450759882946364,2.3730425058139213,2.4441324984374595,2.494364734982658,2.516559897902362,2.5491917113043066,2.573220134781004,2.598022221176248,2.611680194428131,2.6297930657919975,2.6488035380843713,2.659255392179462,2.6777358303692327,2.716751711207248,2.729277834679208,2.7511091817552575,2.7652667708869334,2.773593742184102,2.802923422216468,2.8173203195369028,2.832901771056357,2.841166312950394,2.8511859472202663,2.861801558846182,2.8738655339129218,2.876851244148632,2.8858819680148398,2.8887337573983665,2.89101144564411,2.896284327752605,2.904666842160609,2.9098657560887324,2.915912085139549,2.9236399416616567,2.927265465836971,2.9320285633447822,2.936724226049913,2.945405447981654,2.946824340867669,2.9473490353510714,2.94901627969633,2.950094959977021,2.951818701640784,2.9532918260969674,2.9537132276214,2.955857373684575,2.955857373684575
9,4.35,4.106941103276353,4.017923455752654,3.9479108362151525,3.914937558098471,3.901862681667086,3.859821070283219,3.8367653490230196,3.7786768934510238,3.776116425260045,3.7501458049219023,3.7542979127125573,3.7464700719435244,3.780948793933244,3.7723949971102724,3.8283812913898077,3.8263192484008495,3.815719520866753,3.857341875206662,3.8675061566771918,3.8605291440682863,3.881601109704512,3.8808995972299947,3.892520863222121,3.8914629639861733,3.896999656073827,3.9042696957520127,3.9019444466697184,3.8989536424046296,3.922701573486086,3.915918024387794,3.9070829496725272,3.9043408456553337,3.9006609052198233,3.924198390421371,3.91289766030357,3.9060607786130115,3.9023495599359252,3.9000200970587593,3.908409099565992,3.9133802017265116,3.9107461063080247,3.9142753855626715,3.9163711041512004,3.9164515517852565,3.9156823690423774,3.9128073548436935,3.917315651703731,3.9168206959797267,3.9242825250014914,3.9274745129537973,3.925274187610492,3.927882774885157,3.936662136603271,3.935931004765036,3.935869699727398,3.9375700496619457,3.93737233668842,3.938803841563664,3.940252755455224,3.940068535244438,3.940934223439619,3.940934223439619
