,0,1,2,3,4,5,6,7,8,9,10,11,12
0,14.0,14.0,14.0,14.2,14.2,14.1,14.1,14.1,14.1,14.1,14.2,14.2,14.2
1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.3,14.3,14.3
4,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.8,14.6,14.5,14.5,14.5
6,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.3,14.2,14.1,14.1,14.1
7,14.0,14.0,14.0,14.0,14.5,14.3,14.3,14.2,14.1,14.0,14.0,14.0,14.0
8,14.0,14.0,14.0,14.0,16.3,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.1
9,14.0,14.0,14.0,14.0,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,17.0,15.8,15.4,14.8,14.8,14.6,14.5,14.8,14.6,14.6
11,14.0,14.0,14.0,14.6,14.5,14.3,14.3,14.2,14.1,14.0,15.1,14.8,14.8
12,14.0,14.0,15.4,14.8,14.5,14.4,14.3,14.3,14.2,14.0,14.2,14.2,14.2
13,14.0,14.0,20.3,17.8,17.8,17.8,18.9,17.8,17.0,16.3,15.8,15.4,15.4
14,14.0,14.0,14.2,14.0,14.0,14.0,14.4,14.4,14.3,14.3,14.2,14.2,14.2
15,14.6,14.8,14.5,14.3,14.2,14.0,14.2,14.1,14.0,14.0,14.0,14.0,14.0
16,14.0,18.9,20.3,20.3,17.8,18.9,17.8,18.9,17.8,17.0,15.8,15.8,15.8
17,14.0,14.0,14.0,14.1,14.0,14.0,14.0,14.3,14.2,14.3,14.3,14.2,14.2
18,17.8,15.4,14.6,14.4,14.3,14.1,14.0,14.1,14.0,14.4,14.4,14.4,14.4
19,18.9,15.4,14.8,14.5,14.3,14.2,14.1,14.1,14.0,14.0,14.0,14.0,14.0
20,16.3,14.8,14.5,14.3,14.5,14.3,14.4,14.4,14.5,14.5,14.6,14.8,14.8
21,15.4,14.5,14.2,14.0,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.4,14.4
22,27.5,17.8,15.8,15.1,14.6,14.5,14.4,14.3,14.2,14.2,14.0,14.2,14.2
23,42.7,20.3,17.8,15.8,15.4,14.8,14.6,14.6,14.5,14.3,14.2,14.2,14.2
24,42.7,22.1,17.8,15.8,15.4,14.8,14.6,14.6,14.5,14.3,14.2,14.2,14.2
25,230.4,61.6,36.3,24.5,20.3,17.8,17.8,17.8,18.9,20.3,18.9,17.8,17.8
26,16.3,14.6,14.5,14.3,14.1,14.0,14.0,14.0,14.0,14.4,14.5,14.5,14.5
27,20.3,15.4,14.8,14.5,14.4,14.2,14.2,14.1,14.0,14.0,14.0,14.0,14.0
28,15.4,31.3,22.1,18.9,17.0,15.8,15.4,15.4,14.8,14.6,14.5,14.5,14.5
29,14.0,17.8,15.8,15.4,14.8,14.5,14.4,14.4,14.3,14.2,14.0,14.0,14.0
30,14.0,14.1,14.8,15.4,15.8,17.0,17.0,17.0,17.0,17.0,17.0,17.8,17.8
31,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32,14.8,15.8,15.1,14.6,14.5,14.3,14.2,14.2,14.0,14.2,14.1,14.0,14.0
33,14.0,24.5,20.3,17.0,15.8,15.4,15.1,14.8,14.6,14.5,14.4,14.3,14.3
34,14.0,14.4,14.2,14.4,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.3,14.3
35,14.6,14.3,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
36,42.7,20.3,17.8,15.8,15.4,14.8,14.6,14.6,14.6,14.5,14.5,14.4,14.4
37,15.8,14.6,14.4,14.2,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
38,14.2,14.3,14.3,14.3,14.6,16.3,15.8,15.8,15.1,14.8,14.6,14.6,14.6
39,14.0,14.0,14.0,14.0,14.0,14.6,14.5,14.5,14.5,14.5,14.4,14.4,14.4
40,15.4,14.5,14.3,14.1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
41,15.8,14.6,14.5,14.5,14.5,14.5,14.6,14.6,14.5,14.4,14.3,14.2,14.2
42,14.3,14.0,14.0,14.0,14.0,14.0,14.3,14.5,14.3,14.2,14.2,14.1,14.1
43,15.8,14.6,14.3,14.2,14.0,14.0,14.0,14.2,14.2,14.2,14.2,14.2,14.2
44,17.8,15.4,14.6,14.4,14.3,14.2,14.0,14.0,14.0,14.0,14.0,14.0,14.0
45,14.3,14.4,14.4,14.4,14.3,14.3,14.3,14.3,14.8,14.5,14.5,14.4,14.4
46,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.2,14.2,14.3,14.2,14.2
47,14.6,14.2,14.2,14.2,14.1,14.0,14.0,14.0,14.0,14.0,14.1,14.1,14.1
