,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,14.5,14.0,14.0,14.0,14.0,14.0,14.1,14.2,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.4,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
1,14.4,14.0,14.0,14.0,14.5,14.5,14.3,14.3,14.5,14.5,14.5,14.4,14.4,14.4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
2,14.8,14.3,14.2,14.0,17.0,17.0,16.3,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6
3,27.5,17.0,15.8,15.4,15.1,14.8,14.6,14.6,14.5,14.5,14.4,14.5,14.4,14.5,14.5,14.5,14.4,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6
4,14.0,14.6,14.5,14.3,14.3,14.2,14.2,14.5,14.4,14.3,14.4,14.5,14.4,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6
5,14.0,14.0,14.0,14.3,14.2,14.2,14.2,14.6,14.5,14.5,14.4,14.5,14.4,14.6,14.5,14.5,14.5,14.5,14.6,14.6,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6
6,14.0,14.0,14.0,14.6,14.5,14.5,14.4,14.4,14.3,14.3,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
7,15.4,14.4,14.3,14.3,14.8,14.6,14.5,14.5,14.4,14.3,14.8,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
8,14.8,14.3,14.2,14.1,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
9,17.0,14.6,14.5,14.4,14.4,14.3,14.6,14.5,14.4,14.3,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
10,14.0,14.5,14.3,14.2,14.2,14.1,15.4,15.4,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6
11,14.0,17.8,17.0,15.8,15.4,15.1,14.8,14.8,14.6,14.6,14.5,14.5,14.5,14.4,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
12,14.3,14.1,14.0,18.9,17.8,17.0,16.3,15.8,15.4,15.4,15.1,14.8,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
13,15.8,14.5,14.4,14.6,14.5,14.5,14.4,14.3,14.5,14.4,14.3,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
14,14.8,14.3,14.2,14.1,14.1,14.3,14.2,14.3,14.3,15.1,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6
15,22.1,15.8,15.4,14.8,14.6,14.6,14.5,14.5,14.3,15.4,15.1,14.8,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
16,15.1,14.3,14.2,14.1,14.3,14.2,14.3,14.3,14.4,14.5,14.4,14.5,14.5,14.5,14.4,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
17,17.0,14.6,14.5,14.5,14.4,14.3,14.3,14.3,14.5,14.5,14.4,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
18,14.0,14.5,14.4,14.5,14.3,14.3,14.2,14.4,14.5,14.4,14.4,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
19,14.0,14.2,14.1,14.5,14.4,14.3,14.3,14.3,14.5,14.4,14.5,14.4,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6
20,18.9,15.4,14.8,14.6,14.5,14.4,14.3,14.3,14.5,14.5,14.4,14.4,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
21,42.7,20.3,17.8,17.0,15.8,15.4,15.4,15.1,14.8,14.8,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6
22,14.2,14.0,17.8,17.0,15.8,15.4,15.4,15.1,14.8,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
23,14.0,14.0,18.9,17.8,17.0,15.8,15.8,15.4,15.1,14.8,14.8,14.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
24,14.4,14.2,14.3,14.2,14.1,14.3,14.2,14.3,14.3,14.5,14.5,14.4,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
