,0,1,2,3,4,5,6
0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1,14.0,14.0,14.0,14.0,14.0,14.0,14.0
2,14.0,14.0,14.0,14.0,14.0,14.0,14.0
3,14.1,14.0,14.0,14.0,14.0,14.0,14.0
4,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5,14.0,14.0,14.0,14.0,14.0,14.0,14.0
6,14.0,14.0,14.0,14.0,14.0,14.0,14.0
7,14.5,14.3,14.2,14.0,14.0,14.0,14.0
8,14.0,14.0,14.0,14.0,14.0,14.0,14.0
9,14.0,14.0,14.0,14.0,14.0,14.0,14.0
10,14.0,14.0,14.0,14.0,14.0,14.0,14.0
11,14.0,14.0,14.0,14.0,14.0,15.8,15.8
12,14.0,14.0,14.0,14.0,14.0,14.4,14.4
13,14.0,14.0,15.8,15.1,15.8,14.8,14.8
14,14.0,14.0,14.0,14.0,14.3,14.1,14.1
15,14.0,14.6,14.3,14.0,14.2,14.0,14.0
16,14.0,14.4,14.3,14.2,14.1,14.1,14.1
17,14.1,14.0,14.0,14.0,14.0,14.0,14.0
18,15.1,14.3,14.4,14.5,14.4,14.3,14.3
19,14.2,14.0,14.0,14.0,14.0,14.0,14.0
20,75.2,22.1,17.8,15.4,15.1,14.6,14.6
21,182.1,36.3,22.1,17.0,17.0,17.0,17.0
22,15.8,14.5,14.2,14.0,14.0,14.0,14.0
23,36.3,17.8,15.4,14.6,14.5,14.3,14.3
24,230.4,42.7,24.5,17.8,17.0,15.4,15.4
25,14.6,36.3,22.1,17.0,16.3,15.1,15.1
26,14.0,27.5,27.5,27.5,27.5,27.5,27.5
27,14.0,14.0,14.0,14.0,14.0,14.0,14.0
28,20.3,15.4,14.5,14.2,14.2,14.0,14.0
29,17.8,14.8,14.4,14.2,14.1,14.0,14.0
30,17.0,14.6,14.6,14.5,14.5,14.5,14.5
31,14.3,14.0,14.0,14.0,14.0,14.0,14.0
32,42.7,17.8,15.8,14.8,14.6,14.3,14.3
33,20.3,15.4,14.6,14.3,14.2,14.0,14.0
34,115.5,27.5,17.8,15.8,15.4,14.8,14.8
35,14.2,17.8,15.4,14.6,14.5,14.3,14.3
36,14.0,14.4,14.5,14.5,14.5,14.6,14.6
37,14.0,14.0,14.0,14.0,14.0,14.0,14.0
38,15.4,15.4,14.8,14.6,14.5,14.5,14.5
39,14.0,14.0,14.0,14.0,14.0,14.0,14.0
40,14.0,14.6,14.5,17.8,17.0,15.4,15.4
41,14.0,14.0,14.0,15.8,15.8,15.4,15.4
42,14.6,14.1,14.0,14.0,14.0,14.0,14.0
43,16.3,15.4,24.5,17.8,17.0,15.4,15.4
44,14.0,14.0,17.0,17.0,20.3,17.0,17.0
45,14.0,14.0,14.0,14.0,14.3,15.4,15.4
46,14.0,14.0,14.0,14.0,14.0,14.0,14.0
47,14.0,14.0,14.0,14.0,14.0,14.0,14.0
