,0,1,2,3,4,5,6
0,4217.393,4146.311200206835,4096.895580873356,4056.26706872167,4055.9127055934837,4028.8140640277347,4028.8140640277347
1,4054.038,3987.589618602526,3942.200194173613,3905.932755063444,4165.275494540666,4136.247451378539,4136.247451378539
2,3774.329,3885.080973844825,3845.719280764358,3823.0604298147223,4653.812175541321,4621.492326204513,4621.492326204513
3,3418.525,3722.8078686435238,3681.753403255411,3651.9346796064174,3992.9628113325625,3966.112720380102,3966.112720380102
4,3377.788,4039.6941491876423,3991.5306091024872,3951.8379874363773,3914.298574773582,3887.334287522943,3887.334287522943
5,3327.882,4782.531125121582,4725.833520428803,4678.788207450287,4632.211893235947,4599.885345995793,4599.885345995793
6,3379.135,4038.898002819585,4058.3653999992703,4017.964881801643,3977.9671628645688,3950.206033213455,3950.206033213455
7,3642.313,3590.0865000566146,4584.142820557163,4538.510504428501,4493.329108597839,4461.970314717126,4461.970314717126
8,3437.208,3385.6126100227407,4414.556113750013,4414.781118235117,4370.835873383651,4340.597202298322,4340.597202298322
9,3631.127,3570.3934675863193,3681.8151661965685,3954.2793666818893,3914.9163216248808,3887.7054598566256,3887.7054598566256
10,3814.077,3749.95926645643,3789.3212788930177,4666.8928006807955,4621.040815076714,4645.928362130105,4645.928362130105
11,3615.817,3555.160674080494,3559.060554154411,3887.9474031230147,3850.792114574235,4045.8657581571365,4045.8657581571365
12,4016.525,3948.789354623997,3901.728736851188,3863.570645853393,3825.9143734398795,3882.5701417844953,3882.5701417844953
13,4370.673,4296.963059439603,4245.682302290611,4203.4208147925765,4161.577536774911,4132.822931907959,4132.822931907959
14,4538.303,4461.765982935095,4408.518288311275,4364.631000474101,4321.180705440694,4291.024081062493,4291.024081062493
15,4724.587,4644.908413922213,4589.475093128827,4543.786368577951,4498.552440932564,4467.15700479891,4467.15700479891
16,4655.744,4577.226665029519,4522.601156623491,4477.578508595445,4433.004763280175,4402.067400835809,4402.067400835809
17,4539.135,4462.584221358151,4409.327000381773,4365.431751315139,4321.9740720632535,4291.811959604899,4291.811959604899
18,4597.855,4520.313741976488,4466.367409084236,4421.904236275125,4377.883769363422,4347.331021493523,4347.331021493523
19,4657.938,4579.384136137781,4524.733464774726,4479.691888996275,4435.098388936409,4404.1466802087125,4404.1466802087125
20,4521.347,4445.096699319419,4392.048834651736,4348.327582818655,4305.041541464476,4274.998076303595,4274.998076303595
21,4623.265,4545.295159923974,4491.050812648566,4446.341863824541,4402.0782866402305,4371.357089172323,4371.357089172323
22,4595.98,4518.470312653003,4464.5460393220355,4420.101018377331,4376.098612222124,4345.558134592388,4345.558134592388
23,4594.259,4516.778657192074,4462.874799198876,4418.447301655456,4374.46208517206,4343.938074764107,4343.938074764107
24,4580.92,4503.679337990499,4449.939638996027,4405.6578063602165,4361.819950490682,4331.420398153207,4331.420398153207
25,4400.628,4326.429506593451,4274.804704428111,4232.261303844528,4190.1434487993565,4160.920258180767,4160.920258180767
26,4899.227,4816.603116027543,4759.120729102813,4711.743122103443,4664.837164857128,4632.281110156496,4632.281110156496
27,4758.876,4678.619124126413,4622.783504251974,4576.763170568104,4531.201094280283,4499.5777462210735,4499.5777462210735
28,4705.575,4626.217011443887,4571.00678181899,4525.502329634559,4480.45064079974,4449.181488908896,4449.181488908896
29,4688.045,4608.985330726417,4553.985819804945,4508.659046220376,4463.782430943609,4432.638142431919,4432.638142431919
30,4507.25,4431.240122163656,4378.361754169298,4334.781626915579,4291.634429178125,4261.690939476768,4261.690939476768
31,4704.695,4625.351886089552,4570.151992994753,4524.655602355072,4479.612243240551,4448.348949534624,4448.348949534624
32,4902.726,4820.043106520531,4762.519654059939,4715.108200400345,4668.168733441361,4635.589427607092,4635.589427607092
33,4949.243,4865.775612311394,4807.706378088146,4759.845085177921,4712.460257171932,4679.571832265859,4679.571832265859
34,4972.358,4888.500785288064,4830.160355796424,4782.075610489303,4734.469534671559,4701.4276039547485,4701.4276039547485
35,4850.484,4768.682151009078,4711.771663399807,4664.865441931709,4618.426167562111,4586.1940307924315,4586.1940307924315
36,5180.822,5093.449107131403,5032.662767445321,4982.562006731463,4932.960005092092,4898.532704735502,4898.532704735502
37,5086.758,5000.97146616763,4941.288774948188,4892.097653275353,4843.396235111388,4809.594003437094,4809.594003437094
38,4892.169,4809.668396820992,4752.2732456897975,4704.966862429842,4658.135103276406,4625.63241070689,4625.63241070689
39,4442.62,4367.697674629735,4315.574342307598,4272.613228502569,4230.08130095488,4200.565389704566,4200.565389704566
40,4442.97,4368.04081070594,4315.911843808234,4272.946504039915,4230.409118343572,4200.88678765554,4200.88678765554
41,4740.319,4660.375048219766,4604.757109414997,4558.916200785757,4513.537626920208,4482.43748641598,4482.43748641598
42,4599.552,4522.00539587368,4468.04268142851,4423.634139605588,4383.625397784436,4379.280987616769,4379.280987616769
43,4119.484,4050.0626963659065,4001.822651403575,3962.4878760523343,3964.0119663056566,4146.324947980306,4146.324947980306
44,3958.051,3891.317268257091,3844.9756047006913,3808.190296172186,3822.7340363340486,4044.216809386938,4044.216809386938
45,4044.479,3976.4529448752746,3930.115497957668,3910.116493571886,3883.4546071951086,3909.2378380676864,3909.2378380676864
46,3952.062,3892.9984754235747,3855.7316018412266,4130.589894792892,4392.3206570592565,4752.037590074352,4752.037590074352
47,3664.992,3604.6797640981,3563.9310427271735,3607.078313439213,3641.6542233168743,3775.017194122896,3775.017194122896
