,PAR,demand_reduction,cost_reduction,inconvenient,total_demand,max_demand,cost,run_time,objective
0,1.27,0.0,0.0,0.0,160142363.0,4229710.0,2593072408.1,0.0,2593072408.1
1,1.25,0.01,0.02,143392.99,160142363.0,4182920.98,2553379059.58,0.0089,2553522452.5699997
2,1.24,0.02,0.03,239284.12,160142363.0,4145424.92,2525465800.95,0.0076,2525705085.0699997
3,1.23,0.03,0.03,334587.94,160142363.0,4108264.99,2503389239.88,0.0076,2503723827.82
4,1.21,0.04,0.05,471477.62,160142363.0,4041310.77,2471559875.38,0.0119,2472031353.0
5,1.2,0.05,0.05,550127.36,160142363.0,4016469.99,2460628747.66,0.0055,2461178875.02
6,1.19,0.06,0.06,647272.0,160142363.0,3971587.32,2444448917.79,0.0091,2445096189.79
7,1.18,0.07,0.06,766270.94,160142363.0,3921900.61,2428872341.09,0.01,2429638612.03
8,1.16,0.08,0.07,850366.22,160142363.0,3883770.5,2418770409.93,0.0074,2419620776.1499996
9,1.16,0.09,0.07,878451.21,160142363.0,3866369.04,2415280633.57,0.0039,2416159084.78
10,1.15,0.09,0.07,915946.73,160142363.0,3838848.87,2409977291.41,0.0061,2410893238.14
11,1.14,0.1,0.07,929979.88,160142363.0,3812427.95,2406232245.39,0.0053,2407162225.27
12,1.14,0.1,0.07,944648.27,160142363.0,3799190.21,2404426824.09,0.0031,2405371472.36
13,1.14,0.1,0.07,954412.67,160142363.0,3791595.62,2403530865.68,0.0025,2404485278.35
14,1.12,0.12,0.07,960590.29,160142363.0,3739429.01,2398623281.03,0.0105,2399583871.32
15,1.12,0.12,0.08,971345.46,160142363.0,3735689.58,2398085541.62,0.0017,2399056887.08
16,1.11,0.12,0.08,978937.36,160142363.0,3716889.94,2396713250.0,0.0046,2397692187.36
17,1.11,0.13,0.08,983935.75,160142363.0,3688556.38,2394905850.12,0.0059,2395889785.87
18,1.1,0.13,0.08,990679.14,160142363.0,3660330.16,2393225076.21,0.0061,2394215755.35
19,1.09,0.14,0.08,995491.6,160142363.0,3645710.79,2392384100.12,0.0039,2393379591.72
20,1.09,0.14,0.08,1000816.4,160142363.0,3633986.59,2391737844.46,0.0032,2392738660.86
21,1.09,0.14,0.08,1007029.95,160142363.0,3626722.26,2391449110.42,0.0024,2392456140.37
22,1.09,0.14,0.08,1010331.56,160142363.0,3623095.53,2391296580.61,0.0017,2392306912.17
23,1.08,0.14,0.08,1015106.87,160142363.0,3619472.44,2391172481.22,0.0018,2392187588.0899997
24,1.08,0.15,0.08,1017716.78,160142363.0,3615852.97,2391041180.26,0.0018,2392058897.0400004
25,1.08,0.15,0.08,1025220.59,160142363.0,3612237.12,2390937027.8,0.0017,2391962248.3900003
26,1.08,0.15,0.08,1028576.01,160142363.0,3608624.88,2390818866.21,0.0017,2391847442.2200003
27,1.08,0.15,0.08,1034240.67,160142363.0,3605016.26,2390706023.76,0.0017,2391740264.4300003
28,1.08,0.15,0.08,1034240.67,160142363.0,3605016.26,2390706023.76,0.001,2391740264.4300003
